Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;UAI potentielle 2;UAI potentielle 3;UAI potentielle 4;;;;;;;;;;;;;
13002794900242;0221072W;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION BRETAGNE;CFA PLOUFRAGAN;53351087435;actif;responsable_formateur;18 Rue du Tertre de la Motte 22440 Ploufragan;Rennes;Bretagne;Oui;cma;cma;8;3;17/12/2021;0221072W;0221071V;0221072W;0353008E;;;;;;;;;;;;;;
13002794900259;0221071V;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION BRETAGNE;CFA AUCALEUC;53351087435;actif;responsable_formateur;La Croix Fresche Blanc 22100 Aucaleuc;Rennes;Bretagne;Oui;cma;cma;7;1;17/12/2021;0221071V;0221071V;0221072W;0353008E;;;;;;;;;;;;;;
79964373900011;0190721F;LES 13 VENTS  ECOLE INTERNATIONALE DES METIERS ET DES COMPETENCES LIMOUSIN;;74190081619;actif;responsable_formateur;51 Boulevard de la Lunade 19000 Tulle;Limoges;Nouvelle-Aquitaine;Oui;;cma;;1;17/12/2021;0190721F;0190721F;0190849V;;;;;;;;;;;;;;;
30804972500036;0180755Y;INSTITUT DE FORMATION EN ALTERNANCE DE BOURGES;;24180039818;actif;responsable_formateur;Rue de Turly 18000 Bourges;Orléans-Tours;Centre-Val de Loire;Oui;cci|cma;cci|cma;1;2;17/12/2021;0180755Y;0180755Y;0180847Y;;;;;;;;;;;;;;;
13002792300080;0171183U;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CENTRE DE FORMATION LAGORD;75331281433;actif;responsable_formateur;Rue René Dumont 17140 Lagord;Poitiers;Nouvelle-Aquitaine;Oui;cma;cma;18;7;17/12/2021;0171183U;0171183U;0333502C;;;;;;;;;;;;;;;
78804163000047;0150640P;INSTITUT FORMATION PROFESSION PERMANENTE;;8315P001115;actif;responsable_formateur;8 Rue Perdiguier 15000 Aurillac;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;cma;;1;17/12/2021;0150640P;0150640P;;;;;;;;;;;;;;;;
38426598900010;0922275Y;INST FORMATION PERFECTIONNEMENT METIERS;;11922083492;actif;responsable_formateur;4 boulevard du Levant 92000 Nanterre;Versailles;Île-de-France;Oui;;cma;;1;17/12/2021;0922275Y;0922275Y;;;;;;;;;;;;;;;;
13002799800132;0762204H;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NORMANDIE;CMA NORMANDIE - URMA-SEINE-MARITIME-LE HAVRE;28140350314;actif;formateur;79 Rue Hilaire Colombel 76600 Le Havre;Normandie;Normandie;Oui;cma;cma;7;1;17/12/2021;0762204H;0762204H;;;;;;;;;;;;;;;;
13002799800124;0761803X;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NORMANDIE;CMA NORMANDIE - URMA-SEINE-MARITIME-SIMONE VEIL;28140350314;actif;formateur;2 Rue Cesar Franck 76000 Rouen;Normandie;Normandie;Oui;cma;cma;7;1;17/12/2021;0761803X;0761803X;;;;;;;;;;;;;;;;
77990483800066;0692514H;SOC ENSEIGNEMENT PROFESS RHONE;;82690006869;actif;responsable_formateur;46 Rue Professeur Rochaix 69003 Lyon;Lyon;Auvergne-Rhône-Alpes;Oui;;cma;4;2;17/12/2021;0692514H;0070876P;0422128K;0692514H;;;;;;;;;;;;;;
13002374000066;0595343M;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA WATTIGNIES;32590946759;fermé;inconnue;217 Rue Clemenceau 59139 Wattignies;Lille;Hauts-de-France;Oui;;cma;20;;17/12/2021;0595343M;0595343M;;;;;;;;;;;;;;;;
30391595300028;0890992V;CTRE INTERPROF DE FORMATION D'APPRENTIS;;27890134589;actif;responsable_formateur;3 Rue Jean Bertin 89000 Auxerre;Dijon;Bourgogne-Franche-Comté;Oui;;cma;;1;17/12/2021;0890992V;0890992V;;;;;;;;;;;;;;;;
30102946800032;0421609W;CFA DU ROANNAIS;;82420076642;actif;responsable_formateur;155 Route de Briennon 42300 Mably;Lyon;Auvergne-Rhône-Alpes;Oui;cci|cma;cci|cma;;1;17/12/2021;0421609W;0421609W;;;;;;;;;;;;;;;;
13002797200301;0952107Z;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;CMA95 - IMA DE ROISSY PAYS DE FRANCE;11756120375;actif;responsable_formateur;43 Avenue Pierre Sémard 95400 Villiers-le-Bel;Versailles;Île-de-France;Oui;;cma;14;1;17/12/2021;0952107Z;0952107Z;;;;;;;;;;;;;;;;
13002793100091;0120887Z;CHAMBRE DE METIERS ET DE L ARTISANAT DE LA REGION OCCITANIE PYRENEES-MEDITERRANEE;CFA DE L'AVEYRON;76311030031;actif;responsable_formateur;341 Rue des Métiers 12850 Onet-le-Château;Toulouse;Occitanie;Oui;cma;cma;15;1;17/12/2021;0120887Z;0120887Z;0313056D;;;;;;;;;;;;;;;
13002793100067;0110681F;CHAMBRE DE METIERS ET DE L ARTISANAT DE LA REGION OCCITANIE PYRENEES-MEDITERRANEE;CFA DE L'AUDE;76311030031;actif;responsable_formateur;22 Avenue des Genets 11200 Lézignan-Corbières;Montpellier;Occitanie;Oui;;cma;15;2;17/12/2021;0110681F;0110681F;0313056D;;;;;;;;;;;;;;;
13002374000454;0801298B;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA AMIENS IREAM;32590946759;actif;formateur;33 Rue de Québec 80000 Amiens;Amiens;Hauts-de-France;Oui;cma;cma;19;2;17/12/2021;0801298B;0801298B;;;;;;;;;;;;;;;;
13002797200137;0772884S;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;CMA77 - IMA MELUN VAL DE SEINE;11756120375;actif;responsable_formateur;4 Avenue du Général Leclerc 77000 Melun;Créteil;Île-de-France;Oui;;cma;14;1;17/12/2021;0772884S;0772884S;;;;;;;;;;;;;;;;
13002797200129;0770998S;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;CMA77 - IMA DU PAYS DE MEAUX;11756120375;actif;responsable_formateur;2 Rue Irène Joliot Curie 77124 Chauconin-Neufmontiers;Créteil;Île-de-France;Oui;;cma;14;1;17/12/2021;0770998S;0756199F;0770998S;;;;;;;;;;;;;;;
50923283100024;0100715Y;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;9 Rue Robert Keller 10150 Pont-Sainte-Marie;Reims;Grand Est;Oui;cci|cma;cci|cma;3;3;17/12/2021;0100715Y;0100715Y;0511649R;;;;;;;;;;;;;;;
13002793100042;0090553C;CHAMBRE DE METIERS ET DE L ARTISANAT DE LA REGION OCCITANIE PYRENEES-MEDITERRANEE;CFA DE L'ARIEGE;76311030031;actif;responsable_formateur;2 Rue Jean Moulin 09000 Foix;Toulouse;Occitanie;Oui;;cma;15;3;17/12/2021;0090553C;0090553C;0313056D;;;;;;;;;;;;;;;
50923283100057;0080842X;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;129 Avenue Charles de Gaulle 08000 Charleville-Mézières;Reims;Grand Est;Oui;cci|cma;cci|cma;3;2;17/12/2021;0080842X;0080842X;0511649R;;;;;;;;;;;;;;;
77990483800025;0070876P;SOC ENSEIGNEMENT PROFESS RHONE;CENTRE FORMATION PROFESSIONNELLE;82690006869;actif;responsable_formateur;Chemin de Villedieu 07100 Annonay;Grenoble;Auvergne-Rhône-Alpes;Oui;;cma;1;1;17/12/2021;0070876P;0070876P;;;;;;;;;;;;;;;;
13002374000165;0623124J;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA CALAIS;32590946759;actif;formateur;320 Boulevard du Huit Mai 62100 Calais;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0623124J;0623123H;0623124J;;;;;;;;;;;;;;;
13002374000157;0623123H;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA BOULOGNE;32590946759;actif;formateur;9 Rue du Mont Joie 62280 Saint-Martin-Boulogne;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0623123H;0623123H;;;;;;;;;;;;;;;;
13002374000140;0623121F;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA BETHUNE;32590946759;actif;formateur;223 Boulevard Vauban 62400 Béthune;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0623121F;0623121F;;;;;;;;;;;;;;;;
13002374000132;0622309Y;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA ARRAS EIFFEL;32590946759;actif;formateur;7 Rue Gustave Eiffel 62000 Arras;Lille;Hauts-de-France;Oui;cma;cma;19;2;17/12/2021;0622309Y;0622309Y;0624502G;0801298B;;;;;;;;;;;;;;
13002374000272;0597044L;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA ROUVIGNIES;32590946759;actif;formateur;6 Rue Edmond Herly 59220 Rouvignies;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0597044L;0594665A;0597044L;;;;;;;;;;;;;;;
13002374000223;0596958T;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA CAUDRY;32590946759;actif;formateur;Rue de l’Universite des Metiers 59540 Caudry;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0596958T;0596958T;;;;;;;;;;;;;;;;
13002374000041;0596868V;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA TOURCOING VIROLOIS;32590946759;actif;formateur;78 Rue des Piats 59200 Tourcoing;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0596868V;0596868V;;;;;;;;;;;;;;;;
13002374000025;0596350G;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA CAPELLE LA GRANDE;32590946759;fermé;inconnue;36 Rue Vatel 59180 Cappelle-la-Grande;Lille;Hauts-de-France;Oui;;cma;20;;17/12/2021;0596350G;0596350G;;;;;;;;;;;;;;;;
13002374000256;0596250Y;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA DUNKERQUE CEFRAL;32590946759;actif;formateur;214 Rue Contre Torpilleur Triomphant 59140 Dunkerque;Lille;Hauts-de-France;Oui;cma;cma;19;2;17/12/2021;0596250Y;0596250Y;;;;;;;;;;;;;;;;
13002374000405;0594665A;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA SAINT SAULVE/BRUAY-SUR-ESCAUT;32590946759;actif;formateur;383 Avenue des Arts et Métiers 59880 Saint-Saulve;Lille;Hauts-de-France;Oui;cma;cma;19;3;17/12/2021;0594665A;0594665A;;;;;;;;;;;;;;;;
13002374000033;0594663Y;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA TOURCOING CEFMA;32590946759;actif;formateur;171 Chaussée Denis Papin 59200 Tourcoing;Lille;Hauts-de-France;Oui;cma;cma;19;1;17/12/2021;0594663Y;0594663Y;;;;;;;;;;;;;;;;
13002068800045;0440344K;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION DES PAYS DE LA LOIRE;URMA LOIRE-ATLANTIQUE;52440749444;actif;responsable_formateur;Rue Louis Armand 44980 Sainte-Luce-sur-Loire;Nantes;Pays de la Loire;Oui;cma;cma;7;2;17/12/2021;0440344K;0440344K;0442631W;0442942J;0850153E;;;;;;;;;;;;;
45235951600021;0912267V;FACULTE DES METIERS DE L ESSONNE;;11910566091;actif;responsable_formateur;3 Chemin de la Grange Feu Louis 91000 Évry-Courcouronnes;Versailles;Île-de-France;Oui;;cma;2;3;17/12/2021;0912267V;0911826R;0912263R;0912267V;;;;;;;;;;;;;;
13002607300093;0390799G;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION BOURGOGNE FRANCHE-COMTE;CFA DU JURA;27390124239;actif;responsable_formateur;23 Route de Lons le Saunier 39570 Gevingey;Besançon;Bourgogne-Franche-Comté;Oui;cma;cma;3;1;17/12/2021;0390799G;0390799G;0391210D;;;;;;;;;;;;;;;
13002794900168;0352049M;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION BRETAGNE;CFA SAINT-MALO;53351087435;actif;responsable_formateur;68 Avenue de Marville 35400 Saint-Malo;Rennes;Bretagne;Oui;cma;cma;7;1;17/12/2021;0352049M;0352049M;0353008E;;;;;;;;;;;;;;;
13002794900150;0352043F;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION BRETAGNE;CFA FOUGERES;53351087435;actif;responsable_formateur;Boulevard de Groslay 35300 Fougères;Rennes;Bretagne;Oui;cma;cma;7;1;17/12/2021;0352043F;0350998V;0352043F;;;;;;;;;;;;;;;
13002792300189;0333205E;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;INSTITUT DES SAVEURS 33;75331281433;actif;inconnue;6 Rue René Cassin 33300 Bordeaux;Bordeaux;Nouvelle-Aquitaine;Oui;cma;cma;18;;17/12/2021;0333205E;0333205E;;;;;;;;;;;;;;;;
13002087800083;0050503V;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION PROVENCE-ALPES-COTE D'AZUR;CFA REGIONAL GAP;93131575513;actif;formateur;10 Chemin de Graffinel 05000 Gap;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;;cma;7;1;17/12/2021;0050503V;0050503V;0134400M;;;;;;;;;;;;;;;
13002792300049;0161230A;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CAMPUS METIERS BARBEZIEUX;75331281433;actif;responsable_formateur;39 Avenue de Vignola 16300 Barbezieux-Saint-Hilaire;Poitiers;Nouvelle-Aquitaine;Oui;cma;cma;18;2;17/12/2021;0161230A;0160756K;0161230A;;;;;;;;;;;;;;;
13002792300056;0161229Z;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CAMPUS METIERS COGNAC;75331281433;actif;responsable_formateur;41 Rue du Repos 16100 Cognac;Poitiers;Nouvelle-Aquitaine;Oui;cma;cma;18;2;17/12/2021;0161229Z;0161229Z;;;;;;;;;;;;;;;;
41055004000019;0030124U;INSTDE FORMATINTERPROFESSIONNEL ALLIER;;83030299303;actif;responsable_formateur;11 Route de Paris 03000 Avermes;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;cci|cma;cci|cma;;1;17/12/2021;0030124U;0030124U;;;;;;;;;;;;;;;;
13002374000470;0802203K;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA ABBEVILLE CHATEAU DEAU;32590946759;actif;formateur;97 Rue du Château d'Eau 80100 Abbeville;Amiens;Hauts-de-France;Oui;cma;cma;19;1;27/03/2022;0802203K;0802203K;;;;;;;;;;;;;;;;
13002797200020;0756199F;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;ECOLE INTERNATIONALE DES ARTISANS DE PARIS;11756120375;actif;responsable_formateur;72 Rue de Reuilly 75012 Paris;Paris;Île-de-France;Oui;cma;cma;14;1;17/12/2021;0756199F;0756199F;;;;;;;;;;;;;;;;
18974011100019;;CHAMBRE DE METIERS ET DE L'ARTISANAT;SIEGE ANTENNE NORD;98970229897;actif;inconnue;42 Rue Jean Cocteau 97490 Saint-Denis;La Réunion;La Réunion;Oui;cma;cma;5;;17/12/2021;9740986D;9740983A;9740986D;9740988F;;;;;;;;;;;;;;
18971004900025;9710646A;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION GUADELOUPE;CENTRE DE FORMATION DES APPRENTIS DE L'URMA;9597P000397;actif;inconnue;30 Avenue du Général de Gaulle 97139 Les Abymes;Guadeloupe;Guadeloupe;Oui;cma;cma;1;;17/12/2021;9710646A;9710646A;;;;;;;;;;;;;;;;
13002792300320;0790924A;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CAMPUS DES METIERS NIORT;75331281433;actif;responsable_formateur;21 Rue des Herbillaux 79000 Niort;Poitiers;Nouvelle-Aquitaine;Oui;cma;cma;18;1;17/12/2021;0790924A;0333502C;0400100S;0790924A;;;;;;;;;;;;;;
13002797200012;0756199F;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;;11756120375;actif;formateur;72 Rue de Reuilly 75012 Paris;Paris;Île-de-France;Oui;cma;cma;14;2;17/12/2021;0756199F;0756199F;0770998S;0772884S;0941940Y;;;;;;;;;;;;;
13002798000015;0451792D;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION CENTRE-VAL DE LOIRE;CMAR CENTRE VAL-DE LOIRE;24450381045;actif;responsable;28 Rue du Faubourg de Bourgogne 45000 Orléans;Orléans-Tours;Centre-Val de Loire;Oui;cma;cma;4;;17/12/2021;0451792D;0360548A;0410590U;0451792D;;;;;;;;;;;;;;
13002792300015;0333502C;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CMAR NOUVELLE AQUITAINE;75331281433;actif;responsable_formateur;46 Rue Général de Larminat 33000 Bordeaux;Bordeaux;Nouvelle-Aquitaine;Oui;cma;cma;18;;17/12/2021;0333502C;0171239E;0240061L;0331707B;0333502C;0400100S;0470110P;0860841X;;;;;;;;;;
13002793100018;0313056D;CHAMBRE DE METIERS ET DE L ARTISANAT DE LA REGION OCCITANIE PYRENEES-MEDITERRANEE;;76311030031;actif;responsable_formateur;59ter Chemin de Verdale 31240 Saint-Jean;Toulouse;Occitanie;Oui;cma;cma;15;2;17/12/2021;0313056D;0090553C;0110681F;0313056D;0320542R;0460495N;0480499G;0650593S;0660447C;0810791V;;;;;;;;
13002374000439;0593321P;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA HAUTS-DE-FRANCE;32590946759;actif;responsable_formateur;Rue des Sarrazins 59000 Lille;Lille;Hauts-de-France;Oui;cma;cma;19;12;17/12/2021;0593321P;0021496R;0022112K;0022114M;0593020M;0593321P;0594663Y;0594665A;0595343M;0596250Y;0596868V;0597044L;0601203G;0622309Y;0623121F;0623123H;0623124J;0802203K
51303734100023;0631819K;CAP APPRENTISSAGE ADAPTE EN AUVERGNE;;84630478163;actif;responsable_formateur;1 avenue des Cottages 63000 Clermont-Ferrand;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;cci|cma;cci;;13;17/12/2021;0631819K;0030126W;0150631E;0430821J;0631819K;0631904C;0631977G;;;;;;;;;;;
13002804600022;6200739J;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION CORSE;AMPARA POLE DE FORMATION ET D APPRENTISSAGE;94202116520;actif;responsable_formateur;Chemin de la Sposata 20090 Ajaccio;Corse;Corse;Oui;;cma;1;3;17/12/2021;6200739J;6200042B;6200739J;;;;;;;;;;;;;;;
13002801200040;0541548P;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION GRAND EST;CMA 54 - CFA CEPAL;44570405157;actif;responsable_formateur;3 Rue de la Vezouze 54520 Laxou;Nancy-Metz;Grand Est;Oui;;cma;2;1;03/01/2022;0573802Y;0541548P;0573802Y;;;;;;;;;;;;;;;
18572204800153;0572201H;CHAMBRE METIERS ARTISANAT DE MOSELLE;CAMPUS DES METIERS DE MOSELLE;4157P001957;actif;responsable_formateur;5 boulevard de la défense 57070 Metz;Nancy-Metz;Grand Est;Oui;;cma;4;3;17/12/2021;0572201H;0572201H;0572726D;0572742W;;;;;;;;;;;;;;
18572204800138;0572201H;CHAMBRE METIERS ARTISANAT DE MOSELLE;;4157P001957;actif;responsable_formateur;5 boulevard de la défense 57070 Metz;Nancy-Metz;Grand Est;Oui;;cma;3;1;17/12/2021;0572201H;0572201H;0572726D;;;;;;;;;;;;;;;
18670223900085;0672521B;CHAMBRE DE METIERS D'ALSACE;CNFAFO CTRE FORM FACT ORGUES;4267P000267;actif;inconnue;21 Rue des Fusiliers Marins 67114 Eschau;Strasbourg;Grand Est;Oui;;cma;3;;17/12/2021;0672521B;0672521B;;;;;;;;;;;;;;;;
13002374000314;0022114M;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA CHATEAU-THIERRY;32590946759;actif;formateur;Avenue des Vaucrises 02400 Château-Thierry;Amiens;Hauts-de-France;Oui;;cma;19;2;17/12/2021;0022114M;0022114M;;;;;;;;;;;;;;;;
13002374000454;0801298B;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA AMIENS IREAM;32590946759;actif;formateur;33 Rue de Québec 80000 Amiens;Amiens;Hauts-de-France;Oui;;cma;19;2;17/12/2021;0801298B;0801298B;;;;;;;;;;;;;;;;
13002797200145;0772690F;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION ILE-DE-FRANCE;CMA77 - IMA DU PAYS DE MONTEREAU;11756120375;actif;responsable_formateur;Saint-Germain-Laval;Créteil;Île-de-France;Oui;;cma;14;1;17/12/2021;0771018N;0771018N;0772690F;;;;;;;;;;;;;;;
13000583800011;9760484X;CHAMBRE DE METIERS ET DE L'ARTISANAT;;6970002697;actif;responsable_formateur;Impasse Maria 97600 Mamoudzou;Mayotte;Mayotte;Oui;;cma;;1;17/12/2021;9760484X;9760484X;;;;;;;;;;;;;;;;
13002792300338;0790924A;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION NOUVELLE AQUITAINE;CAMPUS DES METIERS PARTHENAY;75331281433;actif;formateur;2 Rue Abrantes 79200 Parthenay;Poitiers;Nouvelle-Aquitaine;Oui;;cma;21;2;23/01/2023;;0333502C;0790924A;;;;;;;;;;;;;;;
13002793100216;0650593S;CHAMBRE DE METIERS ET DE L ARTISANAT DE LA REGION OCCITANIE PYRENEES-MEDITERRANEE;ECOLE DES METIERS DES HAUTES PYRENEES;76311030031;actif;responsable_formateur;1 Rue Pierre Latecoere 65000 Tarbes;Toulouse;Occitanie;Oui;;cma;15;1;17/12/2021;0650593S;0313056D;0650593S;;;;;;;;;;;;;;;
