Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;UAI potentielle 2;
78834348100016;0851286L;MAISON FAMIL RURALE EDUCATION ORIENTAT;;52850102385;actif;responsable_formateur;8 Rue du val de loire 85260 L'Herbergement;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851286L;0851286L;;
78645791100018;0851253A;MAISON FAMILIALE RURALE -  I R E O;;52850032685;actif;responsable_formateur;1 Rue d'avaud 85310 Rives de l'Yon;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851253A;0851253A;;
30256516300011;0851252Z;MFR-IREO LES HERBIERS;;52850044785;actif;responsable_formateur;Rue de la Chesnaie 85500 Les Herbiers;Nantes;Pays de la Loire;Oui;mfr;mfr;1;1;2021-12-17;0851252Z;0851252Z;0851345A;
78639021100013;0851236G;MAISON FAMILIALE RURALE;;52850105985;actif;responsable_formateur;97 Rue des plantes 85300 Challans;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851236G;0851236G;;
78648089700010;0851233D;MAIS FAMILIALE RUR EDUCATION ORIENTATION;;52850225585;actif;responsable_formateur;les hermittans 85190 Venansault;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851233D;0851233D;;
78642328500018;0851232C;MAISON FAMILIALE HORTICOLE;;52850150785;actif;responsable_formateur;14 Rue du marchiou 85320 Mareuil-sur-Lay-Dissais;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851232C;0851232C;0851345A;
78642896100019;0851227X;MAIS FAMIL RURALE EDUCATION ORIENTATION;;52850057385;actif;responsable_formateur;10 Rue du pavé 85390 Mouilleron-Saint-Germain;Nantes;Pays de la Loire;Oui;mfr;mfr;1;1;2021-12-17;0851227X;0851227X;;
78642798900011;0851223T;MAISON FAMILIALE RURALE;;52850031285;actif;responsable_formateur;2 Rue Jean Yole 85150 Les Achards;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851223T;0851223T;;
78646184800016;0851222S;MAISON FAMILIALE RURALE D EDUCATION ET D  ORIENTATION DE SAINT GILLES CROIX DE VIE;;52850055985;actif;responsable_formateur;51 Route de la roche 85800 Saint-Gilles-Croix-de-Vie;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851222S;0851222S;0851412Y;
78324704200014;0840765A;MAISON FAMILI RURALE EDUCATION ORIENTATI;;93840267984;actif;responsable_formateur;ENCLAVE DES PAPES 84600 RICHERENCHES;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;mfr;mfr;;;2021-12-17;0840765A;0133509U;0840765A;
45034043500012;0820888V;MAISON FAMILIALE RURALE EDUCATION ORIENT;;73820037382;actif;responsable_formateur;Route de la Mégère 82200 Moissac;Toulouse;Occitanie;Oui;mfr;mfr;;3;2021-12-17;0820888V;0820888V;;
84404398400013;;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'OCCITANIE;;76810156881;actif;inconnue;Place du Lavoir 81600 Brens;Toulouse;Occitanie;Oui;;mfr;;;2021-12-17;0811238F;0811238F;0820888V;
32350606300011;0811037M;ASS FAMILIALE RURALE;;73810017381;actif;responsable_formateur;Chemin de Bel-Aspect 81600 Gaillac;Toulouse;Occitanie;Oui;mfr;mfr;;2;2021-12-17;0811037M;0811037M;0811238F;
42446604300025;0802046P;MAISON FAMILIALE RURALE DES ETANGS DE HAUTE SOMME;;32800202580;actif;responsable_formateur;1 Rond Point du Bois Fauvel 80340 Éclusier-Vaux;Amiens;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0802046P;0802046P;;
30304156000028;0801794R;MAISON FAMIL RURALE EDUC ORIEN;;22800147080;actif;inconnue;Rue de la Sabliere 80260 Villers-Bocage;Amiens;Hauts-de-France;Oui;mfr;mfr;;;2021-12-17;0801794R;0801794R;;
78061661100015;0801629L;MAISON FAMIL RURALE EDUC ORIENTATION;;32800200680;actif;inconnue;13 Rue Alexandre Bouthors 80600 Beauquesne;Amiens;Hauts-de-France;Oui;mfr;mfr;;;2021-12-17;0801629L;0801629L;;
33769489700014;0791057V;MAISON FAMILIALE RURALE D'EDUCATION ET ORIENTATION BRIOUX SUR BOUTONNE;;54790026579;actif;responsable_formateur;47 Avenue de Poitiers 79170 Brioux-sur-Boutonne;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;1;1;2021-12-17;0791057V;0791057V;;
78142228200017;0791013X;MAIS FAMIL RURAL EDUC ET ORIEN;;54790080979;actif;responsable_formateur;36 Rue des Forges 79700 Mauléon;Poitiers;Nouvelle-Aquitaine;Oui;;mfr;;1;2021-12-17;0791013X;0791013X;;
78141312500019;0791005N;SEVREUROPE-MFR SEVREUROPE BRESSUIRE;;54790026479;actif;responsable_formateur;22 Rue de la Baritauderie 79300 Bressuire;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0791005N;0791005N;0861423E;
78141311700016;0791004M;MAISON FAMILIALE RURALE EDUCAT ORIENTATI;;75790125479;actif;responsable_formateur;36 Rue de la Grange 79300 Bressuire;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0791004M;0791004M;0861423E;
78140836400011;0790994B;MAISON FAMIL RURALE EDUCAT ORIENTATI;;54790026079;actif;responsable_formateur;LE TERRA 79290 VAL EN VIGNES;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0790994B;0790994B;;
78140766300017;0790992Z;MAISON FAMILIALE RURALE EDUCAT ORIENTAT;;75790126779;actif;responsable_formateur;50 Rue de la Paix 79150 Argentonnay;Poitiers;Nouvelle-Aquitaine;Oui;;mfr;;1;2021-12-17;0790992Z;0790992Z;;
78147574400020;0790988V;MAISON FAMILIALE RURALE EDUCAT ORIENTATI;;54790112679;actif;responsable_formateur;2 Route de la Cape 79600 Saint-Loup-Lamairé;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0790988V;0790988V;;
39946530100014;0782120F;MAISON FAMILIALE GRANGE COLOMBES CFA;;11780419578;actif;responsable_formateur;5 Rue de la Grange Colombe 78120 Rambouillet;Versailles;Île-de-France;Oui;mfr;mfr;1;1;2021-12-17;0782120F;0782120F;;
38752808600011;0763212D;INSTITUT RURAL DE HAUTE NORMANDIE;;23760487976;actif;responsable_formateur;Rue General Leclerc 76890 Tôtes;Normandie;Normandie;Oui;mfr;mfr;;;2021-12-17;0763212D;0763212D;;
37751907900034;0762635B;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DES DEUX RIVIERES;;23760485376;actif;responsable_formateur;12 Rue de l'Aubette 76000 Rouen;Normandie;Normandie;Oui;;mfr;;1;2021-12-17;0762635B;0762635B;0763212D;
78098734300016;;MAISON FAMILIALE RURALE EDUCATION ORIENTATION DE NEUFCHATEL EN BRAY;;28760539476;actif;inconnue;39 Route de Dieppe 76590 Anneville-sur-Scie;Normandie;Normandie;Oui;;mfr;1;;2021-12-17;0762632Y;0762632Y;;
78113883900019;0762307V;MAIS FAMIL RURAL EDUCAT ORIENT;;23760485976;actif;responsable_formateur;Rue Nationale 76460 Saint-Valery-en-Caux;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0762307V;0762307V;;
78100707500018;;MAISON FAMILIALE HAVRE RURAL;;23760484376;fermé;inconnue;CHATEAU DE BELLEVUE 76430 LA CERLANGUE;Normandie;Normandie;Oui;;mfr;1;;2021-12-17;0762306U;0762306U;;
78834539500016;0721427K;MAISON FAMIL RURALE EDUCATION ORIENTAT;;52720110372;actif;responsable_formateur;Verneil-le-Chétif;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0721427K;0721427K;;
78629780400019;0721426J;MAISON FAMILALE RURALE EDUC ORIENTATION;;52720165372;actif;responsable_formateur;65 Rue Nationale 72550 Coulans-sur-Gée;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0721426J;0721426J;;
37919776700013;0721381K;MAISON FAMILIALE RURALE BERNAY EN;;52720136872;actif;responsable_formateur;Bernay-Neuvy-en-Champagne;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0721381K;0492193T;0721381K;
30478507400010;0721380J;MAISON FAMILIALE RURALE EDUCA ORIENTA;;52720167872;fermé;inconnue;6 Rue de la Mairie 72110 Nogent-le-Bernard;Nantes;Pays de la Loire;Oui;;mfr;1;;2021-12-17;0721380J;0721380J;;
30271529700032;0721366U;MAISON FAMILIALE RURALE EDUCAT ORIENTAT;;52720126472;actif;responsable_formateur;Route de Preval 72400 La Ferté-Bernard;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0721366U;0721366U;;
77858350000013;;;;27710290071;;inconnue;;;;Oui;;mfr;1;;2021-12-17;0711511G;0711511G;;
77860262300010;0711454V;MAISON FAMILIALE RURALE;;27710289471;actif;responsable_formateur;Route de Charly 71250 Mazille;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;1;1;2021-12-17;0711454V;0711454V;0711919A;
32153880300016;;;;26710221271;;inconnue;;;;Oui;;mfr;2;;2021-12-17;0711453U;0711453U;;
77850148600014;0701053P;MAISON FAMIL RURALE EDUCAT ORIENTATION;;43700062970;actif;responsable_formateur;Chargey-lès-Gray;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0701053P;0251824X;0701053P;
77850944800016;;INSTIT RURAL D'EDUCATION ET D' ORIENTAT;;;actif;inconnue;22 Rue du Bas de Laval 70220 Fougerolles-Saint-Valbert;Besançon;Bourgogne-Franche-Comté;Non;;mfr;;;2021-12-17;0700958L;0700958L;;
77850314400017;0700954G;MAISON FAMILIALE RURALE;;43700023070;actif;responsable_formateur;Combeaufontaine;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0700954G;0700954G;;
77719323600018;0811106M;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION INEOPOLE FORMATION;;73810014281;actif;responsable_formateur;823 Avenue de la Fédarié 81600 Brens;Toulouse;Occitanie;Oui;mfr;mfr;;3;2021-12-17;0811106M;0811106M;;
33487339500019;0641642M;MAISON FAMILIALE;;72640309164;actif;responsable_formateur;Mont;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0641642M;0641642M;;
42285299600012;0624292D;MAISON FAMILIALE RURALE DE VALFOSSE;;31620187262;actif;responsable_formateur;8 Rue du Fond de Mouriez 62140 Marconne;Lille;Hauts-de-France;Oui;mfr;mfr;;2;2021-12-17;0624292D;0624292D;0624354W;
83160858300017;;ECOLE SUPERIEURE PRIVEE EUROPEENNE DE ROLLANCOURT;;;actif;inconnue;2 Rue du Moulin 62770 Rollancourt;Lille;Hauts-de-France;Non;;mfr;;;2021-12-17;0623786D;0623786D;;
31350031600010;0623734X;MAISON FAMILIALE RURALE DE SAMER;;31620042362;actif;responsable_formateur;277 Rue de Desvres 62830 Samer;Lille;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0623734X;0623734X;;
78397621000014;0623325C;MAISON FAMILIALE RURALE DES HAUTS PAYS;;31620047762;actif;responsable_formateur;7 Rue des Sans Culottes 62650 Campagne-lès-Boulonnais;Lille;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0623325C;0623325C;0624185M;
40003839400021;0611226B;MAISON FAMILIALE;;25610036661;actif;responsable_formateur;8 Rue Giroye 61000 Alençon;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611226B;0611226B;;
78098562800012;0611117H;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25610014861;actif;responsable_formateur;5 Avenue du Général Gaulle de 61120 Vimoutiers;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611117H;0142418C;0611117H;
78096827700019;0611039Y;MAISON FAMILIALE RURALE;;25610014961;actif;responsable_formateur;50 Rue des 15 Fusilles 61400 Mortagne-au-Perche;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611039Y;0142418C;0611039Y;
33999592000016;0611037W;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25610026461;actif;responsable_formateur;Moulin de Pointel 61220 Pointel;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611037W;0611037W;;
78096826900016;0611035U;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25610085161;actif;responsable_formateur;4 Rue de Chartrage 61400 Mortagne-au-Perche;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611035U;0611035U;;
78056404300021;;MAISON FAMILIALE RURALE;;32600345860;actif;inconnue;Rue Jeanne d'Arc 60310 Beaulieu-les-Fontaines;Amiens;Hauts-de-France;Oui;;mfr;;;2021-12-17;0601770Y;0601770Y;;
30291371000018;0601688J;MAISON FAMILIALE RURALE;;22600206060;actif;responsable_formateur;Rue de Crecy 60430 Saint-Sulpice;Amiens;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0601688J;0601688J;0602170H;
78386532200029;0595773E;MAISON FAMILIALE RURALE;;31590792059;actif;responsable_formateur;14 Rue Auguste Delcroix 59294 Haussy;Lille;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0595773E;0595773E;;
78363847100020;0595541C;MAISON FAMILIALE APPRENTISSAGE RURAL;;31590580859;actif;responsable_formateur;70 Rue Faidherbe 59360 Le Cateau-Cambrésis;Lille;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0595541C;0595541C;;
30931979600012;0594799W;MAISON FAMILIALE RURALE EDUCATION ORIENT;;31590131159;actif;responsable_formateur;Rue du Pont des Dames 59440 Avesnes-sur-Helpe;Lille;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0594799W;0594799W;0596807D;
77782252900015;0561529H;MAISON FAMILIALE RURALE EDUCAT ORIENTA;;53560052356;actif;responsable_formateur;22 Route de Josselin 56490 Guilliers;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0561529H;0561529H;0561893D;
33453512700016;0561476A;MAISON FAMILIALE RURALE EDUCA ORIENT;;53560861756;actif;responsable_formateur;1 Boulevard Pasteur 56230 Questembert;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0561476A;0561476A;;
78625629700023;0530960F;CENTRE DE FORMATION LA FUTAIE - LES TOUCHES;;52530007953;actif;responsable_formateur;Port-Brillet;Nantes;Pays de la Loire;Oui;;mfr;;1;2021-12-17;0530960F;0530960F;0531020W;
19530081900016;0530909A;AGRICAMPUS LAVAL;;52530049153;actif;responsable_formateur;321 Route de Saint Nazaire 53000 Laval;Nantes;Pays de la Loire;Oui;agri|mfr;agri|mfr;2;2;2021-12-17;0530909A;0530081A;0530909A;
78624011900010;0530887B;MAISON FAMILIALE RURALE EDUC ORIENT;;52530096153;actif;responsable_formateur;Route de Segré 53400 Craon;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0530887B;0530887B;;
78624010100018;0530886A;MAISON FAMILIALE RURALE;;52530018253;actif;responsable_formateur;31 Route de Nantes 53400 Craon;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0530886A;0530886A;;
78627921600026;0530863A;MFR LA PIGNERIE;;52530000253;actif;responsable_formateur;Rue de l'Huisserie 53000 Laval;Nantes;Pays de la Loire;Oui;;mfr;;;2021-12-17;0530863A;0530863A;0531022Y;
78627885300027;0530829N;MAISON FAMILIALE RURALE;;52530094853;actif;responsable_formateur;La Chauvinière 53140 Pré-en-Pail-Saint-Samson;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0530829N;0530829N;;
78627058700011;0530828M;MAISON FAMILIALE RURALE EDUCATION ORIENT;;52530072453;actif;responsable_formateur;Rue Jean Cottereau 53940 Saint-Berthevin;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0530828M;0530828M;0530981D;
78087854200015;0501736R;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25500087550;actif;responsable_formateur;79 Avenue Division Leclerc 50200 Coutances;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0501736R;0501736R;;
78088761800012;0501735P;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25500012450;actif;responsable_formateur;121 Rue des Routils 50400 Granville;Normandie;Normandie;Oui;mfr;mfr;1;2;2021-12-17;0501735P;0501735P;;
78090048600017;0501596N;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25500036650;actif;responsable_formateur;Le Laurier (Percy) 50410 Percy-en-Normandie;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0501596N;0501596N;;
34906645600022;0492193T;FEDER DEPART DES MAISONS FAMILIALES;;52490355449;actif;inconnue;Rue du Landreau 49070 Beaucouzé;Nantes;Pays de la Loire;Non;;mfr;1;;2021-12-17;0492193T;0491828W;0491941U;
78616936700020;0491942V;MAIS FAMIL RURALE EDUC ORIENT;;52490139349;actif;inconnue;Rue d'Anjou (Le Plessis-Macé) 49770 Longuenée-en-Anjou;Nantes;Pays de la Loire;Oui;;mfr;1;;2021-12-17;0491942V;0491942V;;
78612761300010;0491941U;MFREO INSTITUT RURAL DES MAUGES;;52490276449;actif;responsable_formateur;8 Rue des Cèdres (Beaupréau) 49600 Beaupréau-en-Mauges;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491941U;0491941U;;
78616593600018;0491918U;MAISON FAMILIALE RURALE LA CHARMILLE;;52490360549;actif;responsable_formateur;49 Rue du Pont Piau (Jallais) 49510 Beaupréau-en-Mauges;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491918U;0491918U;;
78613301700016;0491865L;MAISON FAMILIALE RURALE LA SABLONNIERE;;52490362349;actif;responsable_formateur;51 Rue Louis Moron 49320 Brissac Loire Aubance;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491865L;0491865L;;
78618984500013;0491844N;MAISON FAMILIALE RURALE DE POUANCE;;52490357949;actif;responsable_formateur;Rue de tressé 49420 Ombrée d'Anjou;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491844N;0491844N;;
78619314400031;0491841K;MAISON FAMIL RURAL EDUCATION ORIENTATION;;52490251449;actif;responsable_formateur;Rue des Sports 49740 La Romagne;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491841K;0491841K;;
78617972100018;0491840J;MAISON FAMILIAL RURAL EDUCAT ORIENTATION;;52490071349;actif;responsable_formateur;Rue de la Rousselière 49260 Montreuil-Bellay;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491840J;0491840J;0492193T;
78615773500014;0491837F;MAISON FAMILIALE EDUCATION ORIENTATION;;52490238549;actif;responsable_formateur;22 Rue jean mermoz 49700 Doué-en-Anjou;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491837F;0491837F;;
78613606900014;0491835D;MAISON FAMILIALE RURALE D EDUCATION ET D'ORIENTATION - CFA CHALONNES SUR LOIRE;;52490261249;actif;responsable_formateur;10 Avenue du 8 Mai 1945 49290 Chalonnes-sur-Loire;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491835D;0491835D;;
78613651500016;0491834C;MAISON FAMILIALE APPRENTISSAGE RURAL;;52490312749;actif;responsable_formateur;LD LES TROIS RIVIERES 49330 LES HAUTS-D'ANJOU;Nantes;Pays de la Loire;Oui;mfr;mfr;;;2021-12-17;0491834C;0491834C;;
78614282800023;0491832A;MAISON FAMILIALE RURALE EDUCATION ORIENT;;52490352249;actif;responsable_formateur;Rue de Coulvée (Melay) 49120 Chemillé-en-Anjou;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491832A;0491832A;;
78834822500012;0491831Z;MAISON FAMILIALE RURALE;;52490358849;actif;responsable_formateur;1 Boulevard Léon Mauduit 49500 Segré-en-Anjou Bleu;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491831Z;0491831Z;;
78618701300028;0491830Y;MAISON FAMILIALE RURALE D EDUCATION ET D ORIENTATION MFR LA POMMERAYE;;52490079149;actif;responsable_formateur;7 CHE DU VAUJOU 49620 MAUGES-SUR-LOIRE;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491830Y;0491830Y;;
78615116700016;0491828W;MAISON FAMILIALE RURALE;;52490204249;actif;responsable_formateur;Rue de la Bonnauderie 49300 Cholet;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491828W;0491828W;0492193T;
78616324600014;0491827V;MAISON FAMIL RURAL EDUCA ORIENT BAUGEOIS;;52490362149;actif;responsable_formateur;Route du Lude (Genneteil) 49490 Noyant-Villages;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0491827V;0491827V;;
77610653600019;0480635E;MAISON FAMIL RURAL EDUCATION ORIENTATION;;91480004348;actif;responsable_formateur;Rue d'Almontet 48130 Peyre en Aubrac;Montpellier;Occitanie;Oui;mfr;mfr;1;1;2021-12-17;0480635E;0301633M;0480635E;
33498174300019;0470908G;MAISON FAMILIALE RURALE;;72470029847;actif;responsable_formateur;10 Boulevard Clemenceau 47800 Miramont-de-Guyenne;Bordeaux;Nouvelle-Aquitaine;Oui;;mfr;;1;2021-12-17;0470908G;0470908G;;
31705055700014;0470819K;MAISON FAMILIALE RURALE;;72470022147;actif;responsable_formateur;Bourgougnague;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0470819K;0470819K;;
78220418400017;0470807X;MAISON FAMIL RURAL EDUCATION ORIENTATION;;72470022847;actif;responsable_formateur;97 Route du Moulin de Thomas 47300 Pujols;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0470807X;0332981L;0470807X;
78219893100027;0470781U;MAIS FAMIL RURALE EDUCATION ORIENTATION;;75470139547;actif;responsable_formateur;MOULIN NEUF 47230 BARBASTE;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0470781U;0470781U;;
78215778800020;0470780T;MAISON FAMILIALE STE BAZEILLE;;75470146647;actif;responsable_formateur;Avenue de Graveyron 47180 Sainte-Bazeille;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0470780T;0470780T;;
42818074900023;0451733P;MAISON FAMILIALE RURALE D'EDUCATION ET  D'ORIENTATION DU PITHIVERAIS;;24450305845;actif;responsable_formateur;Rue du Château 45300 Ascoux;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;;1;2021-12-17;0451733P;0451733P;;
42096272200021;0451403F;MFR DE L'ORLEANAIS;;24450062245;actif;responsable_formateur;50 Avenue du Président John Kennedy 45100 Orléans;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;1;2;2021-12-17;0451403F;0451403F;;
77852478500012;0700955H;MAISON FAMILIALE RURALE;;43700020170;actif;responsable_formateur;Montbozon;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;1;1;2021-12-17;0700955H;0700955H;;
78602926400029;0441972E;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE CARQUEFOU;;52440072844;actif;responsable_formateur;Route de la Charmelière 44470 Carquefou;Nantes;Pays de la Loire;Oui;mfr;mfr;1;1;2021-12-17;0441972E;0441972E;;
78602053700043;0441969B;ASSO FED MAISONS FAMILIALES;;52440077244;actif;inconnue;Chemin des Gruellières 44470 Carquefou;Nantes;Pays de la Loire;Non;;mfr;;;2021-12-17;0441969B;0441969B;0442610Y;
78604475000036;0441828Y;ASS MAISONS FAMIL RURAL CENTR FORMAT MEE;;52440537044;actif;responsable_formateur;2 Rue Pierre Blays 44110 Châteaubriant;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0441828Y;0441828Y;;
78596729000012;0441827X;MAISON FAMILIALE RURALE VAL DE LOGNE;;52440770144;actif;responsable_formateur;7 Rue du Bocage 44650 Legé;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0441827X;0441827X;;
78596993200017;0441826W;MAISON FAMILIALE HORTICOLE;;52440546144;actif;responsable_formateur;Boulevard des régents 44270 Machecoul-Saint-Même;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0441826W;0441826W;;
30284207500020;0421807L;MAISON FAMILIALE RURALE DE SAINT ETIENNE;;82420026242;actif;responsable_formateur;38 Rue Docteur Paul Michelon 42100 Saint-Étienne;Lyon;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0421807L;0421807L;;
30284906200013;0421187M;MAISON FAMILIALE RURALE EDUCATION ORIENT;;82420200642;actif;responsable_formateur;Route des Athiauds 42640 Saint-Germain-Lespinasse;Lyon;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0421187M;0421187M;;
77635616400017;0421184J;MAISON FAMILIALE RURALE EDUCAT ORIENTAT;;82420210442;actif;responsable_formateur;2 Rue du chemin de fer 42400 Saint-Chamond;Lyon;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0421184J;0421184J;;
31138229500013;0400803F;MAISON FAMILIALE RURALE MIXTE;;72400086640;actif;responsable_formateur;2 Place Sainte- Quitterie 40800 Aire-sur-l'Adour;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0400803F;0332981L;0400803F;
78210973000013;0400802E;MAISON FAMILIALE RURALE;;72400015440;actif;responsable_formateur;206 Avenue du Marensin 40465 Pontonx-sur-l'Adour;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0400802E;0400802E;;
78210329500013;0400800C;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;75400144040;actif;responsable_formateur;DOMAINE DE PONTCHEVRON 40180 OEYRELUY;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0400800C;0400800C;;
39266729100018;0400753B;MAISON FAMILIALE RURALE D EDUCATION;;72400021740;actif;responsable_formateur;Cassiet 40360 Castelnau-Chalosse;Bordeaux;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0400753B;0400753B;;
80302583200012;0391213G;MAISON FAMILIALE RURALE D EDUCATION;;43390102439;actif;responsable_formateur;4 Rue des Vergers 39700 Amange;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;2;2021-12-17;0391213G;0391213G;;
77770840500017;0352512R;ASS CTRE FORMAT TECH AGRICOLE PROMOTION;;53350007335;actif;responsable_formateur;L’Abbaye 35160 Montfort-sur-Meu;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0352512R;0352512R;0352943J;
77777644400013;0352028P;MAISON FAMILIALE RURALE EDUCA ORIENTA;;53351058835;actif;responsable_formateur;40 Rue de Merdrignac 35290 Saint-Méen-le-Grand;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0352028P;0352028P;;
77778072700031;0352027N;MAISON FAMILIALE RURALE EDUCA ORIENT;;53350678135;actif;responsable_formateur;12 Rue du Bignon 35580 Baulon;Rennes;Bretagne;Oui;;mfr;;1;2021-12-17;0352027N;0352027N;;
77769415900016;0352026M;MAISON FAMILIALE RURALE;;53350320935;actif;responsable_formateur;Allée de la Jaroussaye 35150 Janzé;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0352026M;0352026M;;
