Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;UAI potentielle 2;
78646785200012;0851238J;MAISON FAMILIALE RURALE EDUCAT ORIENTAT;;52850219285;actif;responsable_formateur;Rue de la chesselière 85160 Saint-Jean-de-Monts;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2022-01-25;0851238J;0851238J;;
78151401300015;0861128J;MAISON FAMILIALE RURALE DE FONTEVEILLE;;54860097086;actif;responsable_formateur;Lieu Dit Fonteveille 86100 Châtellerault;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2022-01-25;0861128J;0861128J;;
78092793500012;0501619N;MAISON FAMILIALE RURALE VAINS-ST   SENIER;;28500142450;actif;responsable_formateur;14 Route des Granges 50300 Vains;Normandie;Normandie;Oui;mfr;mfr;1;2;2022-01-25;0501619N;0501619N;;
43320759400030;;MAISON FAMILIALE DU LITTORAL OUEST;;96973042897;actif;inconnue;Avenue Paule Berthelot 97360 Mana;Guyane;Guyane;Oui;mfr;mfr;;;2022-01-25;;9730367L;;
78100707500026;0762306U;MAISON FAMILIALE HAVRE RURAL;;23760484376;actif;responsable_formateur;1940 Route de Tancarville 76430 La Cerlangue;Normandie;Normandie;Oui;mfr;mfr;;1;2022-01-25;0762306U;0762306U;;
78125674800026;0161043X;MAISON FAMILIALE RURALE DE SAINT PROJET;MAISON FAMILIALE RURALE DE SAINT PROJET;75160106716;actif;responsable_formateur;Lieu Dit la Carte 16110 La Rochefoucauld-en-Angoumois;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2022-01-25;0161043X;0161043X;;
78123152700016;;MFR DE LA PERUSE HAUTE CHARENTE;;75160105816;actif;inconnue;5 Rue de l’Union 16270 Terres-de-Haute-Charente;Poitiers;Nouvelle-Aquitaine;Oui;;mfr;;;2022-01-25;;0160999Z;;
81078507100012;;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DU SUD;;6970008897;actif;inconnue;Village de Malamani 97620 Chirongui;Mayotte;Mayotte;Oui;;mfr;;;2022-01-25;;9760453N;;
78092068200017;0501597P;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25500018450;actif;responsable_formateur;La Salmonerie 50490 Saint-Sauveur-Villages;Normandie;Normandie;Oui;mfr;mfr;;1;2022-01-25;0501597P;0501597P;;
33459551900011;9710994D;M F R O;;95970145597;actif;inconnue;Bréfort 97129 Lamentin;Guadeloupe;Guadeloupe;Oui;mfr;mfr;;;2022-01-25;;9710994D;9711225E;
42368415800029;;MAISON FAMILIALE RURALE;;2973349697;actif;inconnue;Rue Nazareth 97260 Le Morne-Rouge;Martinique;Martinique;Oui;;mfr;;;2022-01-25;;9720833Y;;
30292631600019;0692710W;MAISON FAMILIALE RURALE D EDUCATION ET D ORIENTATION DE ANSE;;82691214569;actif;responsable_formateur;175 RTE PETITE GONTHIERE 69480 ANSE;Lyon;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2022-01-25;0692710W;0692710W;;
78592526400018;0441835F;ASS MAISON FAMILIALE RURALE EDUC ORIENT;;52440564344;actif;responsable_formateur;54 Avenue de Nantes 44140 Aigrefeuille-sur-Maine;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2022-01-25;0441835F;0441835F;;
77778026300011;;MAISON FAMILIALE RURALE EDUCA ORIENT;;53351093235;actif;inconnue;Lieu Dit Chatiere 35630 Saint-Symphorien;Rennes;Bretagne;Oui;;mfr;;;2022-01-25;;0351973E;;
77853090700014;0700956J;MAISON FAMILIALE RURALE D EDUCATION;;27700082070;actif;responsable_formateur;23 Rue du General Charles de Gaulle 70190 Rioz;Besançon;Bourgogne-Franche-Comté;Non;mfr;mfr;;1;2022-01-25;0700956J;0700956J;;
81818463200011;9710998H;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION - ILE DE MARIE-GALANTE;;1973293897;actif;inconnue;Tivoli 97112 Grand-Bourg;Guadeloupe;Guadeloupe;Oui;mfr;mfr;;;2022-01-03;9710998H;9710998H;;
77950175800014;0382437T;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE COUBLEVIE;;84380745438;actif;responsable_formateur;396 Route du Guillon 38500 Coublevie;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2022-01-03;0382437T;0382437T;;
78643686500012;0851305G;MAISON FAMILIALE RURALE;;52850233885;actif;responsable_formateur;Rue du petit bois 85170 Le Poiré-sur-Vie;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2022-01-03;0851305G;0851305G;;
77529170100024;0371395R;MAISON FAMILIALE RURALE;;24370421037;actif;responsable_formateur;Chemin de la Noraie 37190 Azay-le-Rideau;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;1;1;2022-01-03;0371395R;0371395R;;
77815852700011;0211578B;MAISON FAMILIALE RURALE EDUC ET ORIENT;;26210272121;actif;responsable_formateur;Agencourt;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2022-01-03;0211578B;0211578B;;
77547038800015;0451246K;MAISON FAMILIALE RURALE D'EDUCATION;;24450377145;actif;responsable_formateur;3 Avenue des Montoires 45500 Gien;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;1;1;2022-01-03;0451246K;0451246K;0451694X;
30678264000016;0291815R;MAISON FAMIL RURALE EDUCA ORIENT;;53290630229;actif;responsable_formateur;Rue de la Gare 29430 Plounévez-Lochrist;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0291815R;0291815R;;
32322210900023;0291603K;MAISON FAMILIALE RURALE EDUCA ORIENT;;53290936529;actif;responsable_formateur;2 Rue Maurice de Trésiguidy 29190 Pleyben;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0291603K;0291603K;;
51881256500027;9741697B;CENTRE DE FORMATION ET DE PROMOTION DES MAISONS FAMILIALES RURALES DE LA REUNION;;98970350697;actif;responsable_formateur;139 Rue du Général de Gaulle 97430 Le Tampon;La Réunion;La Réunion;Oui;;mfr;;;2021-12-17;9741697B;9741697B;;
39007256900036;0391243P;MAISON FAM RURALE EDUC ET ORIENTATION;;27390128239;actif;responsable_formateur;500 Impasse des Vernes 39130 Doucier;Besançon;Bourgogne-Franche-Comté;Oui;;mfr;;1;2021-12-17;0391243P;0391100J;0391243P;
78075094900023;0142234C;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25140235014;actif;responsable_formateur;La Florie - Vire (Vire) 14500 Vire Normandie;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0142234C;0142234C;;
30478507400028;0721380J;MAISON FAMILIALE RURALE EDUCA ORIENTA;;52720167872;actif;responsable_formateur;28 Rue du Breil 72160 Thorigné-sur-Dué;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0721380J;0721380J;;
77939872600017;0261357J;MAISON FAMILIALE RURALE DE MONDY;;82260167326;actif;responsable_formateur;Route de Mondy 26300 Bourg-de-Péage;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0261357J;0261357J;;
77909280800012;0150668V;MAISON FAMILIALE APPRENT RURAL;;83150310215;actif;responsable_formateur;Crouzit Haut 15200 Mauriac;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0150668V;0150668V;;
82328123300028;0342449C;CENTRE DE FORMATION ET DE PROMOTION DES MAISONS FAMILIALES RURALES DES GARRIGUES DU PIC SAINT LOUP;;76340958234;actif;responsable_formateur;377 Chemin de Farjou 34270 Claret;Montpellier;Occitanie;Oui;;mfr;;2;2021-12-17;0342449C;0342449C;;
77768721100014;0351975G;MAISON FAMILIALE RURALE EDUCA ORIENT;;53351095035;actif;responsable_formateur;34 Rue des Croix de Roche 35580 Goven;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0351975G;0351975G;;
52886246900038;0352998U;EMERAUDE COMPETENCE MFR;;53350887735;actif;responsable_formateur;5 Rue Emmanuel Le Guen 35400 Saint-Malo;Rennes;Bretagne;Oui;;mfr;;1;2021-12-17;0352998U;0352998U;;
78095930000010;0611118J;ASS DES MAISONS FAMILIALES D'HALEINE;;25610011261;actif;responsable_formateur;Rives d'Andaine;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611118J;0611118J;;
78092963400019;0501594L;ASS DE LA MAISON FAMILIALE DE VALOGNES;;28500121050;actif;responsable_formateur;70 Rue des Religieuses 50700 Valognes;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0501594L;0501594L;;
34015052300017;0501574P;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25500045650;actif;responsable_formateur;Belle Etoile 50140 Mortain-Bocage;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0501574P;0501574P;;
78128494800028;0171293N;MFR CHEVANCEAUX SERVICES;;54170034317;actif;responsable_formateur;le Pavillon 17210 Chevanceaux;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;3;2021-12-17;0171293N;0171293N;;
78616304800014;0492488N;ASS CTRE FORMAT PROMOT MAISON FAMIL RURA;;52490101949;actif;responsable_formateur;11 Avenue des Cadets de Saumur 49350 Gennes-Val-de-Loire;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0492488N;0492488N;;
77904719000011;0030955X;ECOLE AGRICOLE PRIVEE MAISON FAMI RURALE;;83030338203;actif;responsable_formateur;Saint-Léopardin-d'Augy;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0030955X;0030955X;;
78594600500010;0442610Y;MAISON FAMILIALE RURALE EDUCATION ORIENT;;52440881144;actif;responsable_formateur;Rue de la Blairie 44190 Clisson;Nantes;Pays de la Loire;Oui;;mfr;;1;2021-12-17;0442610Y;0442610Y;;
78616936700038;0491942V;MAIS FAMIL RURALE EDUC ORIENT;;52490139349;actif;responsable_formateur;201 Chemin de Linières 49770 Longuenée-en-Anjou;Nantes;Pays de la Loire;Oui;mfr;mfr;1;1;2021-12-17;0491942V;0491942V;;
30285103500014;0421183H;MAISON FAMILIALE DE VOUGY;;82420278342;actif;responsable_formateur;allée du roseil 42720 Vougy;Lyon;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0421183H;0421183H;;
77923126500017;0631686R;MAISON FAMILIALE RURALE;;83630356063;actif;responsable_formateur;5 Route du Calvaire 63740 Gelles;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0631686R;0631686R;;
77915044000021;0430886E;MAISON FAMIL RURALE EDUCAT ORIENT;;83430315343;actif;responsable_formateur;6 Rue Jean Catinot 43250 Sainte-Florine;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0430886E;0430886E;;
41969472400016;0383232G;MAISON FAMILIALE RURALE;;84380646338;actif;responsable_formateur;2bis Avenue du General de Gaulle 38120 Saint-Égrève;Grenoble;Auvergne-Rhône-Alpes;Oui;;mfr;1;1;2021-12-17;0383232G;0383232G;;
32803724700017;0741237T;MFR DES METIERS DE LA MONTAGNE;;82740022974;actif;responsable_formateur;1 Route de tronchine 74230 Thônes;Grenoble;Auvergne-Rhône-Alpes;Oui;;mfr;1;1;2021-12-17;0741237T;0741237T;;
31419618900018;0861127H;MAISON FAMILIAL RURAL EDUCATION ORIENTAT;;54860031286;actif;responsable_formateur;34 RTE N 10 86220 INGRANDES;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0861127H;0861127H;;
78215842200017;0470818J;MFR VALLEE DU LOT CASTELMORON;;72470021947;actif;responsable_formateur;8 Rue de Brondeau 47300 Bias;Bordeaux;Nouvelle-Aquitaine;Oui;;mfr;1;;2021-12-17;;0470818J;;
32290470700021;0881450Y;MFR SAINT -DIE - LA PORTE D'ALSACE;;41880128488;actif;responsable_formateur;4 Le Nouveau Saales 88490 Provenchères-et-Colroy;Nancy-Metz;Grand Est;Oui;mfr;mfr;;1;2021-12-17;0881450Y;0881450Y;;
33495719800016;0150672Z;MAISON FAMILIALE RURALE;;83150302415;actif;responsable_formateur;Marcolès;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0150672Z;0150672Z;;
33515795400025;0142236E;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;28140337214;actif;responsable_formateur;Route de la Pommeraye 14100 Saint-Désir;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0142236E;0142236E;;
32309642000019;0141903T;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;28140345514;actif;responsable_formateur;Blangy-le-Château;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0141903T;0141903T;;
78098734300024;0762632Y;MAISON FAMILIALE RURALE EDUCATION ORIENTATION DE NEUFCHATEL EN BRAY;;28760539476;actif;responsable_formateur;4 Avenue des Canadiens 76270 Neufchâtel-en-Bray;Normandie;Normandie;Oui;;mfr;1;;2021-12-17;0762632Y;0762632Y;;
77925023200039;0631595S;MAISON FAMILIALE RURALE;;83630363963;actif;responsable_formateur;LD LE BOURG 63210 VERNINES;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;2;2021-12-17;0631595S;0631595S;;
44909497800011;0741632X;MAISON FAMILIALE RURALE DE L'ARCLOSAN;;82740227474;actif;responsable_formateur;LE VILLARD 74230 SERRAVAL;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0741632X;0741632X;;
77524634100017;0371423W;MAISON FAMILIALE RURALE;;24370214837;actif;responsable_formateur;LE GRAND GIBET 37140 BOURGUEIL;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;1;1;2021-12-17;0371423W;0371423W;0371685F;
30869892700024;0741120R;MAISON FAMILIALE LES EBEAUX;;84740385674;actif;responsable_formateur;152 Route de Troinex 74350 Cruseilles;Grenoble;Auvergne-Rhône-Alpes;Oui;;mfr;;1;2021-12-17;0741120R;0741120R;;
78346443100015;0881449X;MAIS FAMILIALE RURALE;;41880067088;actif;responsable_formateur;Ramonchamp;Nancy-Metz;Grand Est;Oui;mfr;mfr;;1;2021-12-17;0881449X;0881449X;;
31694466900019;0030925P;MAISON FAMILIALE RURALE;;83030232603;actif;responsable_formateur;Escurolles;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0030925P;0030925P;;
31266699300026;0011170S;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION - DOMAINE DE LA SAULSAIE;;82010133801;actif;responsable_formateur;allée de la Saulsaie 01120 Montluel;Lyon;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0011170S;0011170S;;
30283115100014;0382275S;MAISON FAMILIALE RURALE EDUCATION ORIENT;;84380749638;actif;responsable_formateur;9 Rue Jean de la Fontaine 38490 Saint-André-le-Gaz;Grenoble;Auvergne-Rhône-Alpes;Oui;;mfr;;1;2021-12-17;0382275S;0382275S;;
39934569300010;0422218H;MAISON FAMILIALE RURALE DU PARC;;82420198742;actif;responsable_formateur;30 Avenue de la Libération 42600 Montbrison;Lyon;Auvergne-Rhône-Alpes;Oui;;mfr;;1;2021-12-17;0422218H;0422218H;0692436Y;
77544864000018;0451461U;MAISON FAMILIALE RURALE EDUCATION ORIENT;;24450265945;actif;responsable_formateur;27 Route de Blois 45380 Chaingy;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;2;1;2021-12-17;0451461U;0451403F;0451461U;
77546377100011;0451464X;MAISON FAMILIAL RURAL D'EDUCAT D'ORIENTA;;24450222945;actif;responsable_formateur;7 Route de Darvoy 45150 Férolles;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;1;1;2021-12-17;0451464X;0451464X;;
80275703900010;0391212F;MAISON FAMILIALE RURALE D EDUCATION;;43390102539;actif;responsable_formateur;15 Hameau de Blégny 39110 Salins-les-Bains;Besançon;Bourgogne-Franche-Comté;Oui;;mfr;;1;2021-12-17;0391212F;0391212F;;
41461021200014;0611175W;CENTR FORMATION TECHNICIENS AGRICOLES;;25610010561;actif;responsable_formateur;25 Rue Pierre Neveu 61600 La Ferté Macé;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611175W;0142418C;0611175W;
77770469300020;0351974F;MAISON FAMILIALE RURALE EDUCA ORIEN;;53350316335;actif;responsable_formateur;Rue des Pres Vonauds 35480 Guipry-Messac;Rennes;Bretagne;Oui;mfr;mfr;1;1;2021-12-17;0351974F;0351974F;;
41244868000014;0700958L;MAISON FAMILIALE RURALE D EDUCATION;;43700023570;actif;responsable_formateur;54 Blanzey 70220 Fougerolles-Saint-Valbert;Besançon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;2;2021-12-17;0700958L;0700958L;;
30272779700011;0021831E;ASS MAISONS FAMILIALES;;22020075802;actif;inconnue;Rue de Beauregard 02260 Clairfontaine;Amiens;Hauts-de-France;Oui;mfr;mfr;;;2021-12-17;0021831E;0021831E;;
41479762100011;0333158D;CENTRE DE FORMATION BEAUSEJOUR;;72330001333;actif;responsable_formateur;Beauséjour 33190 Gironde-sur-Dropt;Bordeaux;Nouvelle-Aquitaine;Oui;;mfr;;1;2021-12-17;0333158D;0333158D;;
30761630000017;0623786D;FAMIL RURAL EDUC ORIENTAT ROLLANCOU;;31620049862;actif;responsable_formateur;Rollancourt;Lille;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0623786D;0623786D;0624364G;
77775477100023;0351978K;MAISON FAMILIALE RURALE EDUCA ORIENTA;;53350241935;actif;responsable_formateur;4 Allée du Clos Sireuil 35250 Saint-Aubin-d'Aubigné;Rennes;Bretagne;Oui;;mfr;;1;2021-12-17;0351978K;0351978K;0352492U;
35267239800034;0301330H;MAISON FAMILIALE RURALE PETITE CAMARGUE;;91300340030;actif;responsable_formateur;560 Route des Plages 30660 Gallargues-le-Montueux;Montpellier;Occitanie;Oui;mfr;mfr;;1;2021-12-17;0301330H;0301330H;0301633M;
30304171900012;0801719J;MAISON FAMILIALE RURALE EDUCATION ORIENT;;22800018780;actif;responsable_formateur;Yzengremer;Amiens;Hauts-de-France;Oui;mfr;mfr;;1;2021-12-17;0801719J;0624192V;0801719J;
77905162200016;0030907V;ECOL AGRIC PRIVE MAISON FAMILIALE RURALE;;83030335203;actif;responsable_formateur;Saligny-sur-Roudon;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;2;2021-12-17;0030907V;0030907V;;
42090267800010;0371256P;MAISON FAMILIALE RURALE;;24370340737;actif;responsable_formateur;8 Rue de Rome 37370 Neuvy-le-Roi;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;;2;2021-12-17;0371256P;0371256P;;
77534503600013;0371253L;MAISON FAMILIALE RURALE DE ROUGEMONT;;24370345637;actif;responsable_formateur;Rue du Télégraphe 37100 Tours;Orléans-Tours;Centre-Val de Loire;Oui;;mfr;2;1;2021-12-17;0371253L;0371253L;;
39815803000039;0851488F;VAL DE SEVRE FORMATION CFP DES MFR;;52850057485;actif;responsable_formateur;Route de saint-laurent sur sevre 85590 Saint-Malô-du-Bois;Nantes;Pays de la Loire;Oui;;mfr;;1;2021-12-17;0851488F;0851488F;;
41993587900025;0134249Y;MFREO SAINTE VICTOIRE;;93131307113;actif;responsable_formateur;LE PLAN BP 54 13790 ROUSSET;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;;mfr;;1;2021-12-17;0134249Y;0134249Y;;
77858350000021;0711511G;MAISON FAMIL RURAL EDUCATION ORIENTATION;;27710290071;actif;responsable_formateur;Rue des Guillemaux 71190 Étang-sur-Arroux;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0711511G;0711511G;;
35181550100017;;ASSOC DU CENTRE DE PROMOTION SOCIALE;;52490064549;actif;responsable_formateur;RTE DE TREMENTINES 49510 BEAUPREAU-EN-MAUGES;Nantes;Pays de la Loire;Oui;;mfr;;1;2021-12-17;;0492193T;0492393K;
78338795400028;0550959U;MAISON FAMIL RURAL EDUCA ORIENT;;41550031355;actif;responsable_formateur;Zone d’Activite de la Gare 55200 Commercy;Nancy-Metz;Grand Est;Oui;mfr;mfr;;1;2021-12-17;0550959U;0550959U;;
78087648800013;0501670U;INSTITUT RURAL EDUCATION ET ORIENTATION;;25500013650;actif;responsable_formateur;Route Mautelliere 50890 Condé-sur-Vire;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0501670U;0501670U;;
32352935400017;0311879Z;MAISON FAMILIALE RURALE EDUC ORIENTATION;;76311033731;actif;responsable_formateur;Donneville;Toulouse;Occitanie;Oui;mfr;mfr;;2;2021-12-17;0311879Z;0311879Z;;
34497770700027;0261098C;MAIS FAMIL RURALE EDUCATION ORIENTATION;;82260073926;actif;responsable_formateur;5 Rue de la Cure 26300 Châteauneuf-sur-Isère;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;1;1;2021-12-17;0261098C;0261098C;;
77957043100022;0382938M;MAISON FAMILIALE RURALE EDUC ORIENT DE MOIRANS;;82380010638;actif;responsable_formateur;184 Route des Bethanies 38430 Moirans;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0382938M;0382938M;;
83138370800011;0011324J;MAISON FAMILIALE RURALE CORMARANCHE;;84010190501;actif;responsable_formateur;Plateau d'Hauteville;Lyon;Auvergne-Rhône-Alpes;Oui;;mfr;;1;2021-12-17;0011324J;0011324J;;
78094682800016;0611119K;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;25610021961;actif;responsable_formateur;Le Bourlopin 61100 Cerisy-Belle-Étoile;Normandie;Normandie;Oui;mfr;mfr;;1;2021-12-17;0611119K;0611119K;;
53951935500017;0741453C;MAISON FAMILIALE RURALE DE LA SEMINE;;84740403874;actif;responsable_formateur;101 Chemin des folliets 74910 Franclens;Grenoble;Auvergne-Rhône-Alpes;Oui;;mfr;;1;2021-12-17;0741453C;0741453C;;
30282986600037;0383418J;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE VIGNIEU-MORESTEL;;84380669738;actif;responsable_formateur;Rue de la Rivoirette 38510 Morestel;Grenoble;Auvergne-Rhône-Alpes;Oui;mfr;mfr;;1;2021-12-17;0383418J;0382908E;0383418J;
41971924000014;0241245Y;CENTFORMPROMO MFRJARIJOUX PERIGORD;;72240088024;actif;responsable_formateur;Allée de Jarijoux 24750 Champcevinel;Bordeaux;Nouvelle-Aquitaine;Oui;;mfr;;2;2021-12-17;0241245Y;0241245Y;;
77527666000021;0371486P;MAISON FAMILIALE RURALE DU LOCHOIS;;24370062537;actif;responsable_formateur;49 Rue H de l’Heritier de Chezelle 37600 Loches;Orléans-Tours;Centre-Val de Loire;Oui;mfr;mfr;1;1;2021-12-17;0371486P;0371486P;0371710H;
39305272500016;0352475A;MAIS FAMIL URBAINE DE RENNES ST GREGOIRE;;53350418135;actif;responsable_formateur;les Rabinardières 35760 Saint-Grégoire;Rennes;Bretagne;Oui;mfr;mfr;;1;2021-12-17;0352475A;0352475A;0352492U;
40492934100034;9741306B;ASSOCIATION MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE SAINT PIERRE;;4973141897;actif;responsable_formateur;1 Chemin Sita 97432 Saint-Pierre;La Réunion;La Réunion;Oui;;mfr;;1;2021-12-17;9741306B;9741306B;9741700E;
40349351300028;0912126S;MAISON FAMILIALE HORTICOLE ESSONNE VERTE;;11910878591;actif;inconnue;Chemin d’Etampes 91150 Ormoy-la-Rivière;Versailles;Île-de-France;Oui;mfr;mfr;;;2021-12-17;0912126S;0912126S;;
39946530100022;0912098L;MAISON FAMILIALE GRANGE COLOMBES CFA;CENTRE FORMATION APPRENTIS;11780419578;actif;inconnue;45 Route d’Artondu 91150 Ormoy-la-Rivière;Versailles;Île-de-France;Oui;;mfr;1;;2021-12-17;0912098L;0912098L;;
77870310800010;0891277E;MAISON FAMILIALE RURALE DU JOVINIEN;;26890097289;actif;responsable_formateur;25 Rue Verdeau 89330 Villevallier;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0891277E;0891277E;;
77866645300015;0891041Y;MAISON FAMIL RURALE SENONAIS;;26890128989;actif;responsable_formateur;24 Rue Haute 89100 Gron;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0891041Y;0891041Y;;
77869757300013;0891015V;MAISON FAMILIALE RURALE EDUCAT ORIENTAT;;27890133789;actif;responsable_formateur;Champeaux 89130 Toucy;Dijon;Bourgogne-Franche-Comté;Oui;mfr;mfr;;1;2021-12-17;0891015V;0891015V;;
38828230300014;;ASS MAISON FAMILIALE ET RURALE 4 VENTS;;;actif;inconnue;3 Rue d'Alsace 88160 Ramonchamp;Nancy-Metz;Grand Est;Non;;mfr;;;2021-12-17;0881449X;0881449X;;
77802871200017;0870875D;MAISON FAMILIALE RURALE PERIGORD LIMOUSIN;;74870037887;actif;responsable_formateur;10 Rue de la Croix des Combes 87700 Beynac;Limoges;Nouvelle-Aquitaine;Oui;mfr;mfr;1;1;2021-12-17;0870875D;0870875D;;
78151651300012;0861145C;MAISON FAMILIALE RURALE;;54860031786;actif;responsable_formateur;Rue de Montmorillon 86300 Chauvigny;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;1;2021-12-17;0861145C;0861145C;;
30436842600017;0861131M;MAISON FAMILIALE SERVICES;;54860031486;actif;responsable_formateur;8 Rue Emilien Fillon 86160 Gençay;Poitiers;Nouvelle-Aquitaine;Oui;mfr;mfr;;2;2021-12-17;0861131M;0861131M;0861423E;
78641329400012;0851590S;MAISON FAMILIALE LA LOUISIERE;;52850122585;actif;responsable_formateur;Rue de Beaurepaire 85500 Les Herbiers;Nantes;Pays de la Loire;Oui;;mfr;;1;2021-12-17;0851590S;0851590S;;
41355776000019;0851556E;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DES SABLES D'OLONNE;;52850075285;actif;responsable_formateur;110 Rue du docteur schweitzer 85340 Les Sables-d'Olonne;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851556E;0851345A;0851556E;
34229971600015;0851403N;INST FORMATION ALTERN COMMERCES METIERS;;52850056285;actif;responsable_formateur;le plessis bergeret 85280 La Ferrière;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851403N;0851345A;0851403N;
78639247200019;0851309L;MAISON FAMILIALE RURALE EDUC ET ORIENT;;52850006985;actif;responsable_formateur;25 Avenue georges clémenceau 85110 Chantonnay;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851309L;0851309L;;
78648255400015;0851308K;MAISON FAMILIALE RURALE;;52850053285;actif;inconnue;Route d'antigny 85120 Vouvant;Nantes;Pays de la Loire;Oui;mfr;mfr;;;2021-12-17;0851308K;0851308K;;
78646952800016;0851306H;MAISON FAMILIALE RURALE;;52850040385;actif;responsable_formateur;42 Route du château 85200 Saint-Martin-de-Fraigneau;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851306H;0851306H;0851345A;
78834173300020;0851287M;MAISON FAMILIALE RURALE BELLEVUE;;52850008385;actif;responsable_formateur;44 Chemin des puys 85700 Pouzauges;Nantes;Pays de la Loire;Oui;mfr;mfr;;1;2021-12-17;0851287M;0851287M;;
