Siret,UAI validée,Raison sociale,Enseigne,numero_declaration_activite,etat_administratif,Nature,Adresse,Académie,Région,Qualiopi,Réseaux,Réseau à jour,Nombre de relations,Nombre de lieux de formation,Date d'import,UAI probable,UAI potentielle 1,UAI potentielle 2,UAI potentielle 3,UAI potentielle 4,UAI potentielle 5,UAI potentielle 6,UAI potentielle 7,UAI potentielle 8,UAI potentielle 9,UAI potentielle 10,UAI potentielle 11,UAI potentielle 12,UAI potentielle 13,UAI potentielle 14,UAI potentielle 15,UAI potentielle 16,UAI potentielle 17,UAI potentielle 18,UAI potentielle 19,UAI potentielle 20,UAI potentielle 21,UAI potentielle 22,UAI potentielle 23,UAI potentielle 24,UAI potentielle 25,UAI potentielle 26,UAI potentielle 27,UAI potentielle 28,UAI potentielle 29,UAI potentielle 30,UAI potentielle 31,UAI potentielle 32,UAI potentielle 33,UAI potentielle 34,UAI potentielle 35,UAI potentielle 36,UAI potentielle 37,UAI potentielle 38,UAI potentielle 39,UAI potentielle 40,UAI potentielle 41,UAI potentielle 42,UAI potentielle 43,UAI potentielle 44,UAI potentielle 45,UAI potentielle 46,UAI potentielle 47,UAI potentielle 48,UAI potentielle 49,UAI potentielle 50,UAI potentielle 51,UAI potentielle 52,UAI potentielle 53,UAI potentielle 54,UAI potentielle 55,UAI potentielle 56,UAI potentielle 57,UAI potentielle 58,UAI potentielle 59,UAI potentielle 60
30284262000023,,ASS CATHOLIQUE ENSEIGNEMENT AGRICOLE FORMATION RURALE NANDAX,LYCEE AGRICOLE PRIVE,,actif,responsable_formateur,Nandax,Lyon,Auvergne-Rhône-Alpes,Non,agri,agri|cfa ec,2,1,2021-12-17,0421090G,0421090G,0422266K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78044047500017,0511645L,ASS FAMIL GESTION ENSEIG AGRIC PRIVE,,,actif,inconnue,4 Rue des Ecoles 51370 Thillois,Reims,Grand Est,Non,agri|cfa ec,agri|cfa ec,,,2021-12-17,0511645L,0511645L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77642099400019,0421676U,ASSO FAMIL GESTION ST VINCENT,,82420237242,actif,formateur,1 Rue du Petit Lavoir 42450 Sury-le-Comtal,Lyon,Auvergne-Rhône-Alpes,Non,agri,agri|cfa ec,1,1,2021-12-17,0421676U,0421676U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49339665900069,,ASSOCIATION DE GESTION ENSEMBLE CATHOLIQUE JEAN-BAPTISTE LE TAILLANDIER,SITE EDMOND MICHELET,53351084735,actif,formateur,Montaubert 35300 Fougères,Rennes,Bretagne,Oui,agri,agri|cfa ec,1,1,2021-12-17,0351947B,0351947B,0351960R,0353035J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900037,0952157D,FONDATION APPRENTIS D'AUTEUIL,LYCEE PROFESSIONNEL PRIVE ST-JEAN,11751561875,actif,responsable_formateur,Parc de l’Hermitage 95110 Sannois,Versailles,Île-de-France,Oui,agri,agri|cfa ec,14,3,2021-12-17,0950805J,0950805J,0952136F,0952157D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900078,0922688X,FONDATION APPRENTIS D'AUTEUIL,MAISON ST PHILIPPE,11751561875,actif,responsable_formateur,1 Rue du Père Brottier 92190 Meudon,Versailles,Île-de-France,Oui,agri,agri|cfa ec,14,3,2021-12-17,0922688X,0756019K,0783606W,0920981S,0922340U,0922688X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77568879900094,0911551S,FONDATION APPRENTIS D'AUTEUIL,MAISON ST ANTOINE,11751561875,actif,responsable_formateur,53 Avenue Massenat Deroche 91460 Marcoussis,Versailles,Île-de-France,Oui,agri,agri|cfa ec,14,3,2021-12-17,0911551S,0756019K,0911551S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41024149100027,,OGEC AEP HAZPARNE,LYCEE AGRICOLE ET HORTICOLE PRIVE,,actif,formateur,1 Route des Missionnaires 64240 Hasparren,Bordeaux,Nouvelle-Aquitaine,Non,agri,agri|cfa ec,2,2,2021-12-17,0641535W,0641535W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30413855500012,0931654T,OGEC FENELON VAUJOURS,,,actif,formateur,1 Rue de Montauban 93410 Vaujours,Créteil,Île-de-France,Non,agri,agri|cfa ec,1,1,2021-12-17,0931654T,0783606W,0931654T,0931799A,0932467B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78364445300012,,OGEC SAINT ELOI HAZEBROUCK,,32590993759,actif,formateur,10 Rue de la Paix 59190 Hazebrouck,Lille,Hauts-de-France,Non,agri,agri|cfa ec,1,1,2022-03-30,,0593077Z,0596917Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50304921500026,0693764S,AKTEAP,,84691736269,actif,responsable_formateur,4 Rue de l’Oratoire 69300 Caluire-et-Cuire,Lyon,Auvergne-Rhône-Alpes,Oui,cfa ec,agri|cfa ec,94,8,2021-12-17,0693764S,0011294B,0381741L,0422256Z,0690571W,0693492W,0693764S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34238263700011,0411024R,ASSOCIATION GROUPE ESA,,52490003849,actif,responsable_formateur,55 Rue Rabelais 49000 Angers,Nantes,Pays de la Loire,Oui,agri|cfa ec,agri|cfa ec,,1,2021-12-17,0492175Y,0490072M,0490073N,0492118L,0492119M,0492175Y,0530815Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78362626000013,0411024R,INSTITUT DE GENECH,,31590008059,actif,responsable_formateur,Rue de la Libération 59242 Genech,Lille,Hauts-de-France,Oui,agri|cfa ec,agri|cfa ec,21,10,2021-12-17,0595689N,0593257V,0595689N,0596132V,0596194M,0596281G,0596312R,0623280D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31968154000013,0411024R,LYCEE AGRICOLE PRIVE DE NERMONT,,24280033228,actif,responsable_formateur,2 Rue de Nermont 28200 La Chapelle-du-Noyer,Orléans-Tours,Centre-Val de Loire,Oui,agri,agri|cfa ec,7,2,2021-12-17,0280944Z,0280944Z,0280947C,0281084B,0281100U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77786612000010,,AGELAP LA TOUCHE,,,actif,formateur,La Touche 56800 Ploërmel,Rennes,Bretagne,Non,agri,agri|cfa ec,1,1,2021-12-17,0560858D,0560858D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78595022100016,0442350R,ASS ENSEIG FOR PRF AGR BLAIN DERVAL,,52440637244,actif,formateur,29 Rue de Rennes 44590 Derval,Nantes,Pays de la Loire,Non,agri,agri|cfa ec,1,1,2021-12-17,0441032H,0441032H,0441785B,0442350R,0442745V,0492175Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48879998200019,,ASS FAMILAILE GESTION ETAB AGRICOLE PRIVE DU HAINAUT ET DE L AVESNOIS,,,actif,inconnue,5 Rue de la Chaussée 59570 Bavay,Lille,Hauts-de-France,Non,agri,agri|cfa ec,,,2021-12-17,0595119U,0595119U,0596345B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33348856700038,0595121W,ASS FAMILIALE DE GESTION DE L EAP,,,actif,inconnue,110 Avenue Anthony Caro 59630 Bourbourg,Lille,Hauts-de-France,Non,agri,agri|cfa ec,1,,2021-12-17,0595121W,0595121W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41292082900014,,ASS FAMILIALE GESTION LYCEE AGRIC PRIVEE,,75240211524,actif,formateur,Route du Cluzeau (Sigoulès) 24240 Sigoulès-et-Flaugeac,Bordeaux,Nouvelle-Aquitaine,Non,agri,agri|cfa ec,2,1,2022-01-25,0241033T,0241033T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78644691400032,0851599B,ASS GESTION ECOLE AGRICULTURE ETABLIERES,LES ETABLIERES LES HERBIERS,,actif,responsable_formateur,Le Landreau 85500 Les Herbiers,Nantes,Pays de la Loire,Non,agri,agri|cfa ec,6,1,2022-01-25,0851599B,0851599B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78053714800014,0601575L,ASS GESTION LYCEE PRIVE ENSEIG AGRICOLE,,,actif,responsable_formateur,15 Rue de la République 60190 Estrées-Saint-Denis,Amiens,Hauts-de-France,Non,agri,agri|cfa ec,1,1,2022-01-25,0601575L,0601575L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78027043500016,0080943G,ASS NOTRE DAME DE MAUBERT FONTAINE,,44080061508,actif,inconnue,18 Rue du Château 08260 Maubert-Fontaine,Reims,Grand Est,Non,agri,agri|cfa ec,,,2021-12-17,0080943G,0080943G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52981754600011,,ASS RESPONSABLE ETS D'ENSEIGNEMENT DE L INSTITUTION ST JOSEPHDE MESNIERES,,,actif,formateur,Rue de Mesnerettes 76270 Mesnières-en-Bray,Normandie,Normandie,Non,agri,agri|cfa ec,1,1,2022-01-25,0762284V,0762284V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32775333100021,,ASSDE GESTION DU LYCEE ENSEIGNEMENT PROFESSIONNEL PRIVE AGRICOLE SERVICES DOMINIQUE SAVIO,,,actif,formateur,22 Rue Chateaubriand 22100 Dinan,Rennes,Bretagne,Non,,agri|cfa ec,1,1,2022-01-25,0221680G,0221680G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77949065500031,,ASSO FAMILIALE DE GESTION DE VALLON-BONNEVAUX ASSO RESPONSABLE DU LYCEE DE LENSEIGNEMENT AGRICOLE PRIVE VALLON-BONNEVAUX,,82380457338,actif,formateur,3 Rue Jeanne d’Arc 38440 Saint-Jean-de-Bournay,Grenoble,Auvergne-Rhône-Alpes,Non,,agri|cfa ec,1,1,2022-01-25,0382375A,0382375A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77727019000013,,ASSOC FAMIL INSTITUT LESTONNAC,ECOLE AGRICOLE PRIVEE,,actif,formateur,30 Rue de la République 82500 Beaumont-de-Lomagne,Toulouse,Occitanie,Non,,agri|cfa ec,1,1,2022-01-25,,0820724S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32775343000013,,ASSOC FAMILIA GESTION LEPPA XAVIER GRALL,,,actif,formateur,8 Rue Louis Lavergne 22600 Loudéac,Rennes,Bretagne,Non,agri,agri|cfa ec,1,1,2021-12-17,0221676C,0221676C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41852807100016,0711439D,ASSOC GESTION LEP PRIVE REINE ANTIER,,,actif,formateur,Saint-Martin-en-Bresse,Dijon,Bourgogne-Franche-Comté,Non,,agri|cfa ec,1,1,2022-03-21,0711439D,0711439D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78071394700015,,ASSOC INSTITUT PROFESSIONEL LEMONNIER,,,actif,formateur,60 Rue d’Herouville 14000 Caen,Normandie,Normandie,Non,agri,agri|cfa ec,3,1,2021-12-17,0141175B,0141175B,0141866C,0141991N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77767502600028,,ASSOCIATION DE GESTION DU LYCEE LES VERGERS,,,actif,formateur,4 Rue des Murets 35120 Dol-de-Bretagne,Rennes,Bretagne,Non,agri,agri|cfa ec,1,1,2021-12-17,0350918H,0350918H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78376741100011,,ASSOCIATION DE L'INSTITUT D'ANCHIN,,31590008259,actif,responsable_formateur,L’Abbaye d’Anchin 59146 Pecquencourt,Lille,Hauts-de-France,Non,agri,agri|cfa ec,1,1,2021-12-17,0593256U,0593256U,0596897B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77970557300029,,ASSOCIATION D'ENSEIGNEMENT AGRICOLE ET DE FORMATION PROFESSIONNELLE RURALE SANDAR,ECOLE SECONDAIRE PRIVEE,,actif,formateur,LD CHATEAU SANDAR 69760 LIMONEST,Lyon,Auvergne-Rhône-Alpes,Non,,agri|cfa ec,2,1,2022-01-25,0691678Z,0691678Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33509397700015,0692681P,ASSOCIATION FAMILIALE DE GESTION DU LYCEE HORTICOLE PRIVE DE LYON PRESSIN,,82691206369,actif,formateur,81 Chemin de Beaunant 69230 Saint-Genis-Laval,Lyon,Auvergne-Rhône-Alpes,Non,agri,agri|cfa ec,1,2,2021-12-17,0692681P,0692681P,0693764S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78344996000013,0881690J,ASSOCIATION FAMILIALE DE GESTION DU LYCEE PROFESSIONNEL LA PROVIDENCE,,41880075988,actif,inconnue,684 Rue de la Mairie 88270 Harol,Nancy-Metz,Grand Est,Non,agri,agri|cfa ec,,,2021-12-17,0881690J,0881690J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78606321400013,0441794L,ASSOCIATION FAMILIALE DE GESTION DU LYCEE PROFESSIONNEL PRIVE DE KERGUENEC,,,actif,formateur,Pend’Hué 44350 Saint-Molf,Nantes,Pays de la Loire,Non,,agri|cfa ec,1,1,2021-12-17,0441794L,0441794L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77630753000027,0421674S,ASSOCIATION FAMILIALE DU LYCEE TECHNIQUE PRIVE LE PUYS DE L'AUNE,,82420098342,actif,responsable_formateur,Rue Louis Blanc 42110 Feurs,Lyon,Auvergne-Rhône-Alpes,Non,,agri|cfa ec,1,2,2021-12-17,0421674S,0421674S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42011940600015,,ASSOCIATION RESPONSABLE DU LYCEE PRIVE DU GUIERS VAL D AINAN,,82380439438,actif,formateur,10 Place du Marché 38480 Le Pont-de-Beauvoisin,Grenoble,Auvergne-Rhône-Alpes,Oui,,agri|cfa ec,1,2,2022-01-25,0382373Y,0382373Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77779040300029,,GROUPE ANTOINE DE SAINT-EXUPERY    SITE JEANNE JUGAN,,53350560535,fermé,inconnue,2 Allée de la Hodeyère 35500 Vitré,Rennes,Bretagne,Non,,agri|cfa ec,,,2021-12-17,,0351963U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77774619900010,0351047Y,GROUPE SCOLAIRE D'ENSEIGNEMENT AGRICOLE  PRIVE ANTOINE DE SAINT-EXUPERY,,53350117135,actif,responsable_formateur,39 Rue Fernand Robert 35000 Rennes,Rennes,Bretagne,Oui,agri,agri|cfa ec,3,2,2021-12-17,0351047Y,0351047Y,0352192T,0352715L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77774619900028,,GROUPE SCOLAIRE D'ENSEIGNEMENT AGRICOLE  PRIVE ANTOINE DE SAINT-EXUPERY,,53350117135,actif,formateur,2 Allée de la Hodeyère 35500 Vitré,Rennes,Bretagne,Oui,,agri|cfa ec,2,1,2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78611732500013,0491801S,LEP AGRICOLE PRIVE LES BUISSONNETS,,,actif,formateur,7 Boulevard Daviers 49100 Angers,Nantes,Pays de la Loire,Non,,agri|cfa ec,1,1,2021-12-17,0491801S,0491801S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77727744300019,0820725T,LEP PRIVE CLAIR-FOYER,,73820059582,actif,responsable_formateur,Chemin de Lissart 82300 Caussade,Toulouse,Occitanie,Non,agri,agri|cfa ec,1,3,2021-12-17,0820725T,0820725T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77683823700019,,LEP -RURAL PRIVE LE SAVES,,,actif,formateur,7 Place des Marchands 31370 Rieumes,Toulouse,Occitanie,Non,,agri|cfa ec,1,1,2022-03-21,,0311843K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78408386700019,0623280D,LYC D ENS AGRICOLE PRIVE SAVY BERLETTE,,31620162262,actif,responsable_formateur,22 Ancienne Route Nationale 62690 Savy-Berlette,Lille,Hauts-de-France,Non,agri,agri|cfa ec,1,2,2021-12-17,0623280D,0623280D,0624183K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78084963400016,,LYCEE AGRICOLE PRIVE,,,actif,formateur,1711 Route de Lisieux 27500 Tourville-sur-Pont-Audemer,Normandie,Normandie,Non,,agri|cfa ec,1,1,2022-01-25,0271382F,0271382F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020453000028,0781069N,LYCEE AGRICOLE PRIVE SULLY,,,actif,formateur,22 Avenue de l’Europe 78200 Magnanville,Versailles,Île-de-France,Non,,agri|cfa ec,2,1,2021-12-17,0781069N,0781069N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020453000036,0772749V,LYCEE AGRICOLE PRIVE SULLY,,,actif,formateur,6 Place de la Mairie 77130 Forges,Créteil,Île-de-France,Non,,agri|cfa ec,2,1,2022-01-25,0771230U,0771230U,0772749V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77522173200016,0360686A,LYCEE AGRICOLE PRIVEE,,24360077136,actif,formateur,Saint-Cyran-du-Jambot,Orléans-Tours,Centre-Val de Loire,Non,,agri|cfa ec,1,1,2022-01-25,0360686A,0360686A,0360854H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77916460700011,,LYCEE D ENSEIGNEMENT AGRICOLE PRIVEEUGENIE JOUBERT,,,fermé,formateur,36 Rue du Colonel de Turenne 43200 Yssingeaux,Clermont-Ferrand,Auvergne-Rhône-Alpes,Non,,agri|cfa ec,1,1,2022-05-30,,0430842G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78215184900018,,LYCEE D'ENSEIGNEMENT AGRICOLE PRIVE L'ERMITAGE,,,actif,formateur,304 Avenue Joseph Amouroux 47000 Agen,Bordeaux,Nouvelle-Aquitaine,Non,,agri|cfa ec,1,1,2022-01-25,0470821M,0470821M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404901800019,0781070P,LYCEE D'ENSEIGNEMENT PRIVE AGRICOLE,,,actif,responsable_formateur,21 Rue du Buat 78580 Maule,Versailles,Île-de-France,Non,agri,agri|cfa ec,2,1,2021-12-17,0781070P,0781070P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33382464700015,,LYCEE ENSEIG AGRIC PRIVE CLAUDE MERCIER,,,actif,formateur,Rue de Lapalisse 03250 Le Mayet-de-Montagne,Clermont-Ferrand,Auvergne-Rhône-Alpes,Non,,agri|cfa ec,1,1,2022-01-25,0030888Z,0030888Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32775400800016,,LYCEE ENSEIGN AGRI PRIVE J QUEINNEC,,,actif,formateur,20 Place du Docteur Jean Queinnec 56140 Malestroit,Rennes,Bretagne,Non,agri,agri|cfa ec,1,1,2021-12-17,0561460H,0561460H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78626209700011,0530818B,LYCEE ENSEIGNE PROFESSION AGRICOLE PRIVE,,52530067353,actif,formateur,Rochefeuille 53100 Mayenne,Nantes,Pays de la Loire,Non,agri,agri|cfa ec,2,1,2022-01-25,0530818B,0530815Y,0530818B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78125345500039,,LYCEE ENSEIGNEMENT PROF PRIVE AGRICOLE,,,actif,inconnue,1 Rue des Malastiers 16130 Segonzac,Poitiers,Nouvelle-Aquitaine,Non,,agri|cfa ec,1,,2022-01-25,0160981E,0160981E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77725440000016,0811105L,LYCEE FORESTIER PRIVE DU HAUT LANGUEDOC,,,actif,formateur,Impasse du Pont Neuf 81240 Saint-Amans-Soult,Toulouse,Occitanie,Non,,agri|cfa ec,1,2,2021-12-17,0811105L,0811105L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19801272600016,0801996K,LYCEE GEN TECHNOL AGRICOLE LE PARACLET,,2280P001380,actif,responsable_formateur,Rue du Paraclet 80440 Cottenchy,Amiens,Hauts-de-France,Non,agri,agri|cfa ec,2,2,2022-01-25,0801996K,0801272Y,0801996K,0801998M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77673414700015,,LYCEE PRIVE DE RIGNAC AMENAGEMENT PAYSAGER ELEVAGE BOVIN EQUIN SERVICES AUX PERS,,76120094112,actif,formateur,Avenue de Villefranche 12390 Rignac,Toulouse,Occitanie,Non,,agri|cfa ec,1,2,2022-01-25,0121291N,0121291N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77940502600013,,LYCEE PRIVE FEMININ AGRICOLE,,,fermé,formateur,Route de Mantailles 26330 Châteauneuf-de-Galaure,Grenoble,Auvergne-Rhône-Alpes,Non,,agri|cfa ec,1,1,2022-05-30,,0261067U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78237601600013,,LYCEE PRIVE RURAL NOTRE DAME,,72640064364,actif,responsable_formateur,Avenue du Stade 64390 Sauveterre-de-Béarn,Bordeaux,Nouvelle-Aquitaine,Non,,agri|cfa ec,1,3,2022-01-25,,0641548K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78592655100025,0441784A,LYCEE PROF PRIVE J-B ERIAU,,,actif,formateur,5 Place Armand de Bethune 44150 Ancenis-Saint-Géréon,Nantes,Pays de la Loire,Non,,agri|cfa ec,1,1,2021-12-17,0441784A,0441784A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200971500011,,LYCEE PROFES AGRICOLE ENSEIGNEMENT PRIVE,,,actif,formateur,Rue de Monteglise 50720 Barenton,Normandie,Normandie,Non,,agri|cfa ec,1,1,2022-01-25,,0501576S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77859246900028,,LYCEE PROFESSIONNEL PRIVE DE LA BRESSE,,,actif,formateur,600 Avenue Fernand Point 71500 Louhans,Dijon,Bourgogne-Franche-Comté,Non,,agri|cfa ec,1,1,2022-03-21,,0711441F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77825530700010,,LYCEE PROFESSIONNEL RURAL PRIVE,,,actif,formateur,20 Rue Danton 21210 Saulieu,Dijon,Bourgogne-Franche-Comté,Non,,agri|cfa ec,1,1,2022-03-21,,0211504W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78151977200011,,LYCEE TECHNIQUE PRIVE RURAL LA PERRIERE,,,actif,formateur,La Roche-Rigault,Poitiers,Nouvelle-Aquitaine,Non,,agri|cfa ec,1,3,2022-01-25,0861122C,0861122C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78624352700011,0530816Z,LYCEE TECHNO AGRICOLE PRIVE D'ORION,,52530010653,actif,formateur,7 Boulevard du Maréchal Leclerc 53600 Évron,Nantes,Pays de la Loire,Non,,agri|cfa ec,2,1,2021-12-17,0530816Z,0530816Z,0530915G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30396959600038,0692360R,ASS REGIONALE FORMATION ALTERNEE,,82690093869,actif,responsable_formateur,105 Rue Henri Depagneux 69400 Limas,Lyon,Auvergne-Rhône-Alpes,Oui,cci-france|cma|cci,cci-france|public|cfa ec,7,5,2021-12-17,0692360R,0692360R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284262000015,,ASS CATHOLIQUE ENSEIGNEMENT AGRICOLE FORMATION RURALE NANDAX,,,actif,inconnue,ECOLE DE RESSINS 42720 NANDAX,Lyon,Auvergne-Rhône-Alpes,Non,,cfa ec,1,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77570084200021,,ASS ECOLE TECHNIQUE LA CHATAIGNERAIE,CENTRE FORMATION APPRENTIS,23760002176,actif,inconnue,2 Rue Charles Scherer 76240 Le Mesnil-Esnard,Normandie,Normandie,Oui,,cfa ec,1,1,2021-12-17,0762312A,0761343X,0762312A,0763150L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
