Siret;UAI validée;Raison sociale;Enseigne;numero_declaration_activite;etat_administratif;Nature;Adresse;Académie;Région;Qualiopi;Réseaux;Réseaux à jour;Nombre de relations;Nombre de lieux de formation;Date d'import;UAI probable;UAI potentielle 1;
13001727000401;0781981E;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;SUP DE VENTE;11788339778;actif;responsable_formateur;51 Boulevard de la Paix 78100 Saint-Germain-en-Laye;Versailles;Île-de-France;Non;;cci;29;;17/12/2021;0781981E;0754855V;
13001727000609;0781897N;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;L'EA ECOLES DES ECO-ACTIVITES CAMPUS AUBERGENVILLE;11788339978;actif;responsable_formateur;27 Rue du Chantier d’Herube 78410 Aubergenville;Versailles;Île-de-France;Non;;cci;27;;17/12/2021;0781897N;0754855V;
13002175100024;0762403Z;CHAMBRE DE COMMERCE ET D'INDUSTRIE METROPOLITAINE ROUEN METROPOLE;IFA MARCEL SAUVAGE - CFA;28760539776;actif;formateur;11 Rue du Tronquet 76130 Mont-Saint-Aignan;Normandie;Normandie;Oui;cci;cci;2;1;17/12/2021;0762403Z;0762403Z;
47980663000055;0760168V;ECOLE DE MANAGEMENT DE NORMANDIE OU EM NORMANDIE;;23760421776;actif;responsable_formateur;20 Quai Frissard 76600 Le Havre;Normandie;Normandie;Oui;;cci;1;1;17/12/2021;0760168V;0142124H;
83429535400015;0760167U;NEOMA BUSINESS SCHOOL;;28760567976;actif;responsable_formateur;1 Rue du Maréchal Juin 76130 Mont-Saint-Aignan;Normandie;Normandie;Oui;;cci;1;1;17/12/2021;0760167U;0510088U;
13001727000120;0754951Z;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;ESCP EUROPE;11753201275;actif;inconnue;79 Avenue de la République 75011 Paris;Paris;Île-de-France;Oui;;cci;27;;17/12/2021;0754951Z;0753547Y;
18720092800054;0720930V;CHAMBRE DE COMMERCE ET D'INDUSTRIE LE MANS SARTHE;CFA CCI LE MANS;52720101272;actif;responsable_formateur;132 rue Henri Champion 72100 Le Mans;Nantes;Pays de la Loire;Oui;cci;cci;3;1;17/12/2021;0720930V;0720930V;
30396959600038;0692360R;ASS REGIONALE FORMATION ALTERNEE;;82690093869;actif;responsable_formateur;105 Rue Henri Depagneux 69400 Limas;Lyon;Auvergne-Rhône-Alpes;Oui;cci-france|cfa ec|public;cci|cfa_ec;5;4;17/12/2021;0692360R;0692360R;
78235540800025;0642020Y;AS FO BEARN SOULE BIGORRE;;72640000764;actif;responsable_formateur;17 avenue Léon Blum 64000 Pau;Bordeaux;Nouvelle-Aquitaine;Oui;;cci;;1;17/12/2021;0642020Y;0642020Y;
31794423900027;0631687S;ASS GESTION CFA PROMOT LIVRAD FOREZ;;8363P002863;actif;responsable_formateur;23 Rue Blaise Pascal 63600 Ambert;Clermont-Ferrand;Auvergne-Rhône-Alpes;Non;cci|cma;cci|cma;1;1;17/12/2021;0631687S;0631687S;
13002271800212;0623631K;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;SIADEP;32590928359;actif;formateur;19 Rue Marcel Sembat 62300 Lens;Lille;Hauts-de-France;Oui;;cci;14;1;17/12/2021;0623631K;0623631K;
40110456700029;0611061X;IIT FORMATIONS ALTERNEES ORNES;;25610038361;actif;responsable_formateur;Rue du Mans 61000 Alençon;Normandie;Normandie;Oui;cci|cma;cci|cma;;1;17/12/2021;0611061X;0611061X;
13002271800386;0601211R;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;CCIL OISE CFA NOGENT SUR OISE;32590928359;actif;formateur;230 Rue Charles Somasco 60180 Nogent-sur-Oise;Amiens;Hauts-de-France;Oui;cci;cci;14;2;17/12/2021;0601211R;0596691C;
13002271800196;0597001P;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;CCIL GRAND LILLE EGC;32590928359;actif;formateur;Rue de l’Hopital Militaire 59800 Lille;Lille;Hauts-de-France;Oui;;cci;14;1;17/12/2021;0597001P;0597001P;
13002271800485;0595821G;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;CCIL GRAND HAINAUT GROUPE FORMATION;32590928359;actif;formateur;10 Avenue Henri Matisse 59300 Aulnoy-lez-Valenciennes;Lille;Hauts-de-France;Oui;;cci;14;1;17/12/2021;0595821G;0595821G;
18572202200125;0573212G;CHAMBRE DE COMMERCE ET D'INDUSTRIE MOSELLE METROPOLE METZ;CTRE CONSULAIRE DE FORMATION;4157P000957;actif;responsable_formateur;5 Rue Jean Antoine Chaptal 57070 Metz;Nancy-Metz;Grand Est;Oui;;cci;1;2;17/12/2021;0573212G;0572201H;
18530044900013;0531054H;CHAMBRE COMMERCE ET INDUSTRIE LA MAYENNE;;52530049653;actif;responsable_formateur;12 Rue de Verdun 53000 Laval;Nantes;Pays de la Loire;Oui;;cci;1;2;17/12/2021;0531054H;0530931Z;
50923283100040;0520752K;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;1 Rue Albert Camus 52000 Chaumont;Reims;Grand Est;Oui;cci|cma;cci|cma;4;2;17/12/2021;0520752K;0511649R;
50923283100016;0511649R;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;32 Rue Benjamin Franklin 51000 Châlons-en-Champagne;Reims;Grand Est;Oui;cci|cma;cci|cma;6;1;17/12/2021;0511649R;0051649R;
19511296600799;0511296G;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE;;2151P001151;actif;responsable_formateur;2 avenue Robert Schuman 51100 Reims;Reims;Grand Est;Oui;;cci;9;11;17/12/2021;0511296G;0511296G;
38980235600011;0470974D;SUD MANAGEMENT;;72470032947;actif;responsable_formateur;Estillac;Bordeaux;Nouvelle-Aquitaine;Oui;cci;cci;1;2;17/12/2021;0470974D;0470974D;
13001313900014;0431046D;CHAMBRE DE COMMERCE ET D INDUSTRIE DE HAUTE LOIRE;;83430323343;actif;responsable_formateur;16 BD BERTRAND 43750 VALS-PRES-LE-PUY;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;cci;;1;17/12/2021;0431046D;0431046D;
18383002500031;0383551D;CHAMBRE COMMERCE ET INDUSTRIE NORD ISERE;ANTENNE CCI VILLEFONTAINE;8238P000238;actif;responsable_formateur;5 Rue Antoine Condorcet 38090 Villefontaine;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;1;1;17/12/2021;0383551D;0383551D;
18360001400058;0360777Z;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'INDRE;CENTRE DE FORMATION-CFSA CAMPUS CENTRE;2436P000136;actif;responsable_formateur;16 Place Saint- Cyran 36000 Châteauroux;Orléans-Tours;Centre-Val de Loire;Oui;cci;cci;8;;17/12/2021;0360777Z;0360777Z;
89079142900016;0342318K;PURPLE CAMPUS;;76341086134;actif;responsable_formateur;99 Impasse Adam Smith 34470 Pérols;Montpellier;Occitanie;Oui;;cci;19;1;17/12/2021;0342318K;0342306X;
51400512300062;0333326L;GROUPE KEDGE BUSINESS SCHOOL;;93131340113;actif;responsable_formateur;680 Cours de la Libération 33400 Talence;Bordeaux;Nouvelle-Aquitaine;Oui;;cci;2;5;17/12/2021;0333326L;0130239P;
41058110200010;0332813D;CAMPUS DU LAC;;72330424333;actif;responsable_formateur;Rue René Cassin 33300 Bordeaux;Bordeaux;Nouvelle-Aquitaine;Oui;;cci;1;6;17/12/2021;0332813D;0331719P;
78803676200037;0320745L;CCI FORMATION GERS;;73320039232;actif;responsable_formateur;10 Rue Diderot 32000 Auch;Toulouse;Occitanie;Oui;;cci;;1;17/12/2021;0320745L;0320745L;
18280001100047;0281057X;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CENTRE DE FORMATION;2428P000128;actif;responsable_formateur;1 Avenue Marcel Proust 28000 Chartres;Orléans-Tours;Centre-Val de Loire;Oui;cci;cci;1;1;17/12/2021;0281057X;0281057X;
30791852400017;0280738A;ASSOCIATION GESTIONNAIRE DU CFA INTERPROFESSIONNEL D'EURE-ET-LOIR;;24280165228;actif;responsable_formateur;Rue Charles Isidore Douin 28000 Chartres;Orléans-Tours;Centre-Val de Loire;Oui;cci|cma;cci|cma;1;2;17/12/2021;0280738A;0280738A;
31796290000013;0271124A;ASS INTERCONS DEVEL APPRENT METIERS COMM;;23270019327;actif;responsable_formateur;41 Rue du Pas des Heures 27100 Val-de-Reuil;Normandie;Normandie;Oui;cci|cma;cci|cma;;1;17/12/2021;0271124A;0271124A;
37931209300014;0251749R;CTRE FORMATION APPRENTIS PAYS MONTBELIAR;;43250241625;actif;responsable_formateur;Rue des Freres Lumiere 25200 Bethoncourt;Besançon;Bourgogne-Franche-Comté;Oui;;cci;;1;17/12/2021;0251749R;0251749R;
31448072400017;0251519R;ASS GESTION CENTRE FORMATION APPRENTIS;CFA HILAIRE DE CHARDONNET;43250029825;actif;responsable_formateur;3 Chemin de la Malcombe 25000 Besançon;Besançon;Bourgogne-Franche-Comté;Oui;cma;cci|cma;;2;17/12/2021;0251519R;0251519R;
18240014300026;0241056T;CHAMBRE DE COMMERCE INDUSTRIE DORDOGNE;GROUPE D'ECOLES PROFESSIONNELLES;7224P004024;actif;responsable_formateur;Avenue Henry Deluc 24750 Boulazac Isle Manoire;Bordeaux;Nouvelle-Aquitaine;Oui;;cci;2;2;17/12/2021;0241056T;0241056T;
13000770100027;0195066D;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA CORREZE;;7419P000619;actif;inconnue;Avenue du Docteur Albert Schweitzer 19000 Tulle;Limoges;Nouvelle-Aquitaine;Oui;;cci;1;;17/12/2021;0195066D;0195020D;
30804972500036;0180755Y;INSTITUT DE FORMATION EN ALTERNANCE DE BOURGES;;24180039818;actif;responsable_formateur;Rue de Turly 18000 Bourges;Orléans-Tours;Centre-Val de Loire;Oui;cci|cma;cci|cma;1;3;17/12/2021;0180755Y;0180755Y;
34876850800015;0171427J;EXCELIA GROUP;;54170112617;actif;responsable_formateur;102 Rue de Coureilles 17000 La Rochelle;Poitiers;Nouvelle-Aquitaine;Oui;;cci;2;4;17/12/2021;0171427J;0171427J;
13002245200036;0160757L;CHAMBRE DE COMMERCE ET D INDUSTRIE TERRITORIALE DE LA CHARENTE;CCI CHARENTE FORMATION;75160091116;actif;responsable_formateur;Zone industrielle 3 16340 L'Isle-d'Espagnac;Poitiers;Nouvelle-Aquitaine;Oui;;cci;3;4;17/12/2021;0160757L;0160757L;
77566395800046;0951929F;ASSOCIATION GROUPE ESSEC;;11950198495;actif;responsable_formateur;Avenue Bernard Hirsch 95000 Cergy;Versailles;Île-de-France;Oui;;cci;;1;17/12/2021;0951214D;0951214D;
13002076100016;0912341A;CENTRALESUPELEC;;11910002091;actif;inconnue;3 Rue Joliot-curie 91190 Gif-sur-Yvette;Versailles;Île-de-France;Oui;;;;;17/12/2021;0912341A;0911494E;
19750003600029;0912318A;ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES;;;actif;inconnue;828 Boulevard des Maréchaux 91120 Palaiseau;Versailles;Île-de-France;Non;;;;;17/12/2021;0912318A;0751477Y;
39770462800015;0870997L;ASSOCIATION POUR LA GESTION DE 3IL;GROUPE 3IL;74870139387;actif;inconnue;43 rue Sainte Anne 87000 Limoges;Limoges;Nouvelle-Aquitaine;Oui;;cci;;;17/12/2021;0870997L;0870997L;
18830001600261;0831765T;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE DU VAR;DIR DES ENSEIGNEMENTS;9383P000183;actif;responsable_formateur;RES LA GRANDE TOURACHE 83130 LA GARDE;Nice;Provence-Alpes-Côte d'Azur;Oui;;cci;3;1;17/12/2021;0831765T;0831141P;
41801924600010;0802204L;GROUPE SUP DE CO AMIENS PICARDIE;;32800188980;actif;inconnue;18 Place Saint-Michel 80000 Amiens;Amiens;Hauts-de-France;Oui;;cci;;;17/12/2021;0800080C;0800080C;
44492238900093;0721685R;ADEN FORMATIONS ORGANISATION;;25140183914;actif;responsable_formateur;4 rue Hector Berlioz 72000 Le Mans;Nantes;Pays de la Loire;Oui;cci;cci;6;1;17/12/2021;0721685R;0142321X;
18720092800088;0721513D;CHAMBRE DE COMMERCE ET D'INDUSTRIE LE MANS SARTHE;IN&MA/EGC/EKOD/CEL;52720101272;actif;responsable_formateur;7 avenue des Platanes 72100 Le Mans;Nantes;Pays de la Loire;Oui;cci;cci;2;2;17/12/2021;0721513D;0720930V;
19670189000010;0670189S;ECOLE NATIONALE DU GENIE DE L'EAU ET DE L'ENVIRONNEMENT DE STRASBOURG;;42670199667;actif;inconnue;1 Quai Koch 67000 Strasbourg;Strasbourg;Grand Est;Oui;;;1;;17/12/2021;0670189S;0670189S;
35247436500017;0660780P;INSTITUT MEDITERRANEEN D' ETUDE ET RECHERCHE EN INFORMATIQUE ET ROBOTIQUE;;91660051366;actif;formateur;Avenue Paul Pascot 66000 Perpignan;Montpellier;Occitanie;Non;;cci;1;;17/12/2021;0660780P;0342318K;
13002271800626;0624412J;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;STARTEVO;32590928359;actif;formateur;220 Rue de l'Eglise 62180 Rang-du-Fliers;Lille;Hauts-de-France;Oui;;cci;14;;17/12/2021;0624412J;0624412J;
13002271800618;0624373S;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;STARTEVO;32590928359;actif;formateur;70 Rue Mollien 62100 Calais;Lille;Hauts-de-France;Oui;;cci;14;1;17/12/2021;0624373S;0624373S;
13002271800634;0624100V;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;STARTEVO;32590928359;actif;formateur;6 Boulevard Beaucerf 62200 Boulogne-sur-Mer;Lille;Hauts-de-France;Oui;;cci;14;1;17/12/2021;0624100V;0624100V;
30870853600112;0611162G;POLYVIA FORMATION;;11922379792;actif;formateur;POLE UNIVERSITAIRE D'ALENCON 61250 DAMIGNY;Normandie;Normandie;Oui;;cci;5;1;17/12/2021;0611162G;0611136D;
13002271800188;0596691C;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;CCIL GRAND LILLE CEPRECO;32590928359;actif;formateur;45 Avenue Andre Chenier 59100 Roubaix;Lille;Hauts-de-France;Oui;;cci;14;1;17/12/2021;0596691C;0596691C;
44492238900069;0763523S;ADEN FORMATIONS ORGANISATION;;25140183914;actif;formateur;Rue Thiers 76170 Lillebonne;Normandie;Normandie;Oui;cci;cci;6;1;17/12/2021;0763523S;0142321X;
39900165000015;0641890G;ASS DEVELOP APPRENTISSAGE GPE ESC PAU;;75640469364;actif;responsable_formateur;3 rue Saint-John Perse 64000 Pau;Bordeaux;Nouvelle-Aquitaine;Oui;;cci;1;2;17/12/2021;0641890G;0640096G;
50923283100032;0521117G;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;fermé;inconnue;21 Avenue du Général Giraud 52100 Saint-Dizier;Reims;Grand Est;Oui;;cci;4;;17/12/2021;0521117G;0511649R;
19511296600039;0511026N;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE;IUT REIMS CHALONS CHARLEVILLE;2151P001151;actif;responsable;CHE DES ROULIERS 51100 REIMS;Reims;Grand Est;Oui;;cci;11;;17/12/2021;0511026N;0511026N;
78611671500016;0490075R;ECOLE SUPERIEURE ELECTRONIQUE DE L OUEST;;52490000849;fermé;inconnue;4 Rue Merlet de Laboulaye 49000 Angers;Nantes;Pays de la Loire;Oui;;cci;1;;17/12/2021;0490075R;0490075R;
30391595300028;0890992V;CTRE INTERPROF DE FORMATION D'APPRENTIS;;27890134589;actif;responsable_formateur;3 Rue Jean Bertin 89000 Auxerre;Dijon;Bourgogne-Franche-Comté;Oui;;cci;;1;17/12/2021;0890992V;0890992V;
13002280900136;0352371M;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ILLE-ET-VILAINE;ECOLES D'AUDIOPROTHESE ET D'OPTIQUE FIZEAU;53351000435;actif;responsable_formateur;4 Rue Claude Bourgelat 35133 Javené;Rennes;Bretagne;Oui;;cci;5;1;17/12/2021;0352371M;0351883G;
37832751400014;0352980Z;GROUPE RENNES SCHOOL OF BUSINESS;;53350294335;actif;responsable_formateur;2 Rue Robert d'Arbrissel 35000 Rennes;Rennes;Bretagne;Oui;;cci;;2;17/12/2021;0352305R;0352305R;
30102946800032;0421609W;CFA DU ROANNAIS;;82420076642;actif;responsable_formateur;155 Route de Briennon 42300 Mably;Lyon;Auvergne-Rhône-Alpes;Oui;cci|cma;cci|cma;;1;17/12/2021;0421609W;0421609W;
38264987900022;0261251U;ASS ECOLE SUPER COMMERCE DROME ARDECHE;;;fermé;inconnue;74 Rue Barthélémy de Laffemas 26000 Valence;Grenoble;Auvergne-Rhône-Alpes;Non;;cci;1;;17/12/2021;0261251U;0261251U;
13002914300067;0252004T;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE SAONE-DOUBS;GROUPE IMEA CAMPUS PONTARLIER;;actif;formateur;7 Rue des Bernardines 25300 Pontarlier;Besançon;Bourgogne-Franche-Comté;Non;;cci;5;1;17/12/2021;0252004T;0252004T;
13002249400244;0241153Y;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION NOUVELLE-AQUITAINE;CCIT DORDOGNE - ECOLE SUP INTERNATIONALE SAVIGNAC;;actif;inconnue;Route du Cuvier 24420 Savignac-les-Églises;Bordeaux;Nouvelle-Aquitaine;Non;;cci;2;;17/12/2021;0241153Y;0241153Y;
18640002400185;0641918M;CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;CNPC-CFA;7264P000564;actif;responsable_formateur;2 AV DU STADE D'EAUX VIVES 64320 BIZANOS;Bordeaux;Nouvelle-Aquitaine;Oui;cci;cci;6;3;17/12/2021;0641918M;0640096G;
18974211700154;9741571P;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA REUNION;CCI REUNION-POLE FORMATION CAMPUS PRO;98970017797;actif;responsable_formateur;65 Rue du Père Lafosse 97410 Saint-Pierre;La Réunion;La Réunion;Oui;;cci;6;1;17/12/2021;9741571P;9741571P;
18974211700071;9741242G;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA REUNION;CCI REUNION-POLE FORMATION CIRFIM;98970017797;actif;responsable_formateur;31 Avenue Raymond Mondon 97420 Le Port;La Réunion;La Réunion;Oui;;cci;6;2;17/12/2021;9741242G;0756072T;
18130002100225;0133527N;CHAMBRE DE COMMERCE ET D'INDUSTRIE METROPOLITAINE AIX-MARSEILLE-PROVENCE;GROUPE ECOLE PRATIQUE;9313P001013;actif;formateur;Rue saint sebastien 13006 Marseille;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;;cci;5;1;17/12/2021;0131404F;0131404F;
13001727000591;0952187L;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PARIS ILE DE FRANCE;INHAC;11753201275;actif;inconnue;17 Boulevard Pasteur 95210 Saint-Gratien;Versailles;Île-de-France;Oui;;cci;27;;17/12/2021;0952187L;0952187L;
13001457400078;7200680B;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE CORSE;CCI FORMATION CORSICA;94202111120;actif;responsable_formateur;726 Strada Vecchia 20290 Borgo;Corse;Corse;Oui;;cci;1;2;17/12/2021;7200680B;6200723S;
18130002100167;;CHAMBRE DE COMMERCE ET D'INDUSTRIE METROPOLITAINE AIX-MARSEILLE-PROVENCE;EUROMED MARSEILLE  ECOLE DE MANAGEMENT;9313P001013;actif;inconnue;Rue Antoine Bourdelle 95300 Pontoise;Versailles;Île-de-France;Oui;;cci;3;;17/12/2021;0130239P;0130239P;
47991356800024;0820858M;CCI FORMATION 82;;73820050682;actif;formateur;61 Avenue Leon Gambetta 82000 Montauban;Toulouse;Occitanie;Oui;;cci;1;1;17/12/2021;0820858M;0342318K;
39301114300020;0101035W;ASSOC FORMATION PROFESSION PHARMACIE;;;actif;inconnue;10quater Rue des Bas Trevois 10000 Troyes;Reims;Grand Est;Non;;;;;17/12/2021;0101035W;0101035W;
88931074400046;0781809T;ESIEE IT - CCI PARIS ILE DE FRANCE;;;actif;formateur;7 Avenue des 3 Peuples 78180 Montigny-le-Bretonneux;Versailles;Île-de-France;Non;;cci;3;1;17/12/2021;0781809T;0781809T;
18770918300201;0772818V;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CFA UTEC PROVINS;1177P000677;actif;formateur;Rue André François Poncet 77160 Provins;Créteil;Île-de-France;Oui;;cci;5;1;17/12/2021;0772818V;0772742M;
18770918300169;0771914M;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CFA UTEC AVON;1177P000677;actif;formateur;1 Rue du Port de Valvins 77210 Avon;Créteil;Île-de-France;Oui;;cci;5;1;17/12/2021;0771914M;0771914M;
50923283100024;0100715Y;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;9 Rue Robert Keller 10150 Pont-Sainte-Marie;Reims;Grand Est;Oui;cci|cma;cci|cma;3;2;17/12/2021;0100715Y;0100715Y;
88931074400020;0951798N;ESIEE IT - CCI PARIS ILE DE FRANCE;;11950689995;actif;formateur;8 Rue Pierre de Coubertin 95300 Pontoise;Versailles;Île-de-France;Non;;cci;3;1;17/12/2021;0951798N;0754855V;
18770918300086;0772320D;CHAMBRE DE COMMERCE ET D'INDUSTRIE;CFA UTEC EMERAINVILLE;1177P000677;actif;responsable_formateur;Boulevard Olof Palme 77184 Émerainville;Créteil;Île-de-France;Oui;;cci;5;2;17/12/2021;0772742M;0772320D;
88944585400066;0752325V;ECOLE SUPERIEURE DES METIERS DE LA VILLE DE DEMAIN-CCI PARIS ILE-DE-FRANCE EDUCATION;;;actif;formateur;247 Avenue Gambetta 75020 Paris;Paris;Île-de-France;Non;;cci;5;1;17/12/2021;0752325V;0752325V;
18743001200067;0741673S;CHAMBRE COMMERCE & INDUSTRIE HTE SAVOIE;;8274P076974;actif;responsable_formateur;5 Rue du 27 eme bca 74000 Annecy;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;2;4;17/12/2021;0741673S;0741621K;
50923283100057;0080842X;ALMEA FORMATIONS INTERPRO;ALMEA FORMATIONS INTERPRO;21510170351;actif;responsable_formateur;129 Avenue Charles de Gaulle 08000 Charleville-Mézières;Reims;Grand Est;Oui;cci|cma;cci|cma;3;2;17/12/2021;0080842X;0080842X;
13002267600030;0673028C;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ALSACE EUROMETROPOLE;CCI CAMPUS ALSACE;44670587467;actif;responsable_formateur;234 Avenue de Colmar 67100 Strasbourg;Strasbourg;Grand Est;Oui;cci;cci;4;4;17/12/2021;0673028C;0190721F;
19671696300034;0671696E;LYCEE DES METIERS ECONOMIQUE;;;actif;inconnue;6 Avenue Schweisguth 67600 Sélestat;Strasbourg;Grand Est;Non;;;1;;17/12/2021;0672051R;0671696E;
13000772700014;0632047H;CHAMBRE DE COMMERCE ET D'INDUSTRIE PUY-DE-DOME CLERMONT AUVERGNE METROPOLE;;83630419163;actif;inconnue;148 boulevard Lavoisier 63000 Clermont-Ferrand;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;cci;1;;17/12/2021;0632047H;0632047H;
81234979300016;0630109B;GROUPE ESC CLERMONT - AUVERGNE;;83630461763;actif;formateur;4 boulevard Trudaine 63000 Clermont-Ferrand;Clermont-Ferrand;Auvergne-Rhône-Alpes;Non;;cci;1;3;17/12/2021;0630109B;0630109B;
84172358800015;0511952V;ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE IN&MA;IN&MA;44510195351;fermé;inconnue;7 Rue du Parlement 51000 Châlons-en-Champagne;Reims;Grand Est;Oui;;cci;1;;17/12/2021;0511952V;0312755B;
13000460900017;0490985E;CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE;;52490236949;actif;responsable_formateur;8 Boulevard du Roi René 49100 Angers;Nantes;Pays de la Loire;Oui;cci;cci;7;1;17/12/2021;0490985E;0490075R;
42417546100021;0442275J;GIPAFOC;;52440404744;actif;responsable_formateur;3 Boulevard Bâtonnier Cholet 44100 Nantes;Nantes;Pays de la Loire;Oui;;cci;3;5;17/12/2021;0442275J;0370811F;
83474886500013;0440112H;AUDENCIA;AUDENCIA;52440822844;actif;responsable_formateur;8 Route de la Jonelière 44300 Nantes;Nantes;Pays de la Loire;Oui;;cci;2;4;17/12/2021;0440112H;0440112H;
45235951600021;0912267V;FACULTE DES METIERS DE L ESSONNE;;11910566091;actif;responsable_formateur;3 Chemin de la Grange Feu Louis 91000 Évry-Courcouronnes;Versailles;Île-de-France;Oui;;cci;2;2;17/12/2021;0912267V;0911826R;
18360001400074;0411088K;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'INDRE;CENTRE DE FORMATION-CFSA CAMPUS CENTRE;2436P000136;actif;formateur;6 Rue Anne de Bretagne 41000 Blois;Orléans-Tours;Centre-Val de Loire;Oui;cci;cci;7;3;17/12/2021;0411088K;0360777Z;
89079142900123;0341692E;PURPLE CAMPUS;;76341086134;actif;formateur;2300 Avenue des Moulins 34080 Montpellier;Montpellier;Occitanie;Oui;;cci;17;2;17/12/2021;0341692E;0341692E;
41048151900016;0331719P;INST LIBOURNAIS FORMATION APPRENTISSAGE;;;actif;inconnue;7bis Rue Max Linder 33500 Libourne;Bordeaux;Nouvelle-Aquitaine;Non;;;1;;17/12/2021;0331719P;0331719P;
89079142900131;0301645A;PURPLE CAMPUS;;76341086134;actif;formateur;270 Quai des Près Rasclaux 30100 Alès;Montpellier;Occitanie;Oui;;cci;16;1;17/12/2021;0301645A;0301645A;
89079142900040;0301286K;PURPLE CAMPUS;;76341086134;actif;formateur;90 Allée Jacques Cartier 30320 Marguerittes;Montpellier;Occitanie;Oui;;cci;18;2;17/12/2021;0301286K;0301286K;
18263001200041;0261431P;CHAMBRE COMMERCE INDUSTRIE DE LA DROME;SERVICE ENSEIGNEMENT;8226P000126;actif;responsable_formateur;74 Rue Barthélémy de Laffemas 26000 Valence;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;3;2;17/12/2021;0261253W;0261253W;
18263001200173;0261339P;CHAMBRE COMMERCE INDUSTRIE DE LA DROME;CTRE FORMATION PROFESSIOFORESTIERE;8226P000126;actif;responsable_formateur;Chemin du Mas 26780 Châteauneuf-du-Rhône;Grenoble;Auvergne-Rhône-Alpes;Oui;;cci;2;1;17/12/2021;0261339P;0261253W;
18040001200019;0040548Z;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ALPES-DE-HAUTE-PROVENCE;;9304P000204;actif;responsable_formateur;60 boulevard gassendi 04000 Digne-les-Bains;Aix-Marseille;Provence-Alpes-Côte d'Azur;Oui;;cci;3;;17/12/2021;0040548Z;0040161D;
13001310500056;0212237T;CHAMBRE DE COMMERCE ET D'INDUSTRIE COTE-D'OR DIJON METROPOLE;CCI FORMATION;2621P001221;actif;formateur;Place Jean Bouhey 21000 Dijon;Dijon;Bourgogne-Franche-Comté;Non;;cci;1;2;17/12/2021;0212237T;0212197Z;
13002286600011;0031130M;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE DE L'ALLIER;CCIT DE L'ALLIER - DELEGATION MOULINS;84030359803;actif;responsable_formateur;17 Cours Jean Jaurés 03000 Moulins;Clermont-Ferrand;Auvergne-Rhône-Alpes;Oui;;cci;2;2;17/12/2021;0031130M;0031024X;
