MEF;DISPOSITIF_FORMATION;FORMATION_DIPLOME;DUREE_DISPOSITIF;ANNEE_DISPOSITIF;LIBELLE_COURT;LIBELLE_LONG;DATE_OUVERTURE;DATE_FERMETURE;STATUT_MEF;NB_OPTION_OBLIGATOIRE;NB_OPTION_FACULTATIF;RENFORCEMENT_LANGUE;DUREE_PROJET;DUREE_STAGE;HORAIRE;MEF_INSCRIPTION_SCOLARITE;MEF_STAT_11;MEF_STAT_9;DATE_INTERVENTION;NUMERO_COMPTE;GESTION_DIFFUSION;LIBELLE_EDITION;ID;CREATED_AT;UPDATED_AT;N_COMMENTAIRE
3112320121;311;32023201;2;1;1BTS2 23201;1BTS2 TRAVAUX PUBLICS;01/09/1992;31/08/1993;3;0;1;N;0;8;N;O;32211023201;322110232;27/01/1995;OPS$BCNDEP8;02;1bts2 travaux publics;891;;;
3112320122;311;32023201;2;2;2BTS2 23201;2BTS2 TRAVAUX PUBLICS;01/09/1992;31/08/1994;3;0;1;N;0;0;N;O;32221023201;322210232;27/01/1995;OPS$BCNDEP8;02;2bts2 travaux publics;892;;;
3112310421;311;32023104;2;1;1BTS2 23104;1BTS2 GEOMETRE TOPOGRAPHE;01/09/1992;31/08/1997;3;1;0;N;0;8;O;O;32211023104;322110231;19/03/1997;BCNSCO6;02;1bts2 geometre topographe;893;;;
3112310422;311;32023104;2;2;2BTS2 23104;2BTS2 GEOMETRE TOPOGRAPHE;01/09/1992;31/08/1998;3;1;0;N;0;0;O;O;32221023104;322210231;13/10/1997;BCNSCO6;02;2bts2 geometre topographe;894;;;
3112310521;311;32023105;2;1;1BTS2 23105;1BTS2 TRAVAUX PUBLICS;01/09/1993;31/08/2011;3;1;;N;;;O;O;32211023105;322110231;29/04/2011;BCNSCO6;02;1bts2 travaux publics;895;;;
3112310522;311;32023105;2;2;2BTS2 23105;2BTS2 TRAVAUX PUBLICS;01/09/1994;31/08/2012;3;1;;N;;;O;O;32221023105;322210231;29/04/2011;BCNSCO6;02;2bts2 travaux publics;896;;;
3112300222;311;32023002;2;2;2BTS2 23002;2BTS2 ADJOINT TECHNIQ.ENTREPR.BATIMENT;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;32221023002;322210230;27/01/1995;OPS$BCNDEP8;02;2bts2 adjoint techniq.entrepr.batiment;897;;;
3112320221;311;32023202;2;1;1BTS2 23202;1BTS2 BATIMENT;01/09/1992;31/08/1999;3;1;1;N;0;8;O;O;32211023202;322110232;20/05/1999;BCNSCO6;02;1bts2 batiment;898;;;
3112320222;311;32023202;2;2;2BTS2 23202;2BTS2 BATIMENT;01/09/1992;31/08/2000;3;1;1;N;0;0;O;O;32221023202;322210232;01/10/1999;BCNSCO6;02;2bts2 batiment;899;;;
3112330121;311;32023301;2;1;1BTS2 23301;1BTS2 EQUIP.ENERGIE OP_A : TOIT, PLOMB.;01/09/1992;31/08/1999;3;1;1;N;0;8;O;O;32211023301;322110233;17/05/1999;BCNSCO6;02;1bts2 equip.energie op_a : toit, plomb.;901;;;
3112330122;311;32023301;2;2;2BTS2 23301;2BTS2 EQUIP.ENERGIE OP_A : TOIT, PLOMB.;01/09/1992;31/08/2000;3;1;1;N;0;0;O;O;32221023301;322210233;01/10/1999;BCNSCO6;02;2bts2 equip.energie op_a : toit, plomb.;902;;;
3112270121;311;32022701;2;1;1BTS2 22701;1BTS2 EQUIP.ENERGIE OP_B: INSTAL.THERM.;01/09/1992;31/08/1999;3;1;1;N;0;8;O;O;32211022701;322110227;17/05/1999;BCNSCO6;02;1bts2 equip.energie op_b: instal.therm.;903;;;
3112270122;311;32022701;2;2;2BTS2 22701;2BTS2 EQUIP.ENERGIE OP_B: INSTAL.THERM.;01/09/1992;31/08/2000;3;1;1;N;0;0;O;O;32221022701;322210227;01/10/1999;BCNSCO6;02;2bts2 equip.energie op_b: instal.therm.;904;;;
3112270221;311;32022702;2;1;1BTS2 22702;1BTS2 EQUIP.ENERGIE OP_C: INSTAL.FRIGO.;01/09/1992;31/08/1999;3;1;1;N;0;8;O;O;32211022702;322110227;17/05/1999;BCNSCO6;02;1bts2 equip.energie op_c: instal.frigo.;905;;;
3112270222;311;32022702;2;2;2BTS2 22702;2BTS2 EQUIP.ENERGIE OP_C: INSTAL.FRIGO.;01/09/1992;31/08/2000;3;1;1;N;0;0;O;O;32221022702;322210227;01/10/1999;BCNSCO6;02;2bts2 equip.energie op_c: instal.frigo.;906;;;
3112270321;311;32022703;2;1;1BTS2 22703;1BTS2 EQUIP.ENERGIE OP_D: TRANSP.GAZ;01/09/1992;31/08/1999;3;1;1;N;0;8;O;O;32211022703;322110227;17/05/1999;BCNSCO6;02;1bts2 equip.energie op_d: transp.gaz;907;;;
3112270322;311;32022703;2;2;2BTS2 22703;2BTS2 EQUIP.ENERGIE OP_D: TRANSP.GAZ;01/09/1992;31/08/2000;3;1;1;N;0;0;O;O;32221022703;322210227;01/10/1999;BCNSCO6;02;2bts2 equip.energie op_d: transp.gaz;908;;;
3112550821;311;32025508;2;1;1BTS2 25508;1BTS2 DOMOTIQUE;01/09/1992;31/08/2014;3;1;;N;;;O;O;32211025508;322110255;25/04/2014;BCNSCO6;02;1bts2 domotique;909;;;
3112550822;311;32025508;2;2;2BTS2 25508;2BTS2 DOMOTIQUE;01/09/1992;31/08/2015;3;1;;N;;;O;O;32221025508;322210255;25/04/2014;BCNSCO6;02;2bts2 domotique;910;;;
3112230121;311;32022301;2;1;1BTS2 22301;1BTS2 FONDERIE EN MOULES METALLIQUES;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;32211022301;322110223;27/01/1995;OPS$BCNDEP8;02;1bts2 fonderie en moules metalliques;911;;;
3112230122;311;32022301;2;2;2BTS2 22301;2BTS2 FONDERIE EN MOULES METALLIQUES;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;32221022301;322210223;27/01/1995;OPS$BCNDEP8;02;2bts2 fonderie en moules metalliques;912;;;
3112230221;311;32022302;2;1;1BTS2 22302;1BTS2 FONDERIE SUR MODELES;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;32211022302;322110223;24/01/1997;BCNSCO6;02;1bts2 fonderie sur modeles;913;;;
3112230222;311;32022302;2;2;2BTS2 22302;2BTS2 FONDERIE SUR MODELES;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;32221022302;322210223;24/01/1997;BCNSCO6;02;2bts2 fonderie sur modeles;914;;;
3112230321;311;32022303;2;1;1BTS2 22303;1BTS2 PRODUCTIQ.ALLIAGES: MOULES PERM.;01/09/1992;31/08/1997;3;1;0;N;0;10;O;O;32211022303;322110223;18/03/1997;BCNSCO6;02;1bts2 productiq.alliages: moules perm.;915;;;
3112230322;311;32022303;2;2;2BTS2 22303;2BTS2 PRODUCTIQ.ALLIAGES: MOULES PERM.;01/09/1992;31/08/1998;3;1;0;N;0;0;O;O;32221022303;322210223;13/10/1997;BCNSCO6;02;2bts2 productiq.alliages: moules perm.;916;;;
3112230421;311;32022304;2;1;1BTS2 22304;1BTS2 PRODUCTIQ.ALLIAG: MOULES NON PERM;01/09/1992;31/08/1997;3;1;0;N;0;10;O;O;32211022304;322110223;18/03/1997;BCNSCO6;02;1bts2 productiq.alliag: moules non perm;917;;;
3112230422;311;32022304;2;2;2BTS2 22304;2BTS2 PRODUCTIQ.ALLIAG: MOULES NON PERM;01/09/1992;31/08/1998;3;1;0;N;0;0;O;O;32221022304;322210223;13/10/1997;BCNSCO6;02;2bts2 productiq.alliag: moules non perm;918;;;
3112230521;311;32022305;2;1;1BTS2 22305;1BTS2 TRAITM.MATERX OP_A: TRAIT.THERMIQ;01/09/1992;02/09/1992;3;0;0;N;0;8;N;O;32211022305;322110223;27/01/1995;OPS$BCNDEP8;02;1bts2 traitm.materx op_a: trait.thermiq;919;;;
2222420111;222;42024201;1;1;TBT   24201;TBT CONCEPTION CONSTR.FABRIC.HABILLMT;01/09/1992;02/09/1992;1;0;0;N;0;0;N;O;22133124201;221331242;27/01/1995;OPS$BCNDEP8;02;Tbt conception constr.fabric.habillmt;920;;;
2212420211;221;42024202;1;1;1BT   24202;1BT COSTUMIER DE THEATRE;01/09/1992;31/08/2000;3;0;0;N;0;0;N;O;22123124202;221231242;29/11/2001;BCNSPN;02;1bt costumier de theatre;921;;;
2222420211;222;42024202;1;1;TBT   24202;TBT COSTUMIER DE THEATRE;01/09/1992;31/08/2000;3;0;0;N;0;0;N;O;22133124202;221331242;29/11/2001;BCNSPN;02;Tbt costumier de theatre;922;;;
2212420511;221;42024205;1;1;1BT   24205;1BT VETEMENT (CREATION ET MESURE);01/09/1992;31/08/2010;3;1;;N;;;O;O;22123124205;221231242;16/06/2009;BCNSCO6;02;1bt vetement (creation et mesure);923;;;
2222420511;222;42024205;1;1;TBT   24205;TBT VETEMENT (CREATION ET MESURE);01/09/1992;31/08/2012;3;1;;N;;;O;O;22133124205;221331242;16/06/2009;BCNSCO6;02;Tbt vetement (creation et mesure);924;;;
2212420311;221;42024203;1;1;1BT   24203;1BT MATERX SOUPLES : INDUST.HABILLEMT;01/09/1992;02/09/1992;1;0;0;N;0;4;N;O;22123124203;221231242;27/01/1995;OPS$BCNDEP8;02;1bt materx souples : indust.habillemt;925;;;
2222420311;222;42024203;1;1;TBT   24203;TBT MATERX SOUPLES : INDUST.HABILLEMT;01/09/1992;31/08/1994;1;0;1;N;0;0;N;O;22133124203;221331242;27/01/1995;OPS$BCNDEP8;02;Tbt materx souples : indust.habillemt;926;;;
4159999911;415;25099999;1;1;LICENC;LICENCE;01/09/2002;;3;;;N;;;N;O;32920099999;329200999;24/02/2017;BCNSPN5;02;Licence;6408;;24/02/2017;
2212430111;221;42024301;1;1;1BT   24301;1BT PROD.& UTILISATION CUIRS & PEAUX;01/09/1992;31/08/2005;3;1;;N;;;O;O;22123124301;221231243;12/05/2005;BCNSCO6;02;1bt prod.& utilisation cuirs & peaux;927;;;
2222430111;222;42024301;1;1;TBT   24301;TBT PROD.& UTILISATION CUIRS & PEAUX;01/09/1992;31/08/2005;3;1;;N;;;O;O;22133124301;221331243;12/05/2005;BCNSCO6;02;Tbt prod.& utilisation cuirs & peaux;928;;;
2412540722;241;50025407;2;2;2CAP2 25407;2CAP2 SOUDEUR;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;23220025407;232200254;27/01/1995;OPS$BCNDEP8;02;2cap2 soudeur;1464;;;
2422540733;242;50025407;3;3;3CAP3 25407;3CAP3 SOUDEUR;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23330025407;233300254;27/01/1995;OPS$BCNDEP8;02;3cap3 soudeur;1465;;;
2412541721;241;50025417;2;1;1CAP2 25417;1CAP2 SOUDAGE EQUIPAGE;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23210025417;232100254;27/01/1995;OPS$BCNDEP8;02;1cap2 soudage equipage;1466;;;
2412541722;241;50025417;2;2;2CAP2 25417;2CAP2 SOUDAGE EQUIPAGE;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23220025417;232200254;27/01/1995;OPS$BCNDEP8;02;2cap2 soudage equipage;1467;;;
2422541733;242;50025417;3;3;3CAP3 25417;3CAP3 SOUDAGE EQUIPAGE;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23330025417;233300254;27/01/1995;OPS$BCNDEP8;02;3cap3 soudage equipage;1468;;;
2412541821;241;50025418;2;1;1CAP2 25418;1CAP2 MARECHAL FERRANT;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;23210025418;232100254;27/01/1995;OPS$BCNDEP8;02;1cap2 marechal ferrant;1469;;;
2412541822;241;50025418;2;2;2CAP2 25418;2CAP2 MARECHAL FERRANT;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23220025418;232200254;27/01/1995;OPS$BCNDEP8;02;2cap2 marechal ferrant;1470;;;
2422541833;242;50025418;3;3;3CAP3 25418;3CAP3 MARECHAL FERRANT;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23330025418;233300254;27/01/1995;OPS$BCNDEP8;02;3cap3 marechal ferrant;1471;;;
2422540833;242;50025408;3;3;3CAP3 25408;3CAP3 CHAUDRONNIER  1E AN.COM.;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23330025408;233300254;03/04/1996;BCNSPN;02;3cap3 chaudronnier  1e an.com.;1472;;;
2422530633;242;50025306;3;3;3CAP3 25306;3CAP3  AERONAUTIQUE OPTION SYSTEMES;01/09/2021;;3;1;;N;;;N;O;23330025306;233300253;25/01/2019;BCNSPN5;02;3cap3  aeronautique option systemes;11183;;;Ajout suite à réforme dès RS2021
2412234421;241;50022344;2;1;1CAP2 22344;1CAP2 SERTISSEUR EN BIJOUT.JOAIL.ORFEV.;01/09/1992;31/08/2003;3;1;;N;;;O;O;23210022344;232100223;30/04/2002;BCNSCO6;02;1cap2 sertisseur en bijout.joail.orfev.;1478;;;
2412234422;241;50022344;2;2;2CAP2 22344;2CAP2 SERTISSEUR EN BIJOUT.JOAIL.ORFEV.;01/09/1992;31/08/2005;3;1;;N;;;O;O;23220022344;232200223;21/08/2002;BCNSCO6;02;2cap2 sertisseur en bijout.joail.orfev.;1479;;;
2412234521;241;50022345;2;1;1CAP2 22345;1CAP2 GRAVEUR METAUX_A : ACIER EN MODEL;01/09/1992;31/08/1997;3;0;1;N;0;0;O;O;23210022345;232100223;20/05/1997;BCNSCO6;02;1cap2 graveur metaux_a : acier en model;1480;;;
2412234621;241;50022346;2;1;1CAP2 22346;1CAP2 GRAVEUR METAUX_B : MARQUAGE;01/09/1992;31/08/1997;3;0;1;N;0;0;O;O;23210022346;232100223;20/05/1997;BCNSCO6;02;1cap2 graveur metaux_b : marquage;1481;;;
2412234622;241;50022346;2;2;2CAP2 22346;2CAP2 GRAVEUR METAUX_B : MARQUAGE;01/09/1992;31/08/1997;3;0;1;N;0;0;O;O;23220022346;232200223;20/05/1997;BCNSCO6;02;2cap2 graveur metaux_b : marquage;1482;;;
2412234721;241;50022347;2;1;1CAP2 22347;1CAP2 GRAVEUR TAILLE DOUCE_A: ORNEMENT.;01/09/1992;31/08/1997;3;0;1;N;0;0;O;O;23210022347;232100223;20/05/1997;BCNSCO6;02;1cap2 graveur taille douce_a: ornement.;1483;;;
2412234722;241;50022347;2;2;2CAP2 22347;2CAP2 GRAVEUR TAILLE DOUCE_A: ORNEMENT.;01/09/1992;31/08/1997;3;0;1;N;0;0;O;O;23220022347;232200223;20/05/1997;BCNSCO6;02;2cap2 graveur taille douce_a: ornement.;1484;;;
2412234822;241;50022348;2;2;2CAP2 22348;2CAP2 GRAVEUR TAILLE DOUCE_B: IMPRESS.;01/09/1992;31/08/1997;3;0;1;N;0;0;O;O;23220022348;232200223;20/05/1997;BCNSCO6;02;2cap2 graveur taille douce_b: impress.;1485;;;
2542321521;254;45023215;2;1;1BP2  23215;1BP2   METIERS DE LA PISCINE;01/09/2017;;3;0;;N;;;N;O;25110023215;251100232;04/05/2017;BCNSCO7;02;1bp2   métiers de la piscine;10812;;;
2423430333;242;50034303;3;3;3CAP3 34303;3CAP3 ASSAINISMT COLLECT.DECHETS LIQUID;01/09/1995;31/08/2004;3;1;;N;;;O;O;23330034303;233300343;25/01/2019;BCNSPN5;02;3cap3 assainismt collect.dechets liquid;3955;;24/01/2019;Réouverture suite à réforme dès RS 2021
2472130432;247;40021304;3;2;1ERPRO21304;1ERPRO CGEM-PECHE;01/09/2020;;3;1;;N;;;O;O;23820021304;238200213;17/05/2019;BCNSCO7;02;1erpro conduite et gestion des entreprises maritimes-pêche;11365;;;
2422340533;242;50023405;3;3;3CAP3 23405;3CAP3 FACTEUR PIANOS OP_A : REPARATEUR;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23330023405;233300234;27/01/1995;OPS$BCNDEP8;02;3cap3 facteur pianos op_a : reparateur;1492;;;
2422340633;242;50023406;3;3;3CAP3 23406;3CAP3 FACTEUR PIANOS OP_B : ACCORDEUR;01/09/1992;31/08/1993;3;0;0;N;0;0;N;O;23330023406;233300234;27/01/1995;OPS$BCNDEP8;02;3cap3 facteur pianos op_b : accordeur;1493;;;
2412235221;241;50022352;2;1;1CAP2 22352;1CAP2 PANTOGRAVEUR;01/09/1992;31/08/1994;3;0;1;N;0;0;N;O;23210022352;232100223;27/01/1995;OPS$BCNDEP8;02;1cap2 pantograveur;1494;;;
2412235222;241;50022352;2;2;2CAP2 22352;2CAP2 PANTOGRAVEUR;01/09/1992;31/08/1996;3;0;1;N;0;0;N;O;23220022352;232200223;02/04/1996;BCNAG;02;2cap2 pantograveur;1495;;;
2472501033;247;40025010;3;3;TLEPRO25010;TLEPRO ELECTROMECANICIEN MARINE;01/09/2021;;3;2;;N;;;O;O;23830025010;238300250;17/05/2019;BCNSCO7;02;Tlepro électromécanicien marine;11369;;;
2472130332;247;40021303;3;2;1ERPRO21303;1ERPRO CGEM OPTION PECHE;01/09/2018;31/08/2020;3;1;;N;;;O;O;23820021303;238200213;17/05/2019;BCNSCO7;02;1erpro conduite et gestion des entreprises maritimes option pêche;10938;;;
2412242722;241;50022427;2;2;2CAP2 22427;2CAP2 ARTS & TECH.VERRE: DECORATEUR;01/09/1994;;3;1;;N;;;O;O;23220022427;232200224;23/01/2019;BCNSPN5;02;2cap2 arts & tech.verre: decorateur;1474;;;GH1 P
2472130433;247;40021304;3;3;TLEPRO21304;TLEPRO CGEM-PECHE;01/09/2021;;3;2;;N;;;O;O;23830021304;238300213;17/05/2019;BCNSCO7;02;Tlepro conduite et gestion des entreprises maritimes-pêche;11366;;;
2412234922;241;50022349;2;2;2CAP2 22349;2CAP2 BRONZIER OP_A: MONTEUR EN BRONZE;01/09/1992;;3;1;;N;;;O;O;23220022349;232200223;23/01/2019;BCNSPN5;02;2cap2 bronzier op_a: monteur en bronze;1487;;;GH1 P
2472501032;247;40025010;3;2;1ERPRO25010;1ERPRO ELECTROMECANICIEN MARINE;01/09/2020;;3;1;;N;;;O;O;23820025010;238200250;17/05/2019;BCNSCO7;02;1erpro électromécanicien marine;11368;;;
2542321522;254;45023215;2;2;2BP2  23215;2BP2   METIERS DE LA PISCINE;01/09/2018;;3;0;;N;;;N;O;25120023215;251200232;04/05/2017;BCNSCO7;02;2bp2   métiers de la piscine;10813;;;
2412343421;241;50023434;2;1;1CAP2 23434;1CAP2 FACTEUR DE GUITARE;01/09/1992;31/08/2002;3;0;1;N;0;0;O;O;23210023434;232100234;11/10/2001;BCNSCO6;02;1cap2 facteur de guitare;1502;;;
2462550321;246;40025503;2;1;PREPRO25503;PREPRO MAINT.: RESEAUX BUREAUTIQ & TELEM;01/09/1992;31/08/2002;3;1;;N;;;O;O;23710025503;237100255;04/10/2001;BCNSCO6;02;Prepro maint.: reseaux bureautiq & telem;2028;;;
2462240121;246;40022401;2;1;PREPRO22401;PREPRO MISE EN OEUV.MATX: MATERX.CERAMIQ;01/09/1992;31/08/2009;3;1;;N;;;O;O;23710022401;237100224;05/05/2009;BCNSCO6;02;Prepro mise en oeuv.matx: materx.ceramiq;2029;;;
2462240122;246;40022401;2;2;TERPRO22401;TERPRO MISE EN OEUV.MATX: MATERX.CERAMIQ;01/09/1993;31/08/2009;3;1;;N;;;O;O;23720022401;237200224;16/01/2014;BCNSCO6;02;Terpro mise en oeuv.matx: materx.ceramiq;2030;;;Erreur : fermeture 1 an trop tôt.
2463220121;246;40032201;2;1;PREPRO32201;PREPRO IMPRIMERIE & INDUSTRIES GRAPHIQ.;01/09/1992;31/08/1994;3;0;2;N;0;7;N;O;23710032201;237100322;27/01/1995;OPS$BCNDEP8;02;Prepro imprimerie & industries graphiq.;2031;;;
2463220321;246;40032203;2;1;PREPRO32203;PREPRO IND.GRAPHIQ.PREPA.FORME IMPRIMANT;01/09/1993;31/08/2003;3;1;;N;;;O;O;23710032203;237100322;17/05/2003;BCNSCO6;02;Prepro ind.graphiq.prepa.forme imprimant;2032;;;
2463220322;246;40032203;2;2;TERPRO32203;TERPRO IND.GRAPHIQ.PREPA.FORME IMPRIMANT;01/09/1993;31/08/2004;3;1;;N;;;O;O;23720032203;237200322;06/06/2003;BCNSCO6;02;Terpro ind.graphiq.prepa.forme imprimant;2033;;;
2463220221;246;40032202;2;1;PREPRO32202;PREPRO INDUSTRIES GRAPHIQUES IMPRESSION;01/09/1994;31/08/2003;3;1;;N;;;O;O;23710032202;237100322;17/05/2003;BCNSCO6;02;Prepro industries graphiques impression;2034;;;
2463220222;246;40032202;2;2;TERPRO32202;TERPRO INDUSTRIES GRAPHIQUES IMPRESSION;01/09/1994;31/08/2004;3;1;;N;;;O;O;23720032202;237200322;06/06/2003;BCNSCO6;02;Terpro industries graphiques impression;2035;;;
2462500322;246;40025003;2;2;TERPRO25003;TERPRO MSMA : PATES, PAPIERS, CARTONS;01/09/1992;31/08/2007;3;1;;N;;;O;O;23720025003;237200250;26/05/2006;BCNSCO6;02;Terpro msma : pates, papiers, cartons;2036;;;
2462220121;246;40022201;2;1;PREPRO22201;PREPRO INDUSTRIES CHIMIQ.& DE PROCEDES;01/09/1992;31/08/1995;3;1;2;N;0;10;N;O;23710022201;237100222;02/04/1996;BCNAG;02;Prepro industries chimiq.& de procedes;2037;;;
2462220122;246;40022201;2;2;TERPRO22201;TERPRO INDUSTRIES CHIMIQ.& DE PROCEDES;01/09/1992;31/08/1996;3;1;2;N;0;6;N;O;23720022201;237200222;02/04/1996;BCNAG;02;Terpro industries chimiq.& de procedes;2038;;;
2462250121;246;40022501;2;1;PREPRO22501;PREPRO PLASTIQUES ET COMPOSITES;01/09/1992;31/08/1997;3;1;2;N;0;8;O;O;23710022501;237100225;19/03/1997;BCNSCO6;02;Prepro plastiques et composites;2039;;;
2462210121;246;40022101;2;1;PREPRO22101;PREPRO BIO-INDUSTRIES DE TRANSFORMATION;01/09/1992;31/08/1997;3;1;2;N;0;4;O;O;23710022101;237100221;19/03/1997;BCNSCO6;02;Prepro bio-industries de transformation;2040;;;
2462210122;246;40022101;2;2;TERPRO22101;TERPRO BIO-INDUSTRIES DE TRANSFORMATION;01/09/1992;31/08/1998;3;1;2;N;0;12;O;O;23720022101;237200221;09/10/1997;BCNSCO6;02;Terpro bio-industries de transformation;2041;;;
2462400121;246;40024001;2;1;PREPRO24001;PREPRO PRODUCTIQUE MATERIAUX SOUPLES;01/09/1992;31/08/2001;3;1;;N;;;O;O;23710024001;237100240;27/09/2000;BCNSCO6;02;Prepro productique materiaux souples;2042;;;
2462400122;246;40024001;2;2;TERPRO24001;TERPRO PRODUCTIQUE MATERIAUX SOUPLES;01/09/1992;31/08/2001;3;1;;N;;;O;O;23720024001;237200240;27/09/2000;BCNSCO6;02;Terpro productique materiaux souples;2043;;;
2462340121;246;40023401;2;1;PREPRO23401;PREPRO PRODUCTIQUE BOIS;01/09/1992;31/08/2006;3;1;;N;;;O;O;23710023401;237100234;07/03/2006;BCNSCO6;02;Prepro productique bois;2044;;;
2462340122;246;40023401;2;2;TERPRO23401;TERPRO PRODUCTIQUE BOIS;01/09/1992;31/08/2007;3;1;;N;;;O;O;23720023401;237200234;07/03/2006;BCNSCO6;02;Terpro productique bois;2045;;;
2462340221;246;40023402;2;1;PREPRO23402;PREPRO BOIS : CONSTR.AMENAGMT DU BATIMT;01/09/1992;31/08/2005;3;1;;N;;;O;O;23710023402;237100234;17/05/2005;BCNSCO6;02;Prepro bois : constr.amenagmt du batimt;2046;;;
2462340222;246;40023402;2;2;TERPRO23402;TERPRO BOIS : CONSTR.AMENAGMT DU BATIMT;01/09/1992;31/08/2006;3;1;;N;;;O;O;23720023402;237200234;17/05/2005;BCNSCO6;02;Terpro bois : constr.amenagmt du batimt;2047;;;
2462000121;246;40020001;2;1;PREPRO20001;PREPRO DEFINITION PRODUITS INDUSTRIELS;01/09/1992;31/08/2000;3;1;2;N;0;8;O;O;23710020001;237100200;16/09/1999;BCNSCO6;02;Prepro definition produits industriels;2048;;;
2462000122;246;40020001;2;2;TERPRO20001;TERPRO DEFINITION PRODUITS INDUSTRIELS;01/09/1992;31/08/2000;3;1;2;N;0;8;O;O;23720020001;237200200;16/09/1999;BCNSCO6;02;Terpro definition produits industriels;2049;;;
2462300121;246;40023001;2;1;PREPRO23001;PREPRO BATIMENT: ETUD PRIX ORG.GEST.TRVX;01/09/1992;31/08/2005;3;1;;N;;;O;O;23710023001;237100230;17/05/2005;BCNSCO6;02;Prepro batiment: etud prix org.gest.trvx;2050;;;
2462300122;246;40023001;2;2;TERPRO23001;TERPRO BATIMENT: ETUD PRIX ORG.GEST.TRVX;01/09/1992;31/08/2006;3;1;;N;;;O;O;23720023001;237200230;17/05/2005;BCNSCO6;02;Terpro batiment: etud prix org.gest.trvx;2051;;;
2463240121;246;40032401;2;1;PREPRO32401;PREPRO BUREAUTIQ_A: GESTION ADMINISTRAT.;01/09/1992;31/08/1996;3;1;3;N;0;8;O;O;23710032401;237100324;19/04/1996;BCNSPN;02;Prepro bureautiq_a: gestion administrat.;2052;;;
2463240122;246;40032401;2;2;TERPRO32401;TERPRO BUREAUTIQ_A: GESTION ADMINISTRAT.;01/09/1992;31/08/1997;3;1;3;N;0;8;O;O;23720032401;237200324;09/12/1996;BCNSCO6;02;Terpro bureautiq_a: gestion administrat.;2053;;;
2463140121;246;40031401;2;1;PREPRO31401;PREPRO BUREAUTIQ_B: COMPTA & GEST.ADMMI.;01/09/1992;31/08/1996;3;1;3;N;0;8;O;O;23710031401;237100314;19/04/1996;BCNSPN;02;Prepro bureautiq_b: compta & gest.admmi.;2054;;;
2412550722;241;50025507;2;2;2CAP2 25507;2CAP2 ELECTROT.OP_C : BOBINIER;01/09/1992;31/08/1993;3;0;1;N;0;0;N;O;23220025507;232200255;27/01/1995;OPS$BCNDEP8;02;2cap2 electrot.op_c : bobinier;2055;;;
2412550121;241;50025501;2;1;1CAP2 25501;1CAP2 ELECTROT.OP_E: INSTALL.TELECOM.;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;23210025501;232100255;27/01/1995;OPS$BCNDEP8;02;1cap2 electrot.op_e: install.telecom.;2056;;;
2412550122;241;50025501;2;2;2CAP2 25501;2CAP2 ELECTROT.OP_E: INSTALL.TELECOM.;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;23220025501;232200255;27/01/1995;OPS$BCNDEP8;02;2cap2 electrot.op_e: install.telecom.;2057;;;
2412550221;241;50025502;2;1;1CAP2 25502;1CAP2 ELECTRICIEN D'AUTOMOBILES;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;23210025502;232100255;27/01/1995;OPS$BCNDEP8;02;1cap2 electricien d'automobiles;2058;;;
2412550222;241;50025502;2;2;2CAP2 25502;2CAP2 ELECTRICIEN D'AUTOMOBILES;01/09/1992;02/09/1992;3;0;0;N;0;0;N;O;23220025502;232200255;27/01/1995;OPS$BCNDEP8;02;2cap2 electricien d'automobiles;2059;;;
2412550821;241;50025508;2;1;1CAP2 25508;1CAP2 ELECTROTECHNIQUE;01/09/1992;31/08/2005;3;1;;N;;;O;O;23210025508;232100255;08/07/2004;BCNSCO6;02;1cap2 electrotechnique;2060;;;
2412550822;241;50025508;2;2;2CAP2 25508;2CAP2 ELECTROTECHNIQUE;01/09/1992;31/08/2006;3;1;;N;;;O;O;23220025508;232200255;08/07/2004;BCNSCO6;02;2cap2 electrotechnique;2061;;;
2412550921;241;50025509;2;1;1CAP2 25509;1CAP2 ELECTROBOBINAGE;01/09/1993;31/08/2005;3;1;;N;;;O;O;23210025509;232100255;15/03/2005;BCNSCO6;02;1cap2 electrobobinage;2062;;;
2412550922;241;50025509;2;2;2CAP2 25509;2CAP2 ELECTROBOBINAGE;01/09/1993;31/08/2007;3;1;;N;;;O;O;23220025509;232200255;15/03/2005;BCNSCO6;02;2cap2 electrobobinage;2063;;;
