MEF;DISPOSITIF_FORMATION;FORMATION_DIPLOME;DUREE_DISPOSITIF;ANNEE_DISPOSITIF;LIBELLE_COURT;LIBELLE_LONG;DATE_OUVERTURE;DATE_FERMETURE;STATUT_MEF;NB_OPTION_OBLIGATOIRE;NB_OPTION_FACULTATIF;RENFORCEMENT_LANGUE;DUREE_PROJET;DUREE_STAGE;HORAIRE;MEF_INSCRIPTION_SCOLARITE;MEF_STAT_11;MEF_STAT_9;DATE_INTERVENTION;NUMERO_COMPTE;GESTION_DIFFUSION;LIBELLE_EDITION;ID;CREATED_AT;UPDATED_AT;N_COMMENTAIRE
2402520511;240;50025205;1;1;1CAP1 25205;1CAP1 MECA.MAINT.OP_A: VOITURES PARTIC;01/09/1995;31/08/2005;3;1;;N;;;O;O;23110025205;231100252;06/07/2004;BCNSCO6;02;1cap1 meca.maint.op_a: voitures partic;4756;;;
2402520611;240;50025206;1;1;1CAP1 25206;1CAP1 MECA.MAINT.OP_B: VEHICULES INDUST;01/09/1995;31/08/2005;3;1;;N;;;O;O;23110025206;231100252;06/07/2004;BCNSCO6;02;1cap1 meca.maint.op_b: vehicules indust;4757;;;
3102310311;310;32023103;1;1;1BTS1 23103;1BTS1 GEOLOGIE APPLIQUEE;01/09/1995;31/08/2020;3;1;;N;;;N;O;32111023103;321110231;17/05/2019;BCNSCO7;02;1bts1 geologie appliquee;4741;;;
2402520711;240;50025207;1;1;1CAP1 25207;1CAP1 MECA.MAINT.OP_C: BATEAUX;01/09/1995;31/08/2008;3;1;;N;;;O;O;23110025207;231100252;20/04/2007;BCNSCO6;02;1cap1 meca.maint.op_c: bateaux;4759;;;
2402520811;240;50025208;1;1;1CAP1 25208;1CAP1 MECA.MAINT.OP_D: CYCLES;01/09/1995;31/08/2005;3;1;;N;;;O;O;23110025208;231100252;06/07/2004;BCNSCO6;02;1cap1 meca.maint.op_d: cycles;4760;;;
2402520911;240;50025209;1;1;1CAP1 25209;1CAP1 MECA.EN TRACTEURS & MATERL.AGRIC.;01/09/1995;31/08/2005;3;1;;N;;;O;O;23110025209;231100252;06/07/2004;BCNSCO6;02;1cap1 meca.en tracteurs & materl.agric.;4761;;;
2402200311;240;50022003;1;1;1CAP1 22003;1CAP1 EXPLOITATION INSTALLATIONS INDUST;01/09/1995;31/08/2004;3;1;;N;;;O;O;23110022003;231100220;19/02/2003;BCNSCO6;02;1cap1 exploitation installations indust;4762;;;
2402511111;240;50025111;1;1;1CAP1 25111;1CAP1 MECANIC.MATERIELS PARCS & JARDINS;01/09/1995;31/08/2005;3;1;;N;;;O;O;23110025111;231100251;06/07/2004;BCNSCO6;02;1cap1 mecanic.materiels parcs & jardins;4763;;;
2452500611;245;40025006;1;1;1BPR1 25006;1BPR1  MICROTECHNIQUES;01/09/2005;31/08/2010;3;1;;N;;;O;O;23610025006;236100250;16/01/2014;BCNSCO6;02;1bpr1  microtechniques;5294;;;
2462500621;246;40025006;2;1;PREPRO25006;PREPRO MICROTECHNIQUES;01/09/2004;31/08/2009;3;1;;N;;;O;O;23710025006;237100250;05/05/2009;BCNSCO6;02;Prepro microtechniques;5295;;;
2462500622;246;40025006;2;2;TERPRO25006;TERPRO MICROTECHNIQUES;01/09/2005;31/08/2010;3;1;;N;;;O;O;23720025006;237200250;16/01/2014;BCNSCO6;02;Terpro microtechniques;5296;;;
2452510611;245;40025106;1;1;1BPR1 25106;1BPR1  TECHNICIEN D'USINAGE;01/09/2005;31/08/2010;3;1;;N;;;O;O;23610025106;236100251;16/01/2014;BCNSCO6;02;1bpr1  technicien d'usinage;5297;;;
2462510621;246;40025106;2;1;PREPRO25106;PREPRO TECHNICIEN D'USINAGE;01/09/2004;31/08/2009;3;1;;N;;;O;O;23710025106;237100251;05/05/2009;BCNSCO6;02;Prepro technicien d'usinage;5298;;;
2462510622;246;40025106;2;2;TERPRO25106;TERPRO TECHNICIEN D'USINAGE;01/09/2005;31/08/2010;3;1;;N;;;O;O;23720025106;237200251;16/01/2014;BCNSCO6;02;Terpro technicien d'usinage;5299;;;
2452510811;245;40025108;1;1;1BPR1 25108;1BPR1  TECHNICIEN MODELEUR;01/09/2005;31/08/2010;3;1;;N;;;O;O;23610025108;236100251;16/01/2014;BCNSCO6;02;1bpr1  technicien modeleur;5300;;;
2462510821;246;40025108;2;1;PREPRO25108;PREPRO TECHNICIEN MODELEUR;01/09/2004;31/08/2009;3;1;;N;;;O;O;23710025108;237100251;05/05/2009;BCNSCO6;02;Prepro technicien modeleur;5301;;;
2462510822;246;40025108;2;2;TERPRO25108;TERPRO TECHNICIEN MODELEUR;01/09/2005;31/08/2010;3;1;;N;;;O;O;23720025108;237200251;16/01/2014;BCNSCO6;02;Terpro technicien modeleur;5302;;;
2452510711;245;40025107;1;1;1BPR1 25107;1BPR1  TECHNICIEN OUTILLEUR;01/09/2005;31/08/2010;3;1;;N;;;O;O;23610025107;236100251;16/01/2014;BCNSCO6;02;1bpr1  technicien outilleur;5303;;;
2462100122;246;40021001;2;2;TERPRO21001;TERPRO AGRO-EQUIPEMENT;30/08/1996;31/08/1996;3;;;N;;;N;O;23720021001;237200210;20/04/1996;BCNSPN;02;Terpro agro-equipement;5398;;;
2462510721;246;40025107;2;1;PREPRO25107;PREPRO TECHNICIEN OUTILLEUR;01/09/2004;31/08/2009;3;1;;N;;;O;O;23710025107;237100251;05/05/2009;BCNSCO6;02;Prepro technicien outilleur;5304;;;
2462510722;246;40025107;2;2;TERPRO25107;TERPRO TECHNICIEN OUTILLEUR;01/09/2005;31/08/2010;3;1;;N;;;O;O;23720025107;237200251;16/01/2014;BCNSCO6;02;Terpro technicien outilleur;5305;;;
2473121433;247;40031214;3;3;TLEPRO31214;TLEPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;01/09/2021;;3;;;N;;;N;O;23830031214;238300312;28/01/2019;BCNSCO7;02;Tlepro mét. commerce et vente opt.B pros.client. valor.offre commerc.;11283;;;
2473121431;247;40031214;3;1;2NDPRO31214;2NDPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;01/09/2019;;4;;;N;;;N;O;23810031214;238100312;28/01/2019;BCNSCO7;02;2ndpro mét. commerce et vente opt.B pros.client. valor.offre commerc.;11281;;;Réforme bac pro 2022 réservé à l'apprentissage
2472009933;247;40020099;3;3;3BPR3 20099;3BPR3 TECHNO.INDUSTRIELL.FONDAM.;01/09/2004;31/08/2008;3;;;N;;;N;O;23830020099;238300200;23/04/2010;BCNSCO6;02;3bpr3   techno.industriell.fondam.;5312;;;
2472019933;247;40020199;3;3;3BPR3 20199;3BPR3 TECHNO DE COMDE TRANSFORM;01/09/2004;31/08/2008;3;;;N;;;N;O;23830020199;238300201;23/04/2010;BCNSCO6;02;3bpr3   techno de comde transform;5313;;;
2472109933;247;40021099;3;3;3BPR3 21099;3BPR3 SPEC.PLURIV.DE L'AGRONOMIE;01/09/2004;31/08/2008;3;;;N;;;N;O;23830021099;238300210;23/04/2010;BCNSCO6;02;3bpr3   spec.pluriv.de l'agronomie;5314;;;
2472119933;247;40021199;3;3;3BPR3 21199;3BPR3 PROD.VEGETALES, CULTUR.SPE;01/09/2004;31/08/2008;3;;;N;;;N;O;23830021199;238300211;23/04/2010;BCNSCO6;02;3bpr3   prod.vegetales, cultur.spe;5315;;;
2472129933;247;40021299;3;3;3BPR3 21299;3BPR3 PROD.ANIMALES, ELEVAGE SPE;01/09/2004;31/08/2008;3;;;N;;;N;O;23830021299;238300212;23/04/2010;BCNSCO6;02;3bpr3   prod.animales, elevage spe;5316;;;
2472139933;247;40021399;3;3;3BPR3 21399;3BPR3 FORETS, ESPACES NATURELS,;01/09/2004;31/08/2008;3;;;N;;;N;O;23830021399;238300213;23/04/2010;BCNSCO6;02;3bpr3   forets, espaces naturels,;5317;;;
2472149933;247;40021499;3;3;3BPR3 21499;3BPR3 AMENAGEMENT PAYSAGER (PARC;01/09/2004;31/08/2008;3;;;N;;;N;O;23830021499;238300214;23/04/2010;BCNSCO6;02;3bpr3   amenagement paysager (parc;5318;;;
2472209933;247;40022099;3;3;3BPR3 22099;3BPR3 SPEC.PLURITECHNO TRANSFORM;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022099;238300220;23/04/2010;BCNSCO6;02;3bpr3   spec.pluritechno transform;5319;;;
2472219933;247;40022199;3;3;3BPR3 22199;3BPR3 AGRO-ALIMENTAIRE, ALIMENTA;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022199;238300221;23/04/2010;BCNSCO6;02;3bpr3   agro-alimentaire, alimenta;5320;;;
2472229933;247;40022299;3;3;3BPR3 22299;3BPR3 TRANSFO.CHIMIQUES ET APPAR;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022299;238300222;23/04/2010;BCNSCO6;02;3bpr3   transfo.chimiques et appar;5321;;;
2472249933;247;40022499;3;3;3BPR3 22499;3BPR3 MATERIAUX DE CONSTRUCTION,;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022499;238300224;23/04/2010;BCNSCO6;02;3bpr3   materiaux de construction,;5322;;;
2472259933;247;40022599;3;3;3BPR3 22599;3BPR3 PLASTURGIE MATX COMPOSITES;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022599;238300225;23/04/2010;BCNSCO6;02;3bpr3   plasturgie matx composites;5323;;;
2472269933;247;40022699;3;3;3BPR3 22699;3BPR3 PAPIER, CARTON;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022699;238300226;23/04/2010;BCNSCO6;02;3bpr3   papier, carton;5324;;;
2472279933;247;40022799;3;3;3BPR3 22799;3BPR3 ENERGIE, GENIE CLIMATIQUE;01/09/2004;31/08/2008;3;;;N;;;N;O;23830022799;238300227;23/04/2010;BCNSCO6;02;3bpr3   energie, genie climatique;5325;;;
2472319933;247;40023199;3;3;3BPR3 23199;3BPR3 MINES & CARR., GENIE CIVIL;01/09/2004;31/08/2008;3;;;N;;;N;O;23830023199;238300231;23/04/2010;BCNSCO6;02;3bpr3   mines & carr., genie civil;5326;;;
2402330411;240;50023304;1;1;1CAP1 23304;1CAP1 ETANCHEITE BATIMENT & TRVX PUBLIC;01/09/1995;31/08/2003;3;1;;N;;;O;O;23110023304;231100233;06/11/2002;BCNSCO6;02;1cap1 etancheite batiment & trvx public;5327;;;
2403360711;240;50033607;1;1;1CAP1 33607;1CAP1 COIFFURE OP_A: COIFFURE MESSIEURS;01/09/1992;31/08/1993;3;0;1;N;0;0;N;O;23110033607;231100336;27/01/1995;OPS$BCNDEP8;02;1cap1 coiffure op_a: coiffure messieurs;5328;;;
2462210221;246;40022102;2;1;PREPRO22102;PREPRO METIERS DE L'ALIMENTATION;01/09/1994;31/08/2009;3;1;;N;;;O;O;23710022102;237100221;05/05/2009;BCNSCO6;02;Prepro metiers de l'alimentation;5329;;;
2542240122;254;45022401;2;2;2BP2  22401;2BP2 MONTEUR POSEUR TECHNIVERRIER;01/09/1993;31/08/1998;2;0;0;N;0;0;N;O;25120022401;251200224;15/10/1997;BCNSCO6;02;2bp2 monteur poseur techniverrier;5330;;;
2542230122;254;45022301;2;2;2BP2  22301;2BP2 FONDERIE;01/09/1993;31/08/1999;2;0;0;N;0;0;N;O;25120022301;251200223;17/09/1997;BCNSCO6;02;2bp2 fonderie;5331;;;
2542421422;254;45024214;2;2;2BP2  24214;2BP2 VETEMT SUR MESURE : COUTURE FLOU;01/09/1994;;3;0;;N;;;N;O;25120024214;251200242;30/04/2002;BCNSCO6;02;2bp2 vetemt sur mesure : couture flou;5332;;;
2433110411;243;51031104;1;1;1BEP1 31104;1BEP1  LOGISTIQUE ET COMMERCIALISATION;01/09/2001;31/08/2010;3;1;;N;;;O;O;23410031104;234100311;16/09/2009;BCNSCO6;02;1bep1  logistique et commercialisation;5912;;;
2443110421;244;51031104;2;1;SECBEP31104;SECBEP LOGISTIQUE ET COMMERCIALISATION;01/09/2001;31/08/2009;3;1;;N;;;O;O;23510031104;235100311;05/05/2009;BCNSCO6;02;Secbep logistique et commercialisation;5913;;;
2443110422;244;51031104;2;2;TERBEP31104;TERBEP LOGISTIQUE ET COMMERCIALISATION;01/09/2001;31/08/2010;3;1;;N;;;O;O;23520031104;235200311;16/09/2009;BCNSCO6;02;Terbep logistique et commercialisation;5914;;;
2452400311;245;40024003;1;1;1BPR1 24003;1BPR1  MET.MODE IND.CONNEXES-PRODUCTIQUE;01/09/2001;31/08/2010;3;1;;N;;;O;O;23610024003;236100240;23/04/2010;BCNSCO6;02;1bpr1  met.mode ind.connexes-productique;5915;;;
2462400321;246;40024003;2;1;PREPRO24003;PREPRO MET.MODE IND.CONNEXES-PRODUCTIQUE;01/09/2001;31/08/2009;3;1;;N;;;O;O;23710024003;237100240;05/05/2009;BCNSCO6;02;Prepro met.mode ind.connexes-productique;5916;;;
2462400322;246;40024003;2;2;TERPRO24003;TERPRO MET.MODE IND.CONNEXES-PRODUCTIQUE;01/09/2001;31/08/2010;3;1;;N;;;O;O;23720024003;237200240;23/04/2010;BCNSCO6;02;Terpro met.mode ind.connexes-productique;5917;;;
2472400331;247;40024003;3;1;1BPR3 24003;1BPR3  MET.MODE IND.CONNEXES-PRODUCTIQUE;01/09/2001;31/08/2009;3;1;;N;;;O;O;23810024003;238100240;05/05/2009;BCNSCO6;02;1bpr3  met.mode ind.connexes-productique;5918;;;
2402344311;240;50023443;1;1;1CAP1 23443;1CAP1  CONDUCTEUR-OPERATEUR DE SCIERIE;01/09/2005;;3;0;;N;;;N;O;23110023443;231100234;30/03/2020;BCNSCO7;02;1cap1 conducteur-opérateur de scierie;5309;;;GH2
2472400332;247;40024003;3;2;1ERPRO24003;1ERPRO MET.MODE IND.CONNEXES-PRODUCTIQUE;01/09/2001;31/08/2010;3;1;;N;;;O;O;23820024003;238200240;23/04/2010;BCNSCO6;02;1ere pro  met.mode ind.connexes-productique;5919;;;
2472400333;247;40024003;3;3;TLEPRO24003;TLEPRO MET.MODE IND.CONNEXES-PRODUCTIQUE;01/09/2001;31/08/2011;3;1;;N;;;O;O;23830024003;238300240;27/04/2010;BCNSCO6;02;tlepro  met.mode ind.connexes-productique;5920;;;GH1
2452400211;245;40024002;1;1;1BPR1 24002;1BPR1  METIERS PRESSING BLANCHISSERIE;01/09/2001;31/08/2010;3;1;;N;;;O;O;23610024002;236100240;16/01/2014;BCNSCO6;02;1bpr1  metiers pressing blanchisserie;5921;;;
2462400222;246;40024002;2;2;TERPRO24002;TERPRO METIERS PRESSING BLANCHISSERIE;01/09/2001;31/08/2010;3;1;;N;;;O;O;23720024002;237200240;16/01/2014;BCNSCO6;02;Terpro metiers pressing blanchisserie;5922;;;
2542321121;254;45023211;2;1;1BP2  23211;1BP2   COUVREUR;01/09/2001;31/08/2015;3;0;;N;;;N;O;25110023211;251100232;02/06/2015;BCNSCO6;02;1bp2   couvreur;5925;;;
2542321122;254;45023211;2;2;2BP2  23211;2BP2   COUVREUR;01/09/2001;31/08/2016;3;0;;N;;;N;O;25120023211;251200232;02/06/2015;BCNSCO6;02;2bp2   couvreur;5926;;;
2502231511;250;40122315;1;1;1BMA1 22315;1BMA1  ART DU BIJOU ET DU JOYAU;01/09/2001;31/08/2011;3;1;;N;;;O;O;23B10022315;23B100223;16/03/2010;BCNSCO6;02;1bma1  art du bijou et du joyau;5927;;;
2512231521;251;40122315;2;1;1BMA2 22315;1BMA2  ART DU BIJOU ET DU JOYAU;01/09/2001;31/08/2010;3;1;;N;;;O;O;23C10022315;23C100223;16/03/2010;BCNSCO6;02;1bma2  art du bijou et du joyau;5928;;;
2512231522;251;40122315;2;2;2BMA2 22315;2BMA2  ART DU BIJOU ET DU JOYAU;01/09/2001;31/08/2011;3;1;;N;;;O;O;23C20022315;23C200223;16/03/2010;BCNSCO6;02;2bma2  art du bijou et du joyau;5929;;;
2522231531;252;40122315;3;1;1BMA3 22315;1BMA3  ART DU BIJOU ET DU JOYAU;01/09/2001;31/08/2002;3;0;;N;;;O;O;23D10022315;23D100223;28/04/2011;BCNSCO6;02;1bma3  art du bijou et du joyau;5930;;;
2522231532;252;40122315;3;2;2BMA3 22315;2BMA3  ART DU BIJOU ET DU JOYAU;01/09/2001;31/08/2002;3;0;;N;;;O;O;23D20022315;23D200223;28/04/2011;BCNSCO6;02;2bma3  art du bijou et du joyau;5931;;;
2522231533;252;40122315;3;3;3BMA3 22315;3BMA3  ART DU BIJOU ET DU JOYAU;01/09/2001;31/08/2002;3;0;;N;;;O;O;23D30022315;23D300223;28/04/2011;BCNSCO6;02;3bma3  art du bijou et du joyau;5932;;;
3152340911;315;32123409;1;1;1DMA1 23409;1DMA1  LUTHERIE;01/09/2002;;3;1;;N;;;O;O;32510023409;325100234;26/04/2002;BCNSCO6;02;1dma1  lutherie;5933;;;
3162340921;316;32123409;2;1;1DMA2 23409;1DMA2  LUTHERIE;01/09/2001;;3;1;;N;;;O;O;32610023409;326100234;28/09/2000;BCNSCO6;02;1dma2  lutherie;5934;;;
2423259932;242;50032599;3;2;2CAP3 32599;2CAP3  DOCUM., BIBLIOTH., ;01/09/2004;31/08/2011;3;;;N;;;N;O;23320032599;233200325;23/02/2011;BCNSCO6;02;2cap3  docum., biblioth., ;5935;;;
2423269932;242;50032699;3;2;2CAP3 32699;2CAP3  INFORMATIQ, TRAITMT INFORM;01/09/2004;31/08/2011;3;;;N;;;N;O;23320032699;233200326;23/02/2011;BCNSCO6;02;2cap3  informatiq, traitmt inform;5936;;;
2423309932;242;50033099;3;2;2CAP3 33099;2CAP3  SPEC.PLURIV.SANIT & SOCIAL;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033099;233200330;23/02/2011;BCNSCO6;02;2cap3  spec.pluriv.sanit & social;5937;;;
2423319932;242;50033199;3;2;2CAP3 33199;2CAP3  SANTE;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033199;233200331;23/02/2011;BCNSCO6;02;2cap3  sante;5938;;;
2423329932;242;50033299;3;2;2CAP3 33299;2CAP3  TRAVAIL SOCIAL;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033299;233200332;23/02/2011;BCNSCO6;02;2cap3  travail social;5939;;;
2423339932;242;50033399;3;2;2CAP3 33399;2CAP3  ENSEIGNEMENT, FORMATION;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033399;233200333;23/02/2011;BCNSCO6;02;2cap3  enseignement, formation;5940;;;
2423349932;242;50033499;3;2;2CAP3 33499;2CAP3  ACCUEIL, HOTEL, TOURISME;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033499;233200334;23/02/2011;BCNSCO6;02;2cap3  accueil, hotel, tourisme;5941;;;
2423359932;242;50033599;3;2;2CAP3 33599;2CAP3  ANIMA.CULT. SPORT. LOISIRS;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033599;233200335;23/02/2011;BCNSCO6;02;2cap3  anima.cult. sport. loisirs;5942;;;
2423369932;242;50033699;3;2;2CAP3 33699;2CAP3  COIFFURE, ESTHETIQUE ;01/09/2004;31/08/2011;3;;;N;;;N;O;23320033699;233200336;23/02/2011;BCNSCO6;02;2cap3  coiffure, esthetique ;5943;;;
2423409932;242;50034099;3;2;2CAP3 34099;2CAP3  SPEC.PLURIV.SERV.COLLECTIV;01/09/2004;31/08/2011;3;;;N;;;N;O;23320034099;233200340;23/02/2011;BCNSCO6;02;2cap3  spec.pluriv.serv.collectiv;5944;;;
2423419932;242;50034199;3;2;2CAP3 34199;2CAP3  AMENGT TERRIT., DEVEL., UR;01/09/2004;31/08/2011;3;;;N;;;N;O;23320034199;233200341;23/02/2011;BCNSCO6;02;2cap3  amengt territ., devel., ur;5945;;;
2423439932;242;50034399;3;2;2CAP3 34399;2CAP3  NETTOYAGE, ASSAIN., PROTEC;01/09/2004;31/08/2011;3;;;N;;;N;O;23320034399;233200343;23/02/2011;BCNSCO6;02;2cap3  nettoyage, assain., protec;5946;;;
2423449932;242;50034499;3;2;2CAP3 34499;2CAP3  SECURIT.DES BIENS & PERSON;01/09/2004;31/08/2011;3;;;N;;;N;O;23320034499;233200344;23/02/2011;BCNSCO6;02;2cap3  securit.des biens & person;5947;;;
2423459932;242;50034599;3;2;2CAP3 34599;2CAP3  APPLIC.DROITS & STATUTS ;01/09/2004;31/08/2011;3;;;N;;;N;O;23320034599;233200345;23/02/2011;BCNSCO6;02;2cap3  applic.droits & statuts ;5948;;;
2423469932;242;50034699;3;2;2CAP3 34699;2CAP3  SPECIALITES MILITAIRES;01/09/2004;31/08/2011;3;;;N;;;N;O;23320034699;233200346;23/02/2011;BCNSCO6;02;2cap3  specialites militaires;5949;;;
2422019931;242;50020199;3;1;1CAP3 20199;1CAP3  TECHNO DE COMDE TRANSFORM;01/09/2004;31/08/2011;3;;;N;;;N;O;23310020199;233100201;23/02/2011;BCNSCO6;02;1cap3  techno de comde transform;5950;;;
2472520632;247;40025206;3;2;2BPR3 25206;2BPR3  MAINT.EXPL.MATERL.AGR.TP & PARCS;01/09/1998;31/08/2002;3;1;;N;;;O;O;23820025206;238200252;16/05/2002;BCNSCO6;02;2bpr3  maint.expl.materl.agr.tp & parcs;6517;;;
2472520633;247;40025206;3;3;3BPR3 25206;3BPR3  MAINT.EXPL.MATERL.AGR.TP & PARCS;01/09/1998;31/08/2003;3;1;;N;;;O;O;23830025206;238300252;23/04/2010;BCNSCO6;02;3bpr3   maint.expl.materl.agr.tp & parcs;6518;;;
2452210311;245;40022103;1;1;1BPR1 22103;1BPR1  BIO-INDUSTRIES DE TRANSFORMATION;01/09/1998;31/08/2010;3;0;;N;;;O;O;23610022103;236100221;23/04/2010;BCNSCO6;02;1bpr1  bio-industries de transformation;6519;;;
2462210322;246;40022103;2;2;TERPRO22103;TERPRO BIO-INDUSTRIES DE TRANSFORMATION;01/09/1998;31/08/2010;3;1;;N;;;O;O;23720022103;237200221;21/09/2009;BCNSCO6;02;Terpro bio-industries de transformation;6520;;;
2472210332;247;40022103;3;2;1ERPRO22103;1ERPRO BIO-INDUSTRIES DE TRANSFORMATION;01/09/1998;31/08/2010;3;1;;N;;;O;O;23820022103;238200221;21/09/2009;BCNSCO6;02;1ere pro  bio-industries de transformation;6521;;;
2472210333;247;40022103;3;3;TLEPRO22103;TLEPRO BIO-INDUSTRIES DE TRANSFORMATION;01/09/1998;31/08/2011;3;1;;N;;;O;O;23830022103;238300221;27/04/2010;BCNSCO6;02;tlepro  bio-industries de transformation;6522;;;GH1
2452250211;245;40022502;1;1;1BPR1 22502;1BPR1  PLASTURGIE;01/09/1998;31/08/2010;3;1;;N;;;O;O;23610022502;236100225;23/04/2010;BCNSCO6;02;1bpr1  plasturgie;6523;;;
2462250222;246;40022502;2;2;TERPRO22502;TERPRO PLASTURGIE;01/09/1998;31/08/2010;3;1;;N;;;O;O;23720022502;237200225;23/04/2010;BCNSCO6;02;Terpro plasturgie;6524;;;
2472250232;247;40022502;3;2;2BPR3 22502;2BPR3  PLASTURGIE;01/09/1998;31/08/2009;3;0;;N;;;N;O;23820022502;238200225;05/05/2009;BCNSCO6;02;2bpr3  plasturgie;6525;;;
2472250233;247;40022502;3;3;TLEPRO22502;TLEPRO PLASTURGIE;01/09/1998;31/08/2011;3;1;;N;;;O;O;23830022502;238300225;04/05/2010;BCNSCO6;02;tlepro  plasturgie;6526;;;GH1
3102520711;310;32025207;1;1;1BTS1 25207;1BTS1  AGRO-EQUIPEMENT;01/09/1998;31/08/2014;3;1;;N;;;N;O;32111025207;321110252;24/04/2013;BCNSCO6;02;1bts1  agro-equipement;6530;;;
3103130411;310;32031304;1;1;1BTS1 31304;1BTS1  ASSURANCE;01/09/1998;31/08/2008;3;1;;N;;;N;O;32111031304;321110313;18/05/2012;BCNSCO6;02;1bts1  assurance;6531;;;
3113130422;311;32031304;2;2;2BTS2 31304;2BTS2  ASSURANCE;01/09/1998;31/08/2008;3;1;;N;;;O;O;32221031304;322210313;20/04/2007;BCNSCO6;02;2bts2  assurance;6532;;;
3102230911;310;32022309;1;1;1BTS1 22309;1BTS1  MISE EN FORME DES ALLIAGES MOULES;01/09/1998;31/08/2010;3;1;;N;;;N;O;32111022309;321110223;18/05/2012;BCNSCO6;02;1bts1  mise en forme des alliages moules;6535;;;
2542320921;254;45023209;2;1;1BP2  23209;1BP2   METIERS DE LA PISCINE;01/09/1998;31/08/2017;3;0;;N;;;N;O;25110023209;251100232;04/05/2017;BCNSCO7;02;1bp2   metiers de la piscine;6528;;;
2432511011;243;51025110;1;1;1BEP1 25110;1BEP1  MET. PRODUCTION.MECA. INFORMATIS.;01/09/2003;31/08/2010;3;1;;N;;;O;O;23410025110;234100251;16/09/2009;BCNSCO6;02;1bep1  met. production.meca. informatis.;6538;;;
2442511022;244;51025110;2;2;TERBEP25110;TERBEP MET. PRODUCTION.MECA. INFORMATIS.;01/09/2003;31/08/2010;3;1;;N;;;O;O;23520025110;235200251;16/09/2009;BCNSCO6;02;Terbep met. production.meca. informatis.;6539;;;
3162230122;316;32122301;2;2;2DMA2 22301;2DMA2  ART DU BIJOU ET DU JOYAU;01/09/2002;;3;1;;N;;;O;O;32620022301;326200223;30/04/2002;BCNSCO6;02;2dma2  art du bijou et du joyau;6540;;;
3152230111;315;32122301;1;1;1DMA1 22301;1DMA1  ART DU BIJOU ET DU JOYAU;01/09/2002;;3;1;;N;;;O;O;32510022301;325100223;26/04/2002;BCNSCO6;02;1dma1  art du bijou et du joyau;6541;;;
2142100211;214;43321002;1;1;T-TECA21002;T_TECA STAE SYSTEMES DE PRODUCTION;01/09/2003;31/08/2007;3;;;N;;;N;O;22132621002;221326210;19/02/2007;BCNSPN5;02;T_teca stae systemes de production;6542;;;
2132210311;213;43322103;1;1;1-TECA22103;1_TECA STPA SCES ET TECH PROD AGRO-ALIM;01/09/2002;31/08/2007;1;;;N;;;N;O;22122722103;221227221;20/03/2007;BCNSCO5;02;1_teca stpa sces et tech prod agro-alim;6543;;;
2142210311;214;43322103;1;1;T-TECA22103;T_TECA STPA SCES ET TECH PROD AGRO-ALIM;01/09/2003;31/08/2007;3;;;N;;;N;O;22132722103;221327221;19/02/2007;BCNSPN5;02;T_teca stpa sces et tech prod agro-alim;6544;;;
2432550911;243;51025509;1;1;1BEP1 25509;1BEP1  METIERS DE L'ELECTROTECHNIQUE;01/09/2003;31/08/2010;3;1;;N;;;O;O;23410025509;234100255;16/09/2009;BCNSCO6;02;1bep1  metiers de l'electrotechnique;6545;;;
2442550922;244;51025509;2;2;TERBEP25509;TERBEP METIERS DE L'ELECTROTECHNIQUE;01/09/2003;31/08/2010;3;1;;N;;;O;O;23520025509;235200255;16/09/2009;BCNSCO6;02;Terbep metiers de l'electrotechnique;6546;;;
2142100311;214;43321003;1;1;T-TECA21003;T-TECA STAE TECHNOLOGIE DES AMENAGEMENTS;01/09/2003;31/08/2007;3;;;N;;;N;O;22132621003;221326210;19/02/2007;BCNSPN5;02;T-teca stae technologie des amenagements;6549;;;
2533440211;253;01034402;1;1;MC    34402;MC     SECU.CIVILE ET D'ENTREPRISE (MC5);01/09/2002;;3;0;;N;;;N;O;23910034402;239100344;18/03/2003;BCNSCO6;02;Mc     secu.civile et d'entreprise (mc5);6550;;;
2452521111;245;40025211;1;1;1BPR1 25211;1BPR1  MAINT.MATERIELS OPT.A AGRICOLES;01/09/2003;31/08/2010;3;1;;N;;;O;O;23610025211;236100252;16/01/2014;BCNSCO6;02;1bpr1  maint.materiels opt.a agricoles;6551;;;
2452521211;245;40025212;1;1;1BPR1 25212;1BPR1  MAINT.MATERIELS OPT.B TP MANUTEN.;01/09/2003;31/08/2010;3;1;;N;;;O;O;23610025212;236100252;16/01/2014;BCNSCO6;02;1bpr1  maint.materiels opt.b tp manuten.;6552;;;
