uai;siret;raison_sociale;enseigne;nature;departement;commune;adresse;prepa_apprentissage
0594663Y;13002374000033;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA TOURCOING CEFMA;formateur;59;Tourcoing;171 CHS DENIS PAPIN 59200 TOURCOING;
0594665A;13002374000405;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA SAINT SAULVE/BRUAY-SUR-ESCAUT;formateur;59;Saint-Saulve;383 AV DES ARTS ET METIERS 59880 SAINT-SAULVE;
0594799W;30931979600012;MAISON FAMILIALE RURALE EDUCATION ORIENT;;responsable_formateur;59;Avesnes-sur-Helpe;RUE DU PONT DES DAMES 59440 AVESNES-SUR-HELPE;
0594856H;19590122800013;LYCEE POLYVALENT VALENTINE LABBE;LPO;formateur;59;La Madeleine;41 RUE PAUL DOUMER 59110 LA MADELEINE;
0594889U;34012780200015;INSTITUT NICOLAS BARRE;;responsable_formateur;59;Armentières;145 AV MARC SANGNIER 59280 ARMENTIERES;
0595379B;30048880600146;CFAI REGION NORD PAS-DE-CALAIS;;responsable_formateur;59;Dunkerque;AV JEAN MONNET 59640 DUNKERQUE;
0595380C;30048880600054;CFAI REGION NORD PAS-DE-CALAIS;;responsable_formateur;59;Valenciennes;89 RUE PECLET 59300 VALENCIENNES;
0595427D;78370747400020;COURS PREPARATEURS PHARMACIE;;inconnue;59;Villeneuve-d'Ascq;49 AV DU PONT DE BOIS 59650 VILLENEUVE D'ASCQ;
0595480L;19595480500014;LYCEE PROFESSIONNEL  ILE JEANTY;LP;formateur;59;Dunkerque;RUE AUGUSTIN WAETERAERE 59140 DUNKERQUE;
0595541C;78363847100020;MAISON FAMILIALE APPRENTISSAGE RURAL;;responsable_formateur;59;Le Cateau-Cambrésis;70 RUE FAIDHERBE 59360 LE CATEAU-CAMBRESIS;
0595616J;19590001400018;LYCEE GENERAL TECHNIQUE NOORDOVER;;formateur;59;Grande-Synthe;24 AV DE SUWALKI 59760 GRANDE-SYNTHE;
0595645R;77566202600258;ASS OUVRIERE COMPAGNON DEVOIR TOUR FRANC;AOCDTF;responsable_formateur;59;Villeneuve-d'Ascq;118 RUE DE BABYLONE 59491 VILLENEUVE D'ASCQ;
0595678B;19595678400019;LYCEE PROFESSIONNEL LEONARD DE VINCI;;formateur;59;Trith-Saint-Léger;RUE DE LA RENAISSANCE 59125 TRITH-SAINT-LEGER;
0595756L;13002374000215;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA SOLESMES;formateur;59;Solesmes;CHE DES UHLANS 59730 SOLESMES;
0595771C;19593401300010;LYCEE PROFESSIONNEL AGRICOLE HORTICOLE RAISMES;LPA;responsable_formateur;59;Raismes;AV DU CHATEAU 59590 RAISMES;
0595773E;78386532200029;MAISON FAMILIALE RURALE;;responsable_formateur;59;Haussy;14 RUE AUGUSTE DELCROIX 59294 HAUSSY;
0595787V;19595787300019;LYCEE PROFESSIONNEL ALAIN SAVARY;;formateur;59;Wattrelos;RUE ALAIN SAVARY 59150 WATTRELOS;
0595856V;19595856600018;LYCEE PROFESSIONNEL DE L'YSER;;responsable_formateur;59;Wormhout;18 B RTE D'ESQUELBECQ 59470 WORMHOUT;
0595885B;19595885500015;LYCEE GENERAL TECHNIQUE ARTHUR RIMBAUD;;formateur;59;Sin-le-Noble;1075 RUE PAUL FOUCAULT 59450 SIN-LE-NOBLE;
0596054K;78351618000040;ASSOCIATION JEUNESSE ET AVENIR;;formateur;59;Bailleul;2 RUE EMILE HIE 59270 BAILLEUL;
0596055L;78354361400029;OGEC ST LUC CAMBRAI;;responsable_formateur;59;Cambrai;31 BD DE LA LIBERTE 59400 CAMBRAI;
0596057N;78386335000014;OGEC LYCEE DAMPIERRE VALAREP;SICMBE;formateur;59;Valenciennes;85 AV DE DENAIN 59300 VALENCIENNES;
0596186D;78351045600016;ORGANISME GESTION JEANNE D ARC AULNOYE;;formateur;59;Aulnoye-Aymeries;157 RUE DE L HOTEL DE VILLE 59620 AULNOYE-AYMERIES;
0596188F;82466350400010;OGEC DU GROUPE EPID-VAUBAN;GROUPE EPID-VAUBAN;formateur;59;Dunkerque;20 RUE DE LILLE 59140 DUNKERQUE;
0596248W;78383146400020;L EVEIL SOMAINOIS;;formateur;59;Somain;RUE ROGER SALENGRO 59490 SOMAIN;
0596250Y;13002374000256;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA DUNKERQUE CEFRAL;formateur;59;Dunkerque;214 RUE CTRE TORPILLEUR TRIOMPHANT 59140 DUNKERQUE;
0596314T;19593395700043;ETABLISSEMENT PUBLIC LOCAL D ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DES FLANDRES;CFPPA SITE DUNKERQUE;responsable_formateur;59;Dunkerque;1972 RUE DE LEFFRINCKOUCKE 59240 DUNKERQUE;
0596440E;19590258000016;LYCEE GENERAL ET TECHNOLOGIQUE GASTON BERGER;LGT;formateur;59;Lille;AV GASTON BERGER 59000 LILLE;
0596456X;30540504500504;AFTRAL;AFT TC;responsable_formateur;59;Wasquehal;RUE HARALD STAMMBACH 59290 WASQUEHAL;
0596687Y;19590144200010;LYCEE PROFESSIONNEL AUTOMOBILE ALFRED MONGY;;formateur;59;Marcq-en-Barœul;129 RUE DE LA BRIQUETERIE 59700 MARCQ-EN-BAROEUL;
0596688Z;19594404600018;LYCEE PROFESSIONNEL RENE CASSIN;;formateur;59;Montigny-en-Ostrevent;RUE DES ECOLES 59182 MONTIGNY-EN-OSTREVENT;
0596701N;19590102000014;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE - LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES ET DES MATERIELS;LP LYC METIER;formateur;59;Hazebrouck;4 AV DES FLANDRES 59190 HAZEBROUCK;
0596711Z;81893333500023;FEDERATION COMPAGNONNIQUE REGIONALE HAUTS DE FRANCE;FCMB;inconnue;59;Jeumont;91 RUE DES USINES 59460 JEUMONT;
0596769M;30540504501080;AFTRAL;AFTRAL;responsable_formateur;59;Prouvy;2 RUE COLI 59121 PROUVY;
0596776V;77562556900014;AFEEP MAUBEUGE SAMBRE;;formateur;59;Maubeuge;RUE DE LA CROIX 59600 MAUBEUGE;
0596792M;18592161600057;FCIP EDUCATION ET FORMATION TOUT AU LONG DE LA VIE;;responsable_formateur;59;Lille;111 AV DE DUNKERQUE-LILLE 59000 LILLE;
0596798U;19590198800012;LYCEE PROFESSIONNEL GEORGES GUYNEMER;;formateur;59;Dunkerque;99 RUE DE LA REPUBLIQUE 59430 DUNKERQUE;
0596823W;78370750800017;ASS DES PERES DE FAMILLE DE L ECOLE;;formateur;59;Lille;50 RUE SAINT GABRIEL 59800 LILLE;
0596824X;42906702800077;ASS TOURQUENNOISE DE GESTION DE L'EIC;ATG EIC;responsable_formateur;59;Tourcoing;14 RUE DE L ALMA 59200 TOURCOING;
0596825Y;30540504501452;AFTRAL;AFTRAL;responsable_formateur;59;Grande-Synthe;RUE FRANCOIS NOEL BABEUF 59760 GRANDE-SYNTHE;
0596826Z;19590083200013;LYCEE POLYVALENT CAMILLE CLAUDEL;;formateur;59;Fourmies;1 RUE PAUL LAFARGUE 59610 FOURMIES;
0596827A;19590098000010;LYCEE PROFESSIONNEL PLACIDE COURTOY;;formateur;59;Hautmont;1 RUE PLACIDE COURTOY 59330 HAUTMONT;
0596829C;19590185500013;LYCEE POLYVALENT JEAN MOULIN;;formateur;59;Roubaix;49 BD DU GENERAL DE GAULLE 59100 ROUBAIX;
0596831E;19594375800019;LYCEE PROFESSIONNEL DINAH DERYCKE;;formateur;59;Villeneuve-d'Ascq;365 RUE JULES GUESDE 59650 VILLENEUVE D'ASCQ;
0596847X;19595786500015;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PROUVE;LGT;formateur;59;Lille;2 RUE DE LOMPRET 59160 LILLE;
0596848Y;19590072500027;LYCEE GENERAL TECHNIQUE DE L'EUROPE;LGT;formateur;59;Dunkerque;809 RUE DU BANC VERT 59640 DUNKERQUE;
0596850A;19592832000017;LYCEE PROFESSIONNEL VERTES FEUILLES;;formateur;59;Saint-André-lez-Lille;55 AV DES PEUPLIERS 59350 SAINT-ANDRE-LEZ-LILLE;
0596868V;13002374000041;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA TOURCOING VIROLOIS;formateur;59;Tourcoing;78 RUE DES PIATS 59200 TOURCOING;
0596883L;19590257200013;LYCEE PROFESSIONNEL ILE DE FLANDRE;;formateur;59;Armentières;246 B QUAI DE LA DERIVATION 59280 ARMENTIERES;
0596885N;19590255600016;LYCEE PROFESSIONNEL GUY DEBEYRE;LP;formateur;59;Dunkerque;RUE CTRE TORPILLEUR TRIOMPHANT 59140 DUNKERQUE;
0596889T;19590184800018;LYCEE GENERAL JEAN ROSTAND;;formateur;59;Roubaix;361 RUE GRANDE RUE 59100 ROUBAIX;
0596891V;19590214300013;LYCEE POLYVALENT COLBERT;;formateur;59;Tourcoing;2 PRV JEAN BAPTISTE COLBERT 59200 TOURCOING;
0596902G;79307326300014;ASSOCIATION DE GESTION DU LYCEE DEPOORTER D'HAZEBROUCK;OGEC DEPOORTER;formateur;59;Hazebrouck;9 RUE DEPOORTER 59190 HAZEBROUCK;
0596903H;78386336800016;OGEC DU LYCEE PRIVE;;formateur;59;Valenciennes;40 RUE DE MONS 59300 VALENCIENNES;
0596916X;19590117800010;LYCEE GENERAL TECHNIQUE LOUIS PASTEUR;;formateur;59;Lille;1 RUE DES URBANISTES 59800 LILLE;
0596917Y;78364445300012;OGEC SAINT ELOI HAZEBROUCK;;formateur;59;Hazebrouck;10 RUE DE LA PAIX 59190 HAZEBROUCK;
0596940Y;19594400400017;LYCEE PROFESSIONNEL DE L'AUTOMOBILE ET DU TRANSPORT;;formateur;59;Grande-Synthe;26 RUE FRANCOIS NOEL BABEUF 59760 GRANDE-SYNTHE;
0596957S;20004333900015;LYCEE PROFESSIONNEL AIME CESAIRE;;formateur;59;Lille;115 RUE FRANCISCO FERRER 59800 LILLE;
0596958T;13002374000223;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA CAUDRY;formateur;59;Caudry;RUE L'UNIVERSITE DES METIERS 59540 CAUDRY;
0596960V;80443252400010;FEDERATION ROUBAISIENNE DE L ENSEIGNEMENT SECONDAIRE CATHOLIQUE;OGEC FRESC;responsable_formateur;59;Roubaix;21 RUE PELLART 59100 ROUBAIX;
0596972H;19590005500011;LYCEE PROFESSIONNEL PIERRE-JOSEPH FONTAINE;LP;formateur;59;Anzin;2 AV LEO LAGRANGE 59410 ANZIN;
0596973J;19590011300018;LYCEE POLYVALENT GUSTAVE EIFFEL - LYCEE DES METIERS;LPO;formateur;59;Armentières;96 RUE JULES LEBLEU 59280 ARMENTIERES;
0596995H;38937956100027;CAMPUS PRO;;responsable_formateur;59;Téteghem-Coudekerque-Village;RTE DU CHAPEAU ROUGE 59229 TETEGHEM-COUDEKERQUE-VILLAGE;
0596996J;38937956100043;CAMPUS PRO;;responsable_formateur;59;Lille;5 RUE DE L INNOVATION 59260 LILLE;
0596998L;19590149100017;LYCEE POLYVALENT PIERRE FOREST;LPO;formateur;59;Maubeuge;BD CHARLES DE GAULLE 59600 MAUBEUGE;
0597015E;19590252300016;LYCEE PROF LOUIS LEOPOLD BOILLY;;responsable_formateur;59;La Bassée;6 RUE DU COLLEGE 59480 LA BASSEE;
0597021L;30540504500876;AFTRAL;ISTELI WASQUEHAL;responsable_formateur;59;Wasquehal;158 RUE LEON JOUHAUX 59290 WASQUEHAL;
0597030W;19590221800013;LYCEE GENERAL TECHNIQUE HENRI WALLON;;formateur;59;Valenciennes;16 PL REPUBLIQUE LYCEE WALLON 59300 VALENCIENNES;
0597044L;13002374000272;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA ROUVIGNIES;formateur;59;Rouvignies;6 RUE EDMOND HERLY 59220 ROUVIGNIES;
0597067L;77568013500701;ASSOCIATION POUR LA PROMOTION SOCIALE ET LA FORMATION PROFESSIONNELLE DANS LES TRANSPORTS ROUTIERS;PROMOTRANS;responsable_formateur;59;Villeneuve-d'Ascq;RUE JOHN HADLEY 59650 VILLENEUVE D'ASCQ;
0597090L;50013802900029;ASS DE GESTION DU CFA REGIONAL DES HAUTS DE FRANCE JEAN BOSCO;;responsable_formateur;59;Villeneuve-d'Ascq;10 RUE HORUS 59491 VILLENEUVE D'ASCQ;
0597121V;31151008500013;ORGANISME DE GESTION DU LEP DEFOREST;;formateur;59;Douai;151 RUE JEAN DE GOUY 59500 DOUAI;
0597122W;78376528200026;GPE SCOLAIRE NOTRE DAME DE LA PROVIDENCE;OGEC;formateur;59;Orchies;RUE DES GLYCINES 59310 ORCHIES;
0597123X;52992546300018;OGEC LYCEE CAMILLE DE LELLIS;;formateur;59;Lambersart;1 RUE DE VERLINGHEM 59130 LAMBERSART;
0597127B;77562426500077;INSTITUTION DE LA SALLE LILLE;;formateur;59;Lille;2 RUE JEAN LEVASSEUR 59800 LILLE;
0597148Z;30290228300035;A M I G R A F;;responsable_formateur;59;Lille;92 RUE ABELARD 59000 LILLE;
0597175D;31728875100017;ORGANISME DE GESTION DES ECOLES FORGES;LYCEE JEAN PAUL II;formateur;59;Denain;13 RUE DU COUVENT 59220 DENAIN;
0597176E;78350456600010;OGEC ECA SAINT JUDE;;responsable_formateur;59;Armentières;18 RUE LAMARTINE 59280 ARMENTIERES;
0597177F;78364439600013;OGEC SAINT JACQUES;;formateur;59;Hazebrouck;58 RUE DE LA SOUS PREFECTURE 59190 HAZEBROUCK;
0597178G;78372283800027;ORGANISME DE GESTION DES LYCEES CATHOLIQUES DE LOOS;;responsable_formateur;59;Loos;6 RUE DU MARECHAL JOFFRE 59120 LOOS;
0597221D;78370748200015;ASS ENSEIGN PROFESSIONNEL ET TECHNIQUE;;formateur;59;Lille;15 PL DU CONCERT 59800 LILLE;
0601203G;13002374000348;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA BEAUVAIS;formateur;60;Beauvais;3 RUE LEONARD DE VINCI 60000 BEAUVAIS;
0601206K;50260294900039;BTP CFA PICARDIE;;inconnue;60;Agnetz;290 IMP DE LA CROIX VERTE 60600 AGNETZ;
0601211R;13002271800386;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;LAHO OISE;formateur;60;Nogent-sur-Oise;230 RUE CHARLES SOMASCO 60180 NOGENT-SUR-OISE;
0601610Z;30291412200015;ASS DES MAISONS FAMILIALES;;responsable_formateur;60;Songeons;5 PL DU GENERAL DE GAULLE 60380 SONGEONS;
0601688J;30291371000018;MAISON FAMILIALE RURALE;;responsable_formateur;60;Saint-Sulpice;CHATEAU DE CRECY 60430 SAINT-SULPICE;
0601996U;19601265200026;LYCEE PROFESSIONNEL AGRICOLE;CTRE FORMATION PROFESSIONNELLE ADULTES;responsable_formateur;60;Ribécourt-Dreslincourt;91 RUE ANDRE RENIER 60170 RIBECOURT-DRESLINCOURT;
0601997V;19601782600021;ETAB PUBLIC ENSEIGNEMENT AGRICOLE OISE;CTRE FORMATION PROF POUR ADULTES;responsable_formateur;60;Airion;60600 AIRION;
0602089V;19601782600013;ETAB PUBLIC ENSEIGNEMENT AGRICOLE OISE;LYCEE GEN TECHNOL AGRICOLE;responsable_formateur;60;Airion;60600 AIRION;
0602092Y;30540504500116;AFTRAL;AFTRAL;responsable_formateur;60;Monchy-Saint-Éloi;RUE REPUBLIQUE 60290 MONCHY-SAINT-ELOI;
0602114X;13002374000363;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA COMPIEGNE;formateur;60;Compiègne;1 B RUE JOSEPH CUGNOT 60200 COMPIEGNE;
0602136W;19600062400011;LYCEE PROFESSIONNEL MARIE CURIE;;inconnue;60;Nogent-sur-Oise;47 BD PIERRE DE COUBERTIN 60180 NOGENT-SUR-OISE;
0602137X;19600049100015;LYCEE PROFESSIONNEL AMYOT D'INVILLE;;inconnue;60;Senlis;10 AV REIMS 60300 SENLIS;
0602138Y;19600040000016;LYCEE GENERAL ET TECHNOLOGIQUE JEAN CALVIN;LGT;inconnue;60;Noyon;RUE JEAN MOULIN 60400 NOYON;
0602140A;19600013700014;LYCEE GENERAL ET TECHNOLOGIQUE CASSINI;LGT;inconnue;60;Clermont;11 RUE HENRI BREUIL 60600 CLERMONT;
0602141B;19600003800014;LYCEE PROFESSIONNEL JEAN-BAPTISTE COROT - LYCEE DES METIERS DE L' HABITAT ET DU COMMERCE;LP;inconnue;60;Beauvais;4 RUE HENRI LEBESGUE 60000 BEAUVAIS;
0602143D;19600001200019;LYCEE GEN TECHNOLOGIQUE FELIX FAURE;;inconnue;60;Beauvais;31 BD DE L ASSAUT 60000 BEAUVAIS;
0602157U;19600005300013;LYCEE PROFESSIONEL ROBERVAL;LP;inconnue;60;Breuil-le-Vert;10 RUE DES GREZ 60600 BREUIL-LE-VERT;
0602182W;78574029100071;INSTITUT NATIONAL DE FORMATION ET D'APPLICATION DU CENTRE DE CULTURE OUVRIERE - INFA;INFA GOUVIEUX;responsable_formateur;60;Gouvieux;CHE DES AIGLES 60270 GOUVIEUX;
0602206X;78056726900029;INSTITUT SAINT JOSEPH DE MONCEL;OGEC;formateur;60;Pont-Sainte-Maxence;8 PL DE L EGLISE 60700 PONT-SAINTE-MAXENCE;
0602210B;78057766400011;OGEC DU LYCEE SAINT VINCENT;;formateur;60;Senlis;30 RUE DE MEAUX 60300 SENLIS;
0602213E;13002271800519;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION HAUTS-DE-FRANCE;CCIL OISE BEAUVAIS / LAHO OISE;formateur;60;Beauvais;18 RUE D ALLONNE 60000 BEAUVAIS;
0610692W;78093824700019;AEP INSTITUTION ST FRANCOIS DE SALES;;formateur;61;Alençon;100 RUE LABILLARDIERE 61000 ALENCON;
0610698C;42490023100012;OGEC ST THOMAS D'AQUIN;;formateur;61;Flers;1 PL CLAUDIUS DUPERRON 61100 FLERS;
0610724F;78095858300046;ORPHELINAT AGRICOLE DE GIEL;EXPLOITATION AGRICOLE GIEL DON BOSCO;formateur;61;Giel-Courteilles;LES COURS 61210 GIEL-COURTEILLES;
0610770F;77811608700140;BATIMENT CFA NORMANDIE;;responsable_formateur;72;Saint-Paterne - Le Chevain;PLAINE SAINT GILLES 72610 SAINT-PATERNE - LE CHEVAIN;
0611021D;31744243200017;COLLEGE ENSEIGNEMENT FEMININ RURAL PRIVE;;formateur;61;Nonant-le-Pin;RTE DE GACE 61240 NONANT-LE-PIN;
0611035U;78096826900016;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;61;Mortagne-au-Perche;4 RUE DE CHARTRAGE 61400 MORTAGNE-AU-PERCHE;
0611037W;33999592000016;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;61;Pointel;CHATEAU DE POINTEL 61220 POINTEL;
0611038X;78098421700015;ASS DES MAISONS FAMILIALES DE TRUN;;responsable_formateur;61;Trun;14 RUE D ARGENTAN 61160 TRUN;
0611061X;40110456700029;IIT FORMATIONS ALTERNEES ORNES;3IFA;responsable_formateur;61;Alençon;RUE DU MANS 61000 ALENCON;
0611117H;78098562800012;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;61;Vimoutiers;5 AV DU GENERAL DE GAULLE 61120 VIMOUTIERS;
0611118J;78095930000010;ASS DES MAISONS FAMILIALES D'HALEINE;;responsable_formateur;61;Rives d'Andaine;61410 RIVES D'ANDAINE;
0611119K;78094682800016;MAISON FAMILIALE RURALE EDUCAT ET ORIENT;;responsable_formateur;61;Cerisy-Belle-Étoile;LE BOURG 61100 CERISY-BELLE-ETOILE;
0611130X;19610790800028;ETS PUBLIC LOCAL ENSEIGNEMENT FORMATION PROFESSIONNELLE AGRICOLE ALENCON SEES;CENTRE FORMATION APPRENTIS;formateur;61;Sées;AV DE TONISVORST 61500 SEES;
0611152W;34872549000034;CENTRE DE FORMATION D'APPRENTIS DE L'INDUSTRIE GRAND OUEST NORMANDIE;CFAI GON;formateur;61;Damigny;POLE UNIVERSITAIRE D'ALENCON 61250 DAMIGNY;
0611175W;41461021200014;CENTR FORMATION TECHNICIENS AGRICOLES;;responsable_formateur;61;La Ferté Macé;25 RUE PIERRE NEVEU 61600 LA FERTE MACE;
0611206E;40141754800039;ECOLE DES TRAVAUX PUBLICS DE NORMANDIE INSTITUT JEAN FRERET APPRENTISSAGE;ETPN JEAN FRERET;formateur;72;Saint-Paterne - Le Chevain;PLAINE ST GILLES 72610 SAINT-PATERNE - LE CHEVAIN;
0611226B;40003839400021;MAISON FAMILIALE;;responsable_formateur;61;Alençon;8 RUE GIROYE 61000 ALENCON;
0620030W;19620030700011;LYCEE PROFESSIONNEL PHILIPPE AUGUSTE;LYCEE PROFESSIONNEL PHILIPPE AUGUSTE;formateur;62;Bapaume;60 RUE DES FRERES DAVION 62450 BAPAUME;
0620056Z;19620056200011;LYCEE POLYVALENT CARNOT;;formateur;62;Bruay-la-Buissière;51 RUE SADI CARNOT 62700 BRUAY-LA-BUISSIERE;
0620059C;19620059600035;LYCEE PROFESSIONNEL LEO LAGRANGE;LP;formateur;62;Bully-les-Mines;RUE VICTOR SCHOELCHER 62160 BULLY-LES-MINES;
0620062F;19620189100013;LYCEE PROFESSIONNEL PIERRE DE COUBERTIN;LP;formateur;62;Calais;320 BD DU HUIT MAI 62100 CALAIS;
0620063G;19620063800019;LYCEE GENERAL TECHNOLOGIQUE S BERTHELOT;;formateur;62;Calais;224 BD GAMBETTA 62100 CALAIS;
0620161N;19620161000017;LYCEE GENERAL TECHNOLOGIQUE A RIBOT;;responsable_formateur;62;Saint-Omer;42 RUE GAMBETTA 62500 SAINT-OMER;
0620188T;19620188300028;LYCEE PROFESSIONNEL DU DETROIT;;formateur;62;Calais;200 RUE GUILLAUME APOLLINAIRE 62100 CALAIS;
0620192X;19620192500019;LYCEE PROFESSIONNEL PIERRE MENDES-FRANCE;;formateur;62;Bruay-la-Buissière;RUE DE SAINT OMER 62700 BRUAY-LA-BUISSIERE;
0620220C;19620220400018;LYCEE PROFESSIONNEL LA PEUPLERAIE;;formateur;62;Sallaumines;2 RUE JULES MATTEZ 62430 SALLAUMINES;
0620221D;19620221200011;LYCEE PROFESSIONNEL PROFESSEUR CLERC;;formateur;62;Outreau;34 RUE ANDRE PANTIGNY 62230 OUTREAU;
0620256S;19620256800016;LYCEE POLYVALENT GUY MOLLET;;formateur;62;Arras;57 RUE BOCQUET FLOCHEL 62000 ARRAS;
0622302R;19622302800016;ETS REG ENSEIGNEMENT ADAPTE M. COLUCCI;ETS DEFICIENTS INTELLECTUELS LEGERS;formateur;62;Liévin;18 AV DE L ENTRE DEUX MONTS 62800 LIEVIN;
0622309Y;13002374000132;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA ARRAS EIFFEL;formateur;62;Arras;7 RUE GUSTAVE EIFFEL 62000 ARRAS;
0622318H;19623328200017;LYCEE PROFESSIONNEL HENRI SENEZ;;formateur;62;Hénin-Beaumont;BD FERNAND DARCHICOURT 62110 HENIN-BEAUMONT;
0622320K;19620110700014;LYCEE PROFESSIONNEL AUGUSTE BEHAL;;formateur;62;Lens;6 RUE PAUL ELUARD 62300 LENS;
0622949U;19622949600019;LYCEE GENERAL TECHNOLOGIQUE MARIETTE;;formateur;62;Boulogne-sur-Mer;69 RUE DE BEAUREPAIRE 62200 BOULOGNE-SUR-MER;
0623121F;13002374000140;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA BETHUNE;formateur;62;Béthune;223 BD VAUBAN 62400 BETHUNE;
0623123H;13002374000157;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA BOULOGNE;formateur;62;Saint-Martin-Boulogne;9 RUE DU MONT JOIE 62280 SAINT-MARTIN-BOULOGNE;
0623124J;13002374000165;CHAMBRE DE METIERS ET DE L'ARTISANAT DE REGION HAUTS-DE-FRANCE;CMA CALAIS;formateur;62;Calais;320 BD DU HUIT MAI 62100 CALAIS;
0623130R;19620043000011;LYCEE PROFESSIONNEL SALVADOR ALLENDE;;formateur;62;Béthune;396 RUE DE L'UNIVERSITE 62400 BETHUNE;
0623325C;78397621000014;MAISON FAMILIALE RURALE DES HAUTS PAYS;;responsable_formateur;62;Campagne-lès-Boulonnais;7 RUE DES SANS CULOTTES 62650 CAMPAGNE-LES-BOULONNAIS;
0623373E;30048880600138;CFAI REGION NORD PAS-DE-CALAIS;;responsable_formateur;62;Hénin-Beaumont;360 RUE MIROSLAW HOLLER 62110 HENIN-BEAUMONT;
0623463C;19623463700011;LYCEE PROFESSIONNEL NORMANDIE NIEMEN;;formateur;62;Calais;RUE GRP NORMANDIE NIEMEN 62100 CALAIS;
0623465E;19622807600010;LYCEE POLYVALENT HOTELIER;;formateur;62;Le Touquet-Paris-Plage;AV DU CHATEAU 62520 LE TOUQUET-PARIS-PLAGE;
0623564M;30048880600104;CFAI REGION NORD PAS-DE-CALAIS;;responsable_formateur;62;Saint-Martin-Boulogne;LE MONT DE JOIE 62280 SAINT-MARTIN-BOULOGNE;
0623688X;30703566700012;MAISON FAMILIALE RURALE TERNOIS;;responsable_formateur;62;Berlencourt-le-Cauroy;161 RUE DU GRAND RULLECOURT 62810 BERLENCOURT-LE-CAUROY;
0623734X;31350031600010;MAISON FAMILIALE RURALE DE SAMER;;responsable_formateur;62;Samer;277 RUE DE DESVRES 62830 SAMER;
0623786D;30761630000017;FAMIL RURAL EDUC ORIENTAT ROLLANCOU;;responsable_formateur;62;Rollancourt;62770 ROLLANCOURT;
0623833E;78401839200018;MAISON FAMILIALE RURALE EDUCATION ORIENT;;responsable_formateur;62;Hucqueliers;62650 HUCQUELIERS;
0623965Y;19623902400017;LYCEE POLYVALENT MARGUERITE YOURCENAR;;formateur;62;Beuvry;68 RUE ANTOINE DE SAINT EXUPERY 62660 BEUVRY;
0624091K;19622275600013;LYCEE PROFESSIONNEL JEAN-CHARLES CAZIN;;formateur;62;Boulogne-sur-Mer;42 RUE CAZIN 62200 BOULOGNE-SUR-MER;
0624092L;19622801900010;LYCEE PROFESSIONNEL DES TRAVAUX PUBLICS JEAN BERTIN;;formateur;62;Bruay-la-Buissière;1409 RUE D AIRE 62700 BRUAY-LA-BUISSIERE;
0624094N;19620167700016;LYCEE PROFESSIONNEL PIERRE MENDES-FRANCE;;formateur;62;Saint-Pol-sur-Ternoise;RUE SAINT EXUPERY 62130 SAINT-POL-SUR-TERNOISE;
0624102X;77563016300019;OGEC VINCENT DE PAUL;;formateur;62;Arras;32 RUE BAUDIMONT 62000 ARRAS;
0624103Y;43373584200018;CENTRE DE FORMATION JEAN BOSCO;CENTRE JEAN BOSCO;formateur;62;Guînes;19 PL DU MARECHAL FOCH 62340 GUINES;
0624109E;19623891900019;LYCEE POLYVALENT GIRAUX SANNIER;LPO;formateur;62;Saint-Martin-Boulogne;RUE GIRAUX SANNIER 62280 SAINT-MARTIN-BOULOGNE;
0624240X;81893333500015;FEDERATION COMPAGNONNIQUE REGIONALE HAUTS DE FRANCE;FCMB;formateur;62;Arras;23 AV PAUL MICHONNEAU 62000 ARRAS;
0624250H;19620011700014;LYCEE PROFESSIONNEL JACQUES LE CARON;;formateur;62;Arras;61 AV DE L HIPPODROME 62000 ARRAS;
